N	2gram	Bakhtin_Fr_5	Psycholo
1	в том	10	37
2	и в	45	32
3	и что	2	22
4	том что	7	21
5	то что	2	21
6	таким образом	8	21
7	потому что	7	21
8	то есть	25	21
9	что в	12	20
10	так же	8	18
11	может быть	2	18
12	что и	7	17
13	не может	5	17
14	точки зрения	4	17
15	что она	3	16
16	самом деле	5	16
17	того чтобы	6	14
18	что он	6	13
19	при этом	2	13
20	то же	11	13
21	для того	6	13
22	в этом	14	13
23	если мы	2	12
24	в самом	4	12
25	не только	14	12
26	так как	6	12
27	с тем	2	11
28	было бы	2	11
29	в основе	4	11
30	как и	10	10
31	когда он	2	10
32	но и	10	10
33	и не	15	10
34	с точки	2	10
35	что все	2	9
36	как в	3	9
37	что это	2	8
38	не менее	3	8
39	не в	7	8
40	той же	4	8
41	того что	3	8
42	к тому	2	7
43	и как	5	7
44	такой же	4	7
45	а не	4	7
46	в сущности	4	7
47	все эти	5	7
48	можно было	4	7
49	и его	13	7
50	сказать что	4	7
51	только в	4	7
52	в этой	6	6
53	он не	6	6
54	как бы	12	6
55	же самое	2	6
56	о том	4	6
57	на все	2	5
58	в ней	8	5
59	до сих	3	5
60	сих пор	3	5
61	все это	7	5
62	как раз	5	5
63	этом отношении	5	5
64	на самом	5	5
65	и даже	4	5
66	как на	4	5
67	и на	5	5
68	в то	11	5
69	же как	4	4
70	от того	3	4
71	что на	3	4
72	как это	4	4
73	в чем	2	4
74	несмотря на	2	4
75	в нем	10	4
76	все же	2	4
77	жизни и	8	4
78	и до	2	4
79	данном случае	2	4
80	а в	4	4
81	и все	7	4
82	мы видим	5	4
83	не имеет	3	4
84	и для	3	4
85	в данном	2	4
86	и с	10	4
87	с этим	4	4
88	в целом	2	4
89	ту же	2	4
90	и это	4	4
91	ничего не	4	4
92	между тем	2	4
93	в общем	4	3
94	по своему	4	3
95	не могут	2	3
96	но он	3	3
97	хотя бы	2	3
98	в конце	7	3
99	и к	5	3
100	видим что	2	3
101	по существу	3	3
102	об этом	4	3
103	например в	5	3
104	в своей	3	3
105	относится к	2	3
106	один из	2	3
107	человеком и	2	3
108	с ее	5	3
109	так и	6	3
110	во всех	13	3
111	и их	5	3
112	в их	4	3
113	в отношении	2	3
114	на этом	5	3
115	и вот	3	3
116	и он	3	3
117	жизнь и	2	3
118	то время	3	3
119	он в	2	3
120	в которых	3	3
121	в поэзии	3	3
122	но в	14	3
123	мы не	4	3
124	это было	4	3
125	мы можем	2	3
126	применяется к	2	2
127	с его	7	2
128	их с	2	2
129	в них	6	2
130	это не	3	2
131	и от	4	2
132	в одном	3	2
133	в каждом	2	2
134	это в	2	2
135	но эта	2	2
136	и здесь	4	2
137	ни в	3	2
138	в романе	11	2
139	же время	9	2
140	но не	4	2
141	того же	3	2
142	вовсе не	8	2
143	к нему	2	2
144	том же	2	2
145	в его	13	2
146	если в	2	2
147	том как	2	2
148	как он	3	2
149	на том	2	2
150	вместе с	3	2
151	на него	2	2
152	значение и	2	2
153	и без	2	2
154	вплоть до	2	2
155	так в	2	2
156	в особенности	2	2
157	не было	3	2
158	форм и	5	2
159	роль в	2	2
160	мы находим	4	2
161	в самой	8	2
162	и у	5	2
163	на этот	3	2
164	ли он	2	2
165	отличие от	2	2
166	это очень	2	2
167	но это	5	2
168	также и	7	2
169	и вообще	2	2
170	и только	2	2
171	в свете	2	2
172	там где	3	2
173	заметить что	2	2
174	которая не	2	2
