N	2gram	Vygotskiy__7	Dialekti
1	не есть	4	40
2	и не	18	30
3	по себе	3	25
4	и в	26	18
5	ничего не	2	17
6	может быть	7	17
7	точки зрения	28	17
8	в нем	2	16
9	и есть	2	16
10	ни в	2	15
11	так что	4	15
12	не имеет	2	15
13	а не	6	14
14	потому что	16	14
15	что в	12	13
16	то что	24	13
17	не только	24	13
18	если бы	5	12
19	было бы	6	12
20	и что	6	12
21	с точки	21	12
22	в этом	29	12
23	не может	11	12
24	что это	6	11
25	что он	8	11
26	как бы	6	11
27	учение о	3	11
28	все это	3	11
29	в себе	9	11
30	так как	14	11
31	прежде всего	7	10
32	несмотря на	2	10
33	то же	8	10
34	сказать что	8	10
35	никогда не	4	9
36	это не	3	9
37	в том	18	9
38	это есть	4	9
39	так и	3	9
40	том что	17	9
41	и то	7	9
42	но это	3	8
43	совершенно не	2	8
44	к нему	3	8
45	вовсе не	2	7
46	то в	2	7
47	но и	11	7
48	что она	8	7
49	мы находим	3	7
50	что не	2	7
51	также и	2	7
52	как она	5	7
53	с другой	4	6
54	можно сказать	5	6
55	она не	5	6
56	никак не	5	6
57	не в	4	6
58	в то	3	6
59	в чем	3	6
60	с ним	3	6
61	но в	4	6
62	я не	3	5
63	в этих	2	5
64	на то	4	5
65	но если	2	5
66	все же	6	5
67	отношение к	2	5
68	в отношении	2	5
69	что оно	4	5
70	и он	2	5
71	есть только	2	5
72	а в	2	5
73	можно было	2	5
74	и с	5	5
75	мы должны	6	5
76	в виду	5	5
77	в конце	4	4
78	к тому	7	4
79	что эта	6	4
80	во всяком	2	4
81	это мы	2	4
82	об этом	3	4
83	это и	4	4
84	мы видим	3	4
85	но не	3	4
86	одно и	3	4
87	в котором	4	4
88	так же	14	4
89	как раз	3	4
90	мы говорим	2	4
91	может и	2	4
92	только и	3	4
93	как мы	14	4
94	почти всегда	2	4
95	мы можем	3	4
96	к ней	2	4
97	о том	4	4
98	как это	5	4
99	содержит в	3	3
100	тому что	9	3
101	точку зрения	2	3
102	в одну	2	3
103	стороны и	4	3
104	есть не	3	3
105	не является	3	3
106	но эта	2	3
107	что и	3	3
108	только потому	3	3
109	что они	10	3
110	говорит что	2	3
111	случае не	2	3
112	и о	3	3
113	он не	3	3
114	в его	4	3
115	и потому	3	3
116	если в	4	3
117	даже в	2	3
118	его с	3	3
119	гораздо более	4	3
120	один из	2	3
121	друг другу	3	3
122	но только	3	3
123	то как	2	3
124	отношения к	2	3
125	что же	2	3
126	мысли и	11	3
127	в их	2	3
128	только на	3	3
129	в самом	9	3
130	даже если	2	3
131	но с	2	3
132	на самом	3	3
133	обе стороны	2	3
134	самом деле	6	3
135	только что	5	3
136	должно быть	2	3
137	что для	2	3
138	в данном	5	3
139	в основе	3	3
140	в ней	3	3
141	могут быть	2	3
142	нуждается в	3	3
143	только в	8	3
144	бы в	5	3
145	в сознании	6	3
146	не менее	4	2
147	находим в	2	2
148	того что	14	2
149	же как	8	2
150	по мере	7	2
151	она должна	2	2
152	именно в	6	2
153	были бы	3	2
154	человеческого сознания	2	2
155	в качестве	5	2
156	и состоит	3	2
157	сравнению с	8	2
158	как в	4	2
159	с этой	5	2
160	и от	4	2
161	из этих	3	2
162	точно так	2	2
163	и другого	2	2
164	с другими	3	2
165	к этому	2	2
166	вопрос о	6	2
167	этой точки	4	2
168	вещи и	2	2
169	от всякой	2	2
170	оно есть	5	2
171	о которых	2	2
172	как и	15	2
173	мы и	2	2
174	и при	2	2
175	такой же	3	2
176	является не	2	2
177	что если	2	2
178	и другое	3	2
179	для него	3	2
180	до сих	3	2
181	еще не	4	2
182	одной стороны	5	2
183	для того	18	2
184	о чем	4	2
185	и больше	2	2
186	о своем	2	2
187	никто не	2	2
188	убедиться что	2	2
189	по сравнению	9	2
190	и следовательно	5	2
191	и является	3	2
192	относится к	2	2
193	зрения самого	2	2
194	мог бы	3	2
195	для нее	3	2
196	двух планов	3	2
197	в своей	3	2
198	и их	5	2
199	к другу	2	2
200	в современной	2	2
201	с ней	2	2
202	сих пор	3	2
203	для этого	3	2
204	с этим	2	2
205	речь как	3	2
206	этом отношении	3	2
207	с одной	5	2
208	все эти	6	2
209	из того	3	2
210	если мы	5	2
211	можно говорить	2	2
212	и для	5	2
213	бы все	2	2
214	об одном	2	2
215	отличается от	3	2
216	мысли в	9	2
217	учения о	4	2
218	то и	4	2
219	ко всему	2	2
220	содержат в	3	2
221	в которых	2	2
222	во всем	3	2
223	я могу	2	2
224	на деле	2	2
225	время как	2	2
