N	2gram	Losev_Vlad_2	Myshleni
1	и в	30	25
2	в том	18	23
3	том что	12	20
4	что в	12	17
5	так же	4	17
6	таким образом	3	17
7	с тем	2	16
8	как и	5	15
9	то что	20	15
10	в его	11	15
11	в этом	20	14
12	вместе с	8	14
13	может быть	7	13
14	в целом	4	13
15	так как	5	12
16	по своему	2	11
17	как бы	5	10
18	и не	18	10
19	и что	5	10
20	того что	5	10
21	было бы	9	10
22	что и	3	10
23	только в	6	10
24	заключается в	2	9
25	связи с	8	9
26	как в	3	9
27	мы не	2	9
28	ни в	7	9
29	того чтобы	2	8
30	как мы	11	8
31	уже в	3	7
32	все эти	5	7
33	как это	7	7
34	по себе	5	7
35	для того	2	7
36	в области	3	7
37	не менее	7	6
38	не в	9	6
39	мы видели	2	6
40	не может	9	6
41	в связи	8	6
42	и на	4	6
43	потому что	9	6
44	в основном	5	6
45	приходит к	2	6
46	мы должны	4	6
47	что он	13	6
48	в отношении	3	6
49	но не	3	6
50	того же	5	6
51	не только	12	6
52	все же	9	6
53	в отличие	3	6
54	точки зрения	7	6
55	все это	5	6
56	можно было	2	6
57	отличие от	3	6
58	так и	5	5
59	именно в	4	5
60	что это	4	5
61	тем не	6	5
62	и как	3	5
63	но это	4	5
64	для него	9	5
65	при этом	5	5
66	и по	2	5
67	мы уже	2	5
68	и к	6	5
69	о том	4	5
70	в этой	4	5
71	в частности	2	4
72	никогда не	7	4
73	в своем	8	4
74	из этих	3	4
75	прежде всего	6	4
76	на то	2	4
77	к тому	2	4
78	мы знаем	4	4
79	не мог	8	4
80	всяком случае	6	4
81	время как	2	4
82	но и	8	4
83	не столько	3	4
84	друг друга	2	4
85	а в	11	4
86	сказать что	11	4
87	в то	9	4
88	с ним	5	4
89	тогда когда	2	4
90	с этим	5	4
91	и все	7	4
92	нет никаких	2	4
93	то время	6	4
94	он не	4	4
95	той же	4	4
96	это значит	2	4
97	во всяком	6	4
98	и это	3	4
99	с этой	4	3
100	что эти	2	3
101	в свою	3	3
102	на этом	2	3
103	и сам	2	3
104	в самом	2	3
105	в котором	5	3
106	в результате	5	3
107	их в	2	3
108	последнее время	2	3
109	его в	4	3
110	как он	2	3
111	с которыми	4	3
112	к этому	6	3
113	то в	5	3
114	в последнее	2	3
115	наряду с	2	3
116	не есть	4	3
117	с ней	2	3
118	или менее	3	3
119	им в	3	3
120	в виде	3	3
121	не могли	3	3
122	того как	2	3
123	то же	4	2
124	мы будем	3	2
125	в этих	4	2
126	эти последние	4	2
127	и от	2	2
128	первый план	2	2
129	для нас	7	2
130	так что	5	2
131	но все	2	2
132	свою очередь	2	2
133	такого рода	2	2
134	хотя и	6	2
135	в нем	4	2
136	только после	2	2
137	того и	2	2
138	здесь мы	3	2
139	должно быть	3	2
140	в своих	2	2
141	к той	2	2
142	на его	4	2
143	в начале	4	2
144	в чисто	2	2
145	вообще говоря	2	2
146	с его	4	2
147	всех этих	3	2
148	но по	2	2
149	само по	2	2
150	однако в	2	2
151	в них	3	2
152	на котором	2	2
153	и во	2	2
154	в следующем	3	2
155	на первый	2	2
156	об этом	6	2
157	же в	2	2
158	в таком	3	2
159	есть и	2	2
160	но тем	2	2
161	это мы	5	2
162	тот же	5	2
163	и может	2	2
164	бы с	2	2
165	и потому	2	2
166	а также	10	2
167	еще в	2	2
168	и особенно	3	2
169	в своей	5	2
170	в течение	5	2
171	уже не	3	2
172	на этот	4	2
173	едва ли	3	2
174	и для	3	2
175	и его	6	2
176	или иначе	3	2
177	и то	5	2
178	в себе	6	2
179	в чем	2	2
