N	2gram	Bakhtin_Pr_4	Komedia
1	и в	46	26
2	и не	27	14
3	к тому	2	12
4	так и	4	12
5	и его	6	12
6	в том	9	11
7	может быть	23	11
8	но и	12	10
9	в этом	16	10
10	что в	4	9
11	том что	4	9
12	если бы	3	9
13	вместе с	2	9
14	было бы	3	8
15	и на	11	7
16	не только	14	7
17	что и	3	7
18	на себя	4	7
19	в своем	3	6
20	то что	4	6
21	еще не	7	6
22	в нем	17	6
23	потому что	4	6
24	и здесь	4	6
25	в то	5	6
26	о том	5	6
27	таким образом	4	6
28	с его	5	5
29	что он	6	5
30	себя внимание	2	5
31	ни в	6	5
32	с этим	2	5
33	так что	2	5
34	и с	7	5
35	уже в	4	4
36	не менее	2	4
37	у него	5	4
38	в этих	4	4
39	прежде всего	9	4
40	из этих	3	4
41	как мы	12	4
42	как и	12	4
43	хотя и	6	4
44	в его	9	4
45	все же	4	4
46	в самом	9	4
47	и для	3	4
48	можно было	2	4
49	точки зрения	11	4
50	в руках	2	4
51	только в	6	4
52	так как	5	4
53	на этот	2	4
54	между тем	2	4
55	это слово	5	4
56	том числе	4	3
57	в каждом	6	3
58	вопрос о	2	3
59	но если	3	3
60	жизни и	5	3
61	отношению к	5	3
62	но все	2	3
63	но не	4	3
64	того же	3	3
65	во всех	5	3
66	же время	5	3
67	здесь в	2	3
68	для нас	2	3
69	и сам	5	3
70	например в	4	3
71	да и	4	3
72	в котором	5	3
73	себя в	3	3
74	в своей	3	3
75	и их	3	3
76	в их	4	3
77	все это	6	3
78	при всем	2	3
79	по отношению	5	3
80	того как	2	3
81	той же	3	3
82	то же	6	3
83	не было	2	3
84	как в	4	3
85	в самой	5	3
86	к нему	5	3
87	друг друга	6	3
88	а в	2	3
89	или в	8	3
90	тем что	3	3
91	не может	19	3
92	как он	3	3
93	в этой	3	3
94	но в	6	3
95	мы можем	4	3
96	реакции на	3	2
97	все время	2	2
98	если в	2	2
99	и другие	3	2
100	с другой	3	2
101	это не	5	2
102	в одной	2	2
103	в конце	3	2
104	в одном	11	2
105	в духе	2	2
106	этом смысле	2	2
107	с собой	3	2
108	вовсе не	9	2
109	и жизнь	2	2
110	нет и	2	2
111	то это	3	2
112	и к	9	2
113	об этом	2	2
114	не в	10	2
115	до сих	8	2
116	одна из	2	2
117	на этом	3	2
118	ведь мы	2	2
119	одним из	3	2
120	он не	4	2
121	друг с	5	2
122	как бы	19	2
123	которые в	2	2
124	в античной	2	2
125	хотя бы	2	2
126	и это	3	2
127	в мире	3	2
128	отношение к	3	2
129	сих пор	8	2
130	целый ряд	2	2
131	в отличие	3	2
132	так в	2	2
133	еще более	3	2
134	мы находим	5	2
135	в той	3	2
136	и что	3	2
137	бы и	2	2
138	в других	2	2
139	рядом с	5	2
140	отличие от	3	2
141	да еще	2	2
142	мы не	4	2
143	во всяком	2	2
144	от этого	2	2
145	и во	3	2
146	с другом	5	2
147	и все	9	2
148	бы в	3	2
149	мы имеем	3	2
150	в виду	4	2
