N	2gram	Losev_Prob_4	FransuaR
1	и в	20	40
2	то есть	27	18
3	и его	10	17
4	прежде всего	11	16
5	в этом	9	15
6	не только	24	13
7	и не	28	13
8	в его	3	13
9	что в	3	12
10	вовсе не	21	12
11	как и	6	11
12	но и	14	11
13	таким образом	8	10
14	как мы	3	10
15	в них	5	9
16	и все	8	9
17	может быть	9	9
18	он не	2	9
19	в том	20	8
20	все эти	16	8
21	и с	7	8
22	и на	3	8
23	но в	8	8
24	в своем	3	7
25	в одном	4	7
26	то же	7	7
27	в виду	6	7
28	в этих	5	6
29	в самом	2	6
30	во всех	4	6
31	в своей	4	6
32	в той	8	6
33	связи с	3	6
34	в то	4	6
35	в литературе	2	5
36	со всеми	2	5
37	как раз	4	5
38	в нем	5	5
39	то что	15	5
40	в связи	3	5
41	не было	3	5
42	а не	7	5
43	и для	4	5
44	для него	3	5
45	в нашем	12	4
46	и во	4	4
47	xix века	2	4
48	у нас	14	4
49	том что	12	4
50	смысле слова	15	4
51	здесь в	5	4
52	было бы	14	4
53	в ней	7	4
54	из них	3	4
55	и потому	7	4
56	а также	6	4
57	ни в	17	4
58	жизни и	5	4
59	все это	9	4
60	еще более	2	4
61	только на	2	4
62	о том	5	4
63	и о	5	4
64	в данном	6	4
65	того чтобы	2	4
66	и даже	9	4
67	также и	13	4
68	в истории	3	4
69	так как	5	4
70	в области	3	4
71	только для	3	3
72	с его	2	3
73	всех этих	6	3
74	если бы	8	3
75	в частности	2	3
76	и от	6	3
77	и к	3	3
78	об этом	6	3
79	он был	3	3
80	в ее	5	3
81	но это	6	3
82	в начале	3	3
83	в этой	4	3
84	для этого	2	3
85	кроме того	4	3
86	еще не	7	3
87	но именно	2	3
88	весь этот	2	3
89	и есть	4	3
90	такого рода	7	3
91	вплоть до	3	3
92	никак не	4	3
93	как бы	4	3
94	и наконец	4	3
95	что и	3	3
96	другими словами	3	3
97	вместе с	5	3
98	дело не	3	3
99	во все	2	3
100	так и	10	3
101	как в	5	3
102	и прежде	2	3
103	не может	5	3
104	а в	4	3
105	на самом	5	3
106	мы находим	2	3
107	самом деле	3	3
108	в значительной	2	3
109	для того	3	3
110	и как	3	3
111	не так	3	3
112	но все	3	3
113	можно было	4	3
114	сказать что	7	3
115	тем что	3	3
116	при этом	6	3
117	же и	3	3
118	в себе	12	3
119	в другом	3	3
120	во всем	2	3
121	только в	23	3
122	не понимает	2	3
123	в конце	2	3
124	здесь не	7	3
125	в других	2	3
126	не менее	10	2
127	уже в	4	2
128	времени и	4	2
129	и этот	3	2
130	до того	2	2
131	еще и	3	2
132	хотя бы	7	2
133	с другой	7	2
134	это не	7	2
135	он с	2	2
136	в условиях	3	2
137	что он	8	2
138	или иной	13	2
139	можно сказать	5	2
140	все же	2	2
141	это и	4	2
142	это есть	3	2
143	но не	5	2
144	конечно не	3	2
145	и если	5	2
146	тут же	3	2
147	на его	2	2
148	к нему	3	2
149	по преимуществу	2	2
150	свидетельствует о	2	2
151	из этого	3	2
152	и очень	5	2
153	той или	14	2
154	в котором	2	2
155	здесь нет	3	2
156	дело в	2	2
157	не к	2	2
158	они и	2	2
159	в корне	2	2
160	данном случае	5	2
161	не раз	2	2
162	в разных	4	2
163	именно в	7	2
164	здесь мы	3	2
165	образ и	2	2
166	потому что	15	2
167	одной из	4	2
168	с этим	4	2
169	даже и	13	2
170	точки зрения	14	2
171	и ее	4	2
172	но как	3	2
173	далеко не	2	2
174	и это	2	2
175	в которой	2	2
176	того же	2	2
177	мы не	7	2
178	под руководством	2	2
179	как о	3	2
180	и сама	3	2
