N	2gram	Nazirov_Tv_1	FransuaR
1	и в	21	56
2	то есть	12	24
3	в романе	10	21
4	в его	13	18
5	таким образом	5	17
6	в этом	6	14
7	в том	7	13
8	так и	2	13
9	и его	6	12
10	в то	15	12
11	в этих	2	11
12	до конца	2	11
13	как бы	17	11
14	то же	13	11
15	же время	12	10
16	только в	5	9
17	в самом	3	9
18	но и	3	9
19	и не	7	9
20	том что	11	8
21	не только	7	8
22	в нем	3	8
23	все это	10	8
24	и даже	3	8
25	и с	3	8
26	в частности	2	7
27	у него	7	7
28	и на	7	7
29	прежде всего	4	6
30	вовсе не	5	6
31	в этой	5	6
32	той же	3	6
33	потому что	5	6
34	на его	3	6
35	и все	6	6
36	но в	7	6
37	но не	3	5
38	с его	11	5
39	никогда не	3	5
40	с ее	3	5
41	как и	12	5
42	и другие	3	5
43	одним из	4	5
44	он не	8	5
45	один из	4	5
46	своего рода	4	5
47	что в	12	5
48	в творчестве	6	5
49	такой же	2	5
50	между вещами	2	5
51	так сказать	2	5
52	что все	3	4
53	времени и	4	4
54	не был	3	4
55	в духе	2	4
56	в себе	2	4
57	в качестве	2	4
58	в ней	2	4
59	даже в	3	4
60	в ту	3	4
61	при этом	7	4
62	и других	3	4
63	в основе	2	4
64	в своих	5	4
65	ту же	3	4
66	о том	6	4
67	так как	3	4
68	одна из	2	4
69	в которой	3	4
70	перед нами	2	3
71	в своем	4	3
72	в литературе	2	3
73	так что	2	3
74	в первой	2	3
75	может быть	5	3
76	первой части	3	3
77	не мог	2	3
78	одной из	4	3
79	был бы	2	3
80	здесь нет	2	3
81	что и	2	3
82	то что	8	3
83	время в	3	3
84	в их	3	3
85	что для	2	3
86	в году	7	3
87	мы находим	2	3
88	здесь мы	2	3
89	уже не	3	3
90	и наконец	2	3
91	времени в	13	3
92	не в	2	3
93	сказать что	2	3
94	но он	2	3
95	настоящее время	2	3
96	на эту	4	3
97	в виде	3	2
98	отчасти и	2	2
99	с другой	3	2
100	это не	4	2
101	уже в	3	2
102	человека и	4	2
103	на самом	3	2
104	это в	3	2
105	к этому	2	2
106	что он	6	2
107	можно сказать	2	2
108	говорит о	3	2
109	и как	4	2
110	но это	5	2
111	гоголя и	2	2
112	из всех	4	2
113	между людьми	2	2
114	для него	6	2
115	на площади	2	2
116	из них	2	2
117	действительности и	2	2
118	а в	6	2
119	по преимуществу	2	2
120	хотя и	3	2
121	в котором	6	2
122	все же	5	2
123	в своей	4	2
124	в мире	4	2
125	когда он	2	2
126	его как	2	2
127	вместе с	2	2
128	самом деле	2	2
129	дело не	3	2
130	данном случае	2	2
131	что она	2	2
132	только на	2	2
133	во всей	2	2
134	так же	3	2
135	не может	4	2
136	как к	2	2
137	а не	5	2
138	в данном	2	2
139	людей и	2	2
140	связан с	3	2
141	далеко не	3	2
142	дело в	3	2
143	с ним	3	2
144	нет ни	2	2
145	он говорит	3	2
146	во многом	7	2
