N	2gram	Trubetskoy_1	Myshleni
1	в том	17	42
2	том что	9	35
3	таким образом	11	25
4	точки зрения	11	24
5	в этом	17	24
6	в качестве	3	21
7	и в	14	20
8	что в	4	19
9	то же	11	16
10	то что	13	15
11	не только	9	15
12	что они	3	14
13	при этом	5	12
14	в их	4	12
15	потому что	5	12
16	может быть	9	12
17	так же	2	11
18	в его	4	11
19	мы должны	7	11
20	с точки	9	11
21	того что	3	10
22	так как	4	10
23	и то	4	10
24	в себе	9	10
25	только в	5	10
26	и как	3	9
27	но и	10	9
28	между тем	5	9
29	как и	4	9
30	что и	3	9
31	и не	19	8
32	и тем	2	8
33	и что	2	8
34	в результате	2	8
35	тогда когда	4	8
36	было бы	5	8
37	вместе с	4	8
38	и более	2	7
39	друг с	14	7
40	как бы	4	7
41	с другом	14	7
42	и тот	2	7
43	в своей	5	7
44	самом деле	7	7
45	тем самым	2	7
46	а не	2	7
47	того чтобы	8	7
48	тем что	3	7
49	к тому	7	6
50	в самом	3	6
51	не может	22	6
52	и на	5	6
53	его в	4	6
54	с тем	6	6
55	что он	6	6
56	в силу	2	6
57	можно было	4	6
58	в частности	2	5
59	никогда не	5	5
60	целый ряд	2	5
61	на то	5	5
62	что такое	2	5
63	если бы	6	5
64	между собой	5	5
65	с этим	2	5
66	и к	6	5
67	все же	4	5
68	о том	7	5
69	мы уже	2	5
70	речь идет	2	5
71	для того	6	5
72	все эти	2	5
73	мы можем	2	5
74	тому что	2	4
75	в своем	6	4
76	для нас	2	4
77	является не	2	4
78	что с	2	4
79	из них	3	4
80	на том	3	4
81	и только	5	4
82	что оно	3	4
83	друг друга	3	4
84	и те	2	4
85	в сознании	3	4
86	и с	7	4
87	состоит в	2	4
88	и при	6	4
89	не в	4	4
90	и для	6	4
91	во всяком	9	4
92	в области	2	4
93	не могут	4	3
94	в этих	2	3
95	не подлежит	2	3
96	и от	2	3
97	точно так	2	3
98	что все	3	3
99	так что	2	3
100	в этой	4	3
101	себе и	4	3
102	от того	4	3
103	одной из	3	3
104	и является	2	3
105	всяком случае	6	3
106	приводят к	2	3
107	со стороны	4	3
108	в совершенно	4	3
109	именно в	3	3
110	должно быть	3	3
111	но в	2	3
112	отнюдь не	7	3
113	и во	3	3
114	приходит к	3	3
115	этом случае	3	3
116	по существу	5	3
117	во всем	4	3
118	но не	4	3
119	мы говорили	3	3
120	только к	3	3
121	себя в	4	3
122	приводит к	4	3
123	совершенно не	2	3
124	ни в	2	3
125	в виде	3	3
126	связи с	3	3
127	может не	3	2
128	место в	2	2
129	должна быть	2	2
130	прежде всего	8	2
131	в настоящее	2	2
132	собой и	3	2
133	для него	6	2
134	что это	3	2
135	противоречие с	2	2
136	том чтобы	3	2
137	но для	2	2
138	в ней	2	2
139	в нем	5	2
140	к нему	2	2
141	в противоречие	2	2
142	данном случае	3	2
143	отличается от	2	2
144	не просто	2	2
145	факт что	2	2
146	а в	5	2
147	во многих	2	2
148	в данном	7	2
149	из этих	3	2
150	в начале	2	2
151	самого себя	7	2
152	настоящее время	2	2
153	говоря о	2	2
154	их в	2	2
155	нисколько не	2	2
156	это в	2	2
157	у него	2	2
158	представить себе	2	2
159	ясно что	2	2
160	таким же	3	2
161	указывает на	2	2
162	еще не	3	2
163	этой третьей	2	2
164	видеть в	2	2
165	том же	2	2
166	не есть	3	2
167	только на	2	2
168	и тогда	2	2
169	тогда как	2	2
170	а с	2	2
171	если не	2	2
172	в таком	2	2
173	и т.д	4	2
