N	2gram	Propp_Isto_4	Problemy
1	и в	26	34
2	и не	9	29
3	как бы	3	27
4	что он	10	23
5	в его	5	22
6	может быть	14	19
7	в нем	2	19
8	не может	6	19
9	и все	2	19
10	как и	7	18
11	к себе	3	17
12	но в	5	16
13	все это	2	16
14	и его	10	16
15	в этом	7	16
16	и с	5	15
17	что я	2	15
18	он не	7	15
19	то же	8	14
20	к нему	6	14
21	т е	18	12
22	но и	12	12
23	потому что	6	12
24	вовсе не	4	11
25	то что	16	11
26	не только	15	10
27	не в	5	9
28	а не	6	9
29	никогда не	2	8
30	и т	27	8
31	так же	18	8
32	в другом	5	8
33	что в	14	7
34	знает и	2	7
35	и даже	4	7
36	этого слова	2	7
37	все же	9	7
38	на него	3	7
39	как мы	5	7
40	там где	3	7
41	что они	6	6
42	отношение к	2	6
43	что у	3	6
44	и на	2	6
45	с ними	5	6
46	от него	2	6
47	мы уже	5	6
48	так и	10	6
49	в себе	2	6
50	только в	3	6
51	что это	2	5
52	это не	5	5
53	так что	2	5
54	но все	5	5
55	и что	5	5
56	того что	2	5
57	в целом	2	5
58	из них	2	5
59	таким образом	10	5
60	и вот	2	5
61	не мог	3	5
62	лишь в	2	5
63	а в	8	5
64	мы должны	5	5
65	с тем	2	5
66	в одном	5	5
67	даже в	4	5
68	что и	9	5
69	к своему	3	5
70	героя в	7	5
71	и у	5	5
72	хотя бы	2	5
73	на вопрос	3	4
74	с другой	4	4
75	ни в	2	4
76	но это	3	4
77	на этом	2	4
78	у него	5	4
79	при этом	3	4
80	на его	3	4
81	его с	2	4
82	все эти	3	4
83	даже и	2	4
84	его в	9	4
85	так как	9	4
86	если бы	2	4
87	меня не	3	4
88	но не	5	4
89	еще не	6	4
90	как в	7	4
91	тем что	5	4
92	он в	4	4
93	в виде	2	4
94	из своего	3	4
95	ничего не	5	4
96	вместе с	6	4
97	не менее	2	3
98	уже в	2	3
99	его к	3	3
100	в том	3	3
101	сливается с	2	3
102	но для	2	3
103	хотя и	2	3
104	есть только	3	3
105	мы видели	6	3
106	другой стороны	4	3
107	вот как	2	3
108	его и	2	3
109	в одной	3	3
110	их в	7	3
111	но он	4	3
112	во всем	3	3
113	как он	6	3
114	человека с	3	3
115	с миром	3	3
116	этого не	2	3
117	и во	2	3
118	по себе	2	3
119	том что	3	3
120	он уже	2	3
121	в своей	4	3
122	только что	3	3
123	и как	5	3
124	и то	6	3
125	только с	2	3
126	это уже	2	2
127	с этой	2	2
128	переходит в	3	2
129	вопрос о	4	2
130	этом случае	3	2
131	тем не	2	2
132	мы знаем	8	2
133	такого же	2	2
134	и если	3	2
135	в другой	3	2
136	например в	3	2
137	он может	2	2
138	в этот	4	2
139	в форме	2	2
140	в своем	2	2
141	и только	5	2
142	т д	24	2
143	же он	4	2
144	те же	3	2
145	увидим что	2	2
146	в которых	4	2
147	с этим	2	2
148	о том	4	2
149	сказать что	2	2
150	во время	7	2
151	а как	2	2
152	смысле этого	2	2
153	однако в	2	2
154	он должен	3	2
155	не хочет	2	2
156	говорит о	2	2
157	это и	5	2
158	было бы	2	2
159	мы увидим	3	2
160	вот этот	2	2
161	конечно не	2	2
162	но этот	2	2
163	когда он	6	2
164	так в	4	2
165	уже не	5	2
166	и он	3	2
167	связан с	3	2
168	между двумя	12	2
169	ты меня	3	2
170	которой он	2	2
171	о чем	3	2
