N	2gram	Tiupa_Anal_2	Problema
1	то есть	9	39
2	то что	7	38
3	и не	12	37
4	вовсе не	2	37
5	и в	16	35
6	не есть	2	33
7	сказать что	2	24
8	не только	16	24
9	том что	12	19
10	о том	7	18
11	может быть	6	18
12	в этом	18	17
13	но и	12	16
14	такого рода	2	15
15	только в	4	14
16	не менее	4	13
17	не может	4	13
18	тем не	3	12
19	в том	12	12
20	того что	2	12
21	что в	2	11
22	прежде всего	3	11
23	так что	3	11
24	и даже	9	11
25	никак не	2	11
26	в таком	2	11
27	таком случае	2	10
28	говорить о	6	10
29	еще не	2	10
30	а не	10	10
31	в данном	8	10
32	и то	3	10
33	ничего не	9	10
34	в этой	9	9
35	едва ли	3	9
36	только на	3	9
37	уже не	4	8
38	было бы	3	8
39	по себе	2	8
40	как раз	4	8
41	казалось бы	3	7
42	в конце	4	7
43	этом случае	4	7
44	не имеет	2	7
45	того или	3	7
46	некоторого рода	2	7
47	в его	2	7
48	так и	15	7
49	тем самым	4	7
50	с другой	6	6
51	что все	2	6
52	можно сказать	4	6
53	о чем	2	6
54	не о	2	6
55	в то	2	6
56	на то	2	6
57	по крайней	3	6
58	крайней мере	3	6
59	и для	2	6
60	но в	6	6
61	как будто	3	6
62	в частности	16	5
63	или иной	3	5
64	в самом	6	5
65	той или	3	5
66	отнюдь не	8	5
67	данном случае	5	5
68	языка и	2	5
69	или иного	3	5
70	с одной	5	5
71	так же	2	5
72	и на	6	5
73	своего собственного	2	5
74	и все	3	5
75	этом смысле	2	5
76	как и	14	5
77	то же	4	5
78	как мы	3	5
79	одной стороны	4	5
80	другой стороны	2	5
81	можно было	3	5
82	в себе	7	5
83	не был	3	4
84	в этих	2	4
85	в своем	4	4
86	что на	3	4
87	есть в	3	4
88	в общем	2	4
89	как бы	10	4
90	и тем	4	4
91	что она	2	4
92	все это	4	4
93	таким образом	2	4
94	а в	3	4
95	вообще не	2	4
96	в результате	3	4
97	тем что	3	4
98	если бы	3	4
99	но не	4	4
100	ни о	3	4
101	в нашем	3	3
102	или даже	2	3
103	может ли	2	3
104	к тому	7	3
105	но эта	2	3
106	с самим	3	3
107	несмотря на	3	3
108	и если	3	3
109	хотя и	4	3
110	и является	4	3
111	один из	2	3
112	в целом	8	3
113	и их	2	3
114	в их	3	3
115	при этом	10	3
116	лишь в	9	3
117	не знает	3	3
118	его в	2	3
119	бы в	3	3
120	к предмету	2	3
121	уже и	2	3
122	только не	4	3
123	в случае	2	3
124	и к	5	3
125	все что	2	3
126	она не	2	3
127	тех или	2	3
128	внимание на	2	3
129	в значительной	2	3
130	или точнее	2	3
131	тому как	3	3
132	это только	2	3
133	в таких	2	3
134	том или	2	3
135	как о	3	3
136	содержит в	3	2
137	же его	4	2
138	его от	3	2
139	не в	4	2
140	что с	2	2
141	и сам	3	2
142	по поводу	3	2
143	в действительности	3	2
144	совпадает с	4	2
145	в состоянии	2	2
146	на этой	2	2
147	при таком	2	2
148	сводится к	3	2
149	ни с	2	2
150	вообще и	2	2
151	даже в	2	2
152	не так	4	2
153	или в	3	2
154	точки зрения	4	2
155	ведь и	2	2
156	частности в	2	2
157	для всех	2	2
158	или ином	2	2
159	отношения в	2	2
160	представляет собой	8	2
161	в качестве	11	2
162	ведь это	2	2
163	по преимуществу	4	2
164	он не	2	2
165	а также	7	2
166	еще в	2	2
167	речь идет	2	2
168	и особенно	4	2
169	что и	3	2
170	во всех	4	2
171	вместе с	2	2
172	на него	2	2
173	собственно говоря	2	2
174	из трех	3	2
175	еще более	2	2
176	свидетельствует о	2	2
177	той же	2	2
178	роль в	2	2
179	подобно тому	3	2
180	это было	2	2
