N	2gram	Bakhtin_Pr_5	FransuaR
1	и в	35	49
2	то есть	16	32
3	прежде всего	12	19
4	в его	21	18
5	не только	10	17
6	и его	14	17
7	и на	6	17
8	и не	27	15
9	в этом	14	15
10	в них	4	13
11	только в	6	13
12	но и	14	13
13	во время	5	12
14	как и	18	11
15	как бы	31	11
16	и т.п	6	11
17	вовсе не	7	10
18	все это	14	9
19	для него	14	9
20	в нем	16	9
21	в сущности	14	8
22	отношение к	6	8
23	все же	8	7
24	не может	18	7
25	таким образом	7	7
26	то же	15	7
27	все эти	3	7
28	о мире	8	7
29	как мы	8	7
30	на протяжении	5	7
31	то что	10	6
32	же время	10	6
33	здесь в	2	6
34	мы уже	8	6
35	времени и	2	6
36	во всех	3	6
37	так и	8	6
38	рядом с	4	6
39	сказать что	3	6
40	и с	12	6
41	но он	4	6
42	точки зрения	7	6
43	в то	11	6
44	так как	4	6
45	в творчестве	4	6
46	с его	7	5
47	никогда не	4	5
48	в своем	2	5
49	уже в	3	5
50	протяжении всего	4	5
51	в начале	3	5
52	но не	6	5
53	при этом	2	5
54	тот же	4	5
55	может быть	14	5
56	уже говорили	5	5
57	в своей	4	5
58	с точки	2	5
59	в эту	4	5
60	с другой	4	4
61	и во	3	4
62	в жизни	2	4
63	и к	12	4
64	в себе	5	4
65	том что	3	4
66	но все	4	4
67	благодаря этому	2	4
68	в этих	2	4
69	этот процесс	2	4
70	в форме	3	4
71	а в	7	4
72	лишь в	7	4
73	характер и	2	4
74	тем что	4	4
75	там где	7	4
76	с ним	7	4
77	но в	19	4
78	всех этих	2	3
79	в одном	6	3
80	его целом	2	3
81	что он	24	3
82	в ее	3	3
83	в том	5	3
84	да и	5	3
85	а затем	2	3
86	во всем	4	3
87	но именно	2	3
88	было бы	3	3
89	из них	3	3
90	в самом	6	3
91	наконец в	4	3
92	даже в	5	3
93	и со	3	3
94	раз в	2	3
95	с ее	3	3
96	мы видели	2	3
97	ни в	2	3
98	связан с	2	3
99	но эти	2	3
100	другой стороны	3	3
101	и все	15	3
102	и вот	4	3
103	только с	3	3
104	к нему	13	3
105	можно было	2	3
106	так в	2	3
107	их в	2	3
108	и вообще	2	3
109	о том	2	3
110	и это	5	3
111	в плане	6	3
112	мире и	2	3
113	в виду	3	3
114	под влиянием	3	2
115	диалога в	2	2
116	сознания и	4	2
117	что в	6	2
118	за пределы	3	2
119	понятно что	2	2
120	та же	4	2
121	даже и	3	2
122	это в	2	2
123	в отношении	9	2
124	и своего	3	2
125	без всякого	2	2
126	это и	3	2
127	в дальнейшем	2	2
128	но это	6	2
129	что они	6	2
130	и без	4	2
131	ничего не	3	2
132	до конца	4	2
133	в пределах	11	2
134	еще не	7	2
135	со всеми	3	2
136	в произведениях	2	2
137	у него	4	2
138	хотя и	2	2
139	в ней	2	2
140	к ней	2	2
141	в него	3	2
142	еще в	4	2
143	себе и	7	2
144	в мире	4	2
145	вполне понятно	2	2
146	вместе с	2	2
147	на самом	9	2
148	и даже	5	2
149	и прежде	4	2
150	так же	7	2
151	особенно в	2	2
152	жизнь и	2	2
153	тому как	2	2
154	во всяком	4	2
155	одной из	2	2
156	он дает	2	2
157	нуждается в	3	2
158	подобно тому	2	2
159	на его	4	2
160	как к	5	2
161	в другом	12	2
162	мы должны	3	2
163	и т.д	3	2
164	в конце	5	2
165	в произведении	2	2
166	он как	4	2
167	всяком случае	4	2
168	мы можем	2	2
