N	2gram	Bakhtin_Pr_2	Analitik
1	не только	11	22
2	и в	43	18
3	как и	14	14
4	так и	3	14
5	в этом	13	14
6	но и	14	13
7	и его	8	13
8	том что	2	12
9	и не	29	12
10	при этом	6	11
11	а в	5	10
12	как бы	22	10
13	то есть	4	10
14	может быть	23	9
15	что в	4	9
16	а не	7	9
17	в том	6	9
18	с его	4	8
19	в первой	2	8
20	и даже	3	8
21	с другой	4	7
22	но не	5	7
23	в его	10	7
24	отношению к	5	7
25	как раз	4	7
26	по отношению	5	7
27	к тому	4	6
28	не в	11	6
29	для него	8	6
30	еще не	9	6
31	он не	9	6
32	в их	3	6
33	о том	5	6
34	никогда не	9	5
35	в конце	2	5
36	прежде всего	10	5
37	или иной	3	5
38	того же	3	5
39	как нам	2	5
40	в самом	7	5
41	что и	3	5
42	другой стороны	3	5
43	в сущности	9	5
44	лишь в	8	5
45	уже не	3	5
46	той же	3	5
47	в слове	5	5
48	в результате	4	5
49	между тем	3	5
50	не менее	3	4
51	перед нами	7	4
52	в своем	4	4
53	в одном	12	4
54	по себе	11	4
55	что он	13	4
56	и к	3	4
57	и как	2	4
58	себя в	3	4
59	в пределах	16	4
60	и сам	7	4
61	не есть	2	4
62	все же	3	4
63	приводит к	6	4
64	таким образом	5	4
65	и на	10	4
66	далеко не	4	4
67	героя и	5	4
68	уже в	2	3
69	в каждом	11	3
70	и без	2	3
71	из этих	2	3
72	тому же	3	3
73	было бы	5	3
74	же время	5	3
75	указывает на	2	3
76	с их	2	3
77	той или	3	3
78	лишь на	2	3
79	в целом	2	3
80	как в	2	3
81	все это	5	3
82	то же	8	3
83	что не	2	3
84	мы не	4	3
85	ничего не	3	3
86	с этим	2	3
87	точки зрения	13	3
88	он и	3	3
89	во всем	3	3
90	в то	7	3
91	его в	3	3
92	ко второму	2	3
93	в произведении	4	3
94	здесь не	6	3
95	я и	2	3
96	сама по	4	2
97	бы и	2	2
98	к третьему	2	2
99	могут быть	3	2
100	все эти	5	2
101	в них	4	2
102	а вот	2	2
103	это не	3	2
104	не как	6	2
105	о себе	7	2
106	в жизни	3	2
107	себе самому	4	2
108	в нем	12	2
109	и ее	3	2
110	на два	3	2
111	тем не	2	2
112	да и	5	2
113	который не	2	2
114	в романе	3	2
115	с самим	8	2
116	одна из	2	2
117	по своему	2	2
118	в глаза	2	2
119	в большинстве	9	2
120	со всеми	3	2
121	совершенно не	4	2
122	например в	2	2
123	хотя и	5	2
124	об этом	2	2
125	даже в	3	2
126	нам кажется	5	2
127	в точке	2	2
128	то что	7	2
129	в первом	2	2
130	когда он	3	2
131	во всех	4	2
132	в форме	2	2
133	не может	18	2
134	в отличие	4	2
135	входит в	2	2
136	отношения к	2	2
137	в себя	3	2
138	в той	5	2
139	самом деле	5	2
140	с точки	8	2
141	и он	5	2
142	и для	3	2
143	сказать что	2	2
144	во всяком	2	2
145	мы можем	2	2
146	тем что	3	2
147	на себя	2	2
148	на меня	2	2
149	в себе	5	2
150	и здесь	3	2
151	только в	4	2
152	этого слова	2	2
153	и все	6	2
154	дело в	2	2
155	так сказать	6	2
156	там где	4	2
157	отличие от	4	2
158	но в	10	2
159	и следует	2	2
160	о своей	3	2
161	произведения как	2	2
