N	2gram	Voloshinov_2	Istorich
1	и в	19	26
2	так же	5	18
3	то что	4	16
4	не только	13	15
5	что в	2	14
6	может быть	28	14
7	но и	10	12
8	связь с	4	12
9	и пр	25	11
10	что он	4	10
11	так и	10	10
12	таким образом	14	10
13	и его	16	10
14	что и	3	9
15	все же	5	9
16	и не	19	9
17	его в	7	9
18	так как	3	9
19	мы знаем	2	8
20	то же	16	8
21	а в	3	8
22	в этих	3	7
23	как и	9	7
24	в качестве	3	7
25	он не	3	7
26	в этом	15	7
27	что они	2	6
28	еще не	3	6
29	мы видели	4	6
30	вместе с	2	6
31	не может	18	6
32	а не	9	6
33	к нему	5	6
34	и то	3	6
35	мы можем	6	6
36	могут быть	3	6
37	к которым	3	5
38	у него	2	5
39	и как	6	5
40	это не	4	5
41	к этому	5	5
42	но не	2	5
43	ничего не	4	5
44	в его	5	5
45	и у	2	5
46	мы уже	6	5
47	до сих	3	5
48	сих пор	3	5
49	как мы	15	5
50	не в	10	5
51	с ними	4	5
52	и с	2	5
53	тем что	2	5
54	и здесь	5	5
55	в другом	3	5
56	но в	7	5
57	с другой	3	4
58	вовсе не	11	4
59	вопрос о	2	4
60	в тех	2	4
61	в своей	3	4
62	и даже	2	4
63	о том	3	4
64	только что	3	3
65	перед нами	3	3
66	и более	7	3
67	в одной	2	3
68	в том	7	3
69	том что	10	3
70	его к	2	3
71	при этом	9	3
72	от своего	2	3
73	мы увидим	2	3
74	относится к	3	3
75	как бы	19	3
76	все эти	3	3
77	и он	2	3
78	на то	4	3
79	не на	2	3
80	или же	2	3
81	между ними	2	3
82	не имеет	3	3
83	или в	2	3
84	в данном	5	3
85	связи с	13	3
86	только в	8	3
87	там где	2	3
88	иное как	2	3
89	о чем	2	3
90	связана с	2	2
91	уже в	2	2
92	должна быть	4	2
93	никогда не	7	2
94	смысле этого	4	2
95	его и	3	2
96	это же	2	2
97	в своем	2	2
98	формы и	2	2
99	с этим	3	2
100	и все	6	2
101	иногда и	3	2
102	а как	4	2
103	по себе	3	2
104	и тем	4	2
105	с помощью	6	2
106	ни в	6	2
107	в истории	3	2
108	одна из	7	2
109	от него	2	2
110	было бы	4	2
111	если бы	11	2
112	конечно не	4	2
113	у нас	3	2
114	но для	2	2
115	хотя бы	6	2
116	в нем	11	2
117	не есть	3	2
118	себя в	2	2
119	не к	3	2
120	другими словами	2	2
121	в форме	5	2
122	и их	4	2
123	что это	2	2
124	в языке	7	2
125	в связи	7	2
126	на языке	2	2
127	здесь мы	3	2
128	лишь в	14	2
129	мы здесь	2	2
130	того что	4	2
131	только с	2	2
132	и на	5	2
133	сказать что	4	2
134	в виде	2	2
135	даже и	2	2
136	в себе	4	2
137	же самое	6	2
138	в этой	3	2
139	этого слова	5	2
140	в особенности	2	2
141	то мы	2	2
