N	2gram	Voloshinov_1	Marksizm
1	может быть	13	28
2	и пр	9	25
3	и в	15	19
4	как бы	11	19
5	и не	16	19
6	не может	13	18
7	в процессе	4	18
8	точки зрения	13	17
9	то же	7	16
10	и его	15	16
11	как мы	10	15
12	в этом	13	15
13	таким образом	21	14
14	так сказать	3	14
15	не только	5	13
16	с точки	10	13
17	в нем	4	11
18	если бы	3	11
19	вовсе не	2	11
20	не в	4	10
21	но и	4	10
22	том что	5	10
23	так и	10	10
24	и т.п	2	10
25	для него	5	9
26	при этом	7	9
27	в основе	3	9
28	как и	6	9
29	это –	9	9
30	на почве	2	9
31	самом деле	7	9
32	а не	2	9
33	отнюдь не	2	8
34	же время	5	8
35	не является	3	8
36	по отношению	11	8
37	в то	6	8
38	с его	8	8
39	отношению к	9	8
40	только в	6	8
41	никогда не	7	7
42	в том	4	7
43	его в	8	7
44	но в	9	7
45	прежде всего	11	7
46	одна из	3	7
47	внутренней речи	3	7
48	на самом	2	7
49	и для	2	7
50	в таком	3	7
51	к тому	4	6
52	ни в	6	6
53	в свою	2	6
54	того чтобы	2	6
55	в самом	6	6
56	с помощью	9	6
57	и все	4	6
58	речи мы	2	6
59	между тем	2	6
60	более того	2	6
61	мы уже	5	6
62	во всех	8	6
63	слова и	2	6
64	быть и	2	6
65	если мы	5	6
66	– не	7	6
67	хотя бы	7	6
68	мы можем	12	6
69	самого начала	5	5
70	– как	2	5
71	в большинстве	4	5
72	смысле слова	2	5
73	к нему	7	5
74	на этой	2	5
75	и на	3	5
76	большинстве случаев	5	5
77	к этому	7	5
78	– и	5	5
79	совершенно не	2	5
80	в его	9	5
81	все же	5	5
82	с самого	7	5
83	в данном	3	5
84	выражение в	2	5
85	в душе	13	4
86	тому что	3	4
87	в отношении	2	4
88	это не	2	4
89	все те	4	4
90	то что	10	4
91	мы видели	5	4
92	значение в	3	4
93	ведь если	2	4
94	того что	2	4
95	с ними	4	4
96	сказать что	6	4
97	бы в	2	4
98	как раз	2	4
99	– в	13	4
100	что он	8	4
101	было бы	6	4
102	конечно не	3	4
103	в основном	2	4
104	– лишь	2	4
105	– это	15	4
106	связь с	4	4
107	только на	2	4
108	и ее	3	4
109	в себе	4	4
110	ничего не	2	4
111	не существует	3	3
112	учение о	2	3
113	в этих	2	3
114	высшей степени	2	3
115	в этой	5	3
116	– с	3	3
117	в ней	5	3
118	за пределы	2	3
119	со всею	3	3
120	его и	2	3
121	в каком	3	3
122	а в	6	3
123	с этим	6	3
124	что оно	2	3
125	все эти	9	3
126	должно быть	2	3
127	чем же	5	3
128	не было	4	3
129	в истории	3	3
130	в высшей	2	3
131	так как	9	3
132	подхода к	2	3
133	оно может	3	3
134	таком случае	2	3
135	сознания и	5	3
136	по себе	2	3
137	конечно в	2	3
138	социальной среды	3	3
139	в различных	2	3
140	в ее	4	3
141	у нас	3	3
142	в качестве	2	3
143	до сих	3	3
144	еще не	7	3
145	бы он	3	3
146	он не	4	3
147	и до	3	3
148	что и	2	3
149	в своей	9	3
150	мысли и	4	3
151	той же	2	3
152	с другими	5	3
153	и то	2	3
154	во всяком	4	3
155	могут быть	6	3
156	сих пор	3	3
157	все основные	4	2
158	все время	4	2
159	что в	6	2
160	– к	3	2
161	что это	3	2
162	в нашем	3	2
163	точку зрения	4	2
164	формы и	2	2
165	в одной	2	2
166	на все	2	2
167	не знает	3	2
168	в собственном	2	2
169	мы знаем	7	2
170	он был	3	2
171	узком смысле	2	2
172	следовательно и	2	2
173	теперь мы	4	2
174	которой мы	3	2
175	– в.в	2	2
176	ведь все	2	2
177	в узком	2	2
178	в следующей	5	2
179	до конца	5	2
180	из важнейших	2	2
181	и у	6	2
182	одним из	3	2
183	или может	2	2
184	всяком случае	3	2
185	в зависимости	2	2
186	каждого человека	2	2
187	другими словами	3	2
188	жизни и	5	2
189	в своем	2	2
190	отношения к	2	2
191	именно в	3	2
192	они не	2	2
193	следующей главе	3	2
194	и даже	2	2
195	можем сказать	2	2
196	как на	3	2
197	рядом с	2	2
198	конечно и	3	2
199	переживание –	2	2
200	не следует	2	2
201	нам важно	3	2
202	в более	3	2
203	и с	7	2
204	он и	2	2
205	все то	2	2
206	или как	3	2
207	однако и	2	2
208	у него	3	2
209	уже знаем	3	2
210	в жизни	5	2
211	– говорит	2	2
212	зависимости от	2	2
213	но не	5	2
214	мы увидим	4	2
215	и о	3	2
216	и потому	8	2
217	должен быть	2	2
218	себя в	2	2
219	приводит к	2	2
220	и прежде	5	2
221	– так	2	2
222	еще более	2	2
223	сводится к	3	2
224	должны быть	3	2
225	между ними	2	2
226	мы не	4	2
227	себя с	3	2
228	на протяжении	5	2
229	может стать	3	2
230	все его	2	2
231	далеко не	4	2
232	ответ на	2	2
233	из него	2	2
234	и являются	2	2
235	вместе с	4	2
