N	2gram	Vygotskiy__6	Problema
1	и в	28	44
2	и не	11	35
3	может быть	13	28
4	потому что	22	25
5	по себе	3	25
6	то что	28	23
7	в том	28	21
8	только в	18	19
9	а не	3	18
10	в этом	27	17
11	для нас	2	16
12	сказать что	13	16
13	если мы	2	16
14	когда мы	6	15
15	не только	16	14
16	и то	4	14
17	не в	4	13
18	то же	7	13
19	так что	6	12
20	но в	5	12
21	том что	19	12
22	не менее	2	10
23	но и	10	10
24	у нас	2	10
25	как и	6	10
26	так и	6	10
27	это не	5	9
28	и от	2	9
29	и тем	5	9
30	в нем	7	9
31	не имеет	6	9
32	что всякий	2	9
33	же самое	6	9
34	как бы	11	9
35	так как	10	9
36	что он	18	9
37	в то	6	9
38	в его	3	9
39	что и	4	9
40	в данном	2	9
41	таким образом	18	9
42	что в	17	8
43	того что	24	8
44	что мы	11	8
45	но это	2	8
46	было бы	9	8
47	он не	7	8
48	как раз	6	8
49	как мы	10	8
50	в себе	4	8
51	связи с	3	8
52	и вообще	2	8
53	с другой	2	7
54	не может	19	7
55	в связи	2	7
56	все эти	2	7
57	и что	6	7
58	мы должны	3	7
59	с ним	2	7
60	это и	3	7
61	мы не	6	7
62	никогда не	8	6
63	для этого	2	6
64	можно сказать	6	6
65	но если	4	6
66	в целом	3	6
67	и только	3	6
68	но только	2	6
69	ясно что	4	6
70	и к	6	6
71	все же	2	6
72	мы можем	9	6
73	в нашем	4	5
74	в конце	2	5
75	а только	2	5
76	определенного рода	2	5
77	что они	2	5
78	с тем	5	5
79	хотя и	3	5
80	другой стороны	2	5
81	все это	2	5
82	в своем	7	5
83	а в	2	5
84	точки зрения	13	5
85	и здесь	3	5
86	этом случае	2	5
87	еще не	8	5
88	с ней	3	5
89	в своей	2	5
90	как в	3	5
91	так же	15	5
92	только на	2	5
93	тем самым	8	5
94	и его	3	5
95	этого слова	2	5
96	которое мы	2	5
97	он сам	2	4
98	тому что	11	4
99	мы могли	12	4
100	при этом	3	4
101	время как	5	4
102	отличается от	3	4
103	языка и	5	4
104	заключается в	7	4
105	и является	2	4
106	но как	3	4
107	могли бы	9	4
108	раз и	2	4
109	то время	6	4
110	мы уже	2	4
111	на этот	4	4
112	в чем	6	4
113	можно было	7	4
114	нас в	2	4
115	тем что	8	4
116	мы говорим	2	4
117	как только	2	3
118	же как	6	3
119	и другие	2	3
120	что у	2	3
121	в любом	2	3
122	именно потому	2	3
123	прежде всего	2	3
124	на то	4	3
125	к тому	10	3
126	и как	6	3
127	это есть	3	3
128	в этой	5	3
129	для него	6	3
130	в самом	8	3
131	в первую	3	3
132	отношения к	3	3
133	с этой	2	3
134	в которых	2	3
135	его в	6	3
136	том смысле	2	3
137	а это	3	3
138	если бы	7	3
139	с понятием	2	3
140	смысле что	2	3
141	то в	5	3
142	но не	10	3
143	в качестве	4	3
144	первую очередь	3	3
145	она не	2	3
146	из этого	2	3
147	и все	5	3
148	мы начинаем	2	3
149	из того	5	3
150	в той	4	3
151	самом деле	2	3
152	структуры и	2	3
153	что такое	3	3
154	с другими	2	3
155	этот вопрос	3	3
156	как оно	3	3
157	есть в	3	3
158	что их	3	2
159	сейчас мы	3	2
160	по типу	2	2
161	именно в	4	2
162	в частности	4	2
163	в этих	2	2
164	в отношении	10	2
165	того же	7	2
166	само собой	2	2
167	что все	5	2
168	заключается только	2	2
169	до сих	3	2
170	является не	2	2
171	но что	4	2
172	в нашей	3	2
173	нас к	4	2
174	и следовательно	4	2
175	в котором	2	2
176	развитии и	3	2
177	из них	2	2
178	от того	10	2
179	в их	3	2
180	во внимание	2	2
181	что оно	7	2
182	возможны только	4	2
183	и по	3	2
184	друг друга	4	2
185	как на	3	2
186	в основе	3	2
187	к другой	6	2
188	с этим	4	2
189	к понятию	4	2
190	только то	3	2
191	бы в	3	2
192	как это	3	2
193	мы имеем	4	2
194	в наших	4	2
195	том как	2	2
196	и более	2	2
197	нашего исследования	5	2
198	и там	2	2
199	это в	2	2
200	были бы	2	2
201	на котором	2	2
202	но когда	2	2
203	в понятии	4	2
204	по существу	2	2
205	мы видели	8	2
206	от него	2	2
207	по своему	2	2
208	чем он	2	2
209	что при	4	2
210	и своего	2	2
211	не являются	2	2
212	во всех	4	2
213	только к	3	2
214	по сравнению	15	2
215	когда он	2	2
216	в процессе	9	2
217	вместе с	7	2
218	сих пор	3	2
219	только что	2	2
220	только тогда	4	2
221	нами в	2	2
222	с точки	10	2
223	у них	2	2
224	мы и	4	2
225	но с	2	2
226	могут быть	5	2
227	в другом	2	2
228	сравнению с	14	2
229	в которой	7	2
