N	2gram	Propp_Isto_2	Myslijsy
1	потому что	9	49
2	для нас	4	31
3	и в	15	24
4	может быть	17	23
5	то что	12	20
6	и не	11	19
7	а не	5	18
8	в том	6	18
9	что в	12	16
10	не только	18	15
11	при этом	4	13
12	было бы	5	13
13	не в	7	13
14	но не	2	12
15	не может	5	12
16	то же	10	12
17	мы можем	8	12
18	что мы	3	11
19	что и	6	11
20	вместе с	7	11
21	мы не	3	11
22	только в	6	11
23	таким образом	7	11
24	в себе	4	10
25	так что	6	10
26	как в	5	10
27	так как	14	10
28	точно так	6	9
29	в нем	7	9
30	как бы	6	9
31	но и	14	9
32	а в	12	8
33	том что	7	8
34	и на	4	8
35	в этом	11	8
36	могут быть	2	8
37	прежде всего	5	7
38	во всех	2	7
39	как и	2	7
40	того что	3	7
41	тем что	4	7
42	с этим	5	7
43	того как	4	7
44	в состоянии	3	6
45	связи с	8	6
46	с другой	2	6
47	в одном	5	6
48	и т	19	6
49	не было	2	6
50	и только	2	6
51	заметить что	2	6
52	слова в	2	5
53	уже в	2	5
54	по мере	3	5
55	что они	10	5
56	на то	3	5
57	о том	3	5
58	и их	2	5
59	так и	5	5
60	с другими	2	5
61	из них	2	5
62	все же	9	5
63	в которой	2	5
64	во время	2	4
65	в животных	7	4
66	главным образом	2	4
67	никогда не	15	4
68	из этих	3	4
69	и вместе	2	4
70	что он	24	4
71	мере того	2	4
72	такой же	2	4
73	одна из	2	4
74	до сих	6	4
75	еще не	9	4
76	и если	2	4
77	между прочим	3	4
78	в нее	2	4
79	в котором	5	4
80	в некоторых	2	4
81	сих пор	7	4
82	так в	3	4
83	с одной	4	4
84	и что	6	4
85	тем самым	2	4
86	тому как	3	4
87	подобно тому	3	4
88	они не	4	4
89	как он	3	4
90	так сказать	2	4
91	с тем	9	4
92	в других	3	4
93	но в	6	4
94	на вопрос	2	3
95	что это	6	3
96	смысле этого	2	3
97	это не	2	3
98	то это	6	3
99	одной стороны	3	3
100	и может	2	3
101	но это	4	3
102	мы в	2	3
103	например в	2	3
104	мог бы	3	3
105	не совсем	3	3
106	в ней	4	3
107	его в	10	3
108	на него	5	3
109	что она	5	3
110	находится в	2	3
111	т д	18	3
112	человека в	2	3
113	и для	2	3
114	его не	2	3
115	той же	2	3
116	с ними	2	3
117	и то	2	3
118	одно из	2	3
119	могла бы	2	3
120	в этих	11	3
121	то не	2	3
122	в эту	2	3
123	этого не	5	2
124	самого начала	2	2
125	всех этих	3	2
126	и есть	5	2
127	а то	2	2
128	и его	3	2
129	что у	2	2
130	превращается в	2	2
131	но он	4	2
132	хотя бы	2	2
133	не столько	2	2
134	и это	3	2
135	в жизни	2	2
136	состоит в	2	2
137	вопрос о	4	2
138	зависит от	2	2
139	после того	3	2
140	мы знаем	11	2
141	но все	5	2
142	все эти	4	2
143	так же	13	2
144	на другой	2	2
145	у него	4	2
146	некоторых случаях	2	2
147	в нашей	2	2
148	некоторое время	2	2
149	его уже	2	2
150	к таким	2	2
151	к ней	2	2
152	но если	3	2
153	его на	2	2
154	в его	6	2
155	себя и	2	2
156	если это	3	2
157	не все	2	2
158	один из	8	2
159	все это	3	2
160	другой стороны	2	2
161	в связи	5	2
162	только после	4	2
163	а с	2	2
164	и они	4	2
165	на самом	2	2
166	в себя	3	2
167	на звук	2	2
168	самом деле	2	2
169	с самого	2	2
170	того чтобы	2	2
171	без участия	2	2
172	мы видим	8	2
173	и по	2	2
174	как это	3	2
175	также что	2	2
176	или в	2	2
177	по отношению	3	2
178	и здесь	9	2
179	их в	2	2
180	сказать что	2	2
181	то мы	2	2
182	в другом	9	2
183	мы должны	4	2
184	к которому	5	2
185	когда мы	2	2
