N	2gram	Tiupa_Anal_3	Mirosoze
1	и в	18	46
2	в нем	2	22
3	может быть	9	21
4	в этом	14	20
5	никогда не	5	18
6	для него	6	18
7	и не	12	18
8	не только	22	18
9	но и	13	15
10	не может	2	15
11	как и	14	13
12	не есть	4	13
13	а не	9	13
14	прежде всего	5	12
15	не было	3	11
16	в ней	2	11
17	и он	2	11
18	но в	2	10
19	он не	6	10
20	в себе	2	10
21	не в	6	9
22	как бы	10	8
23	в своем	4	8
24	в мире	5	7
25	в этой	6	7
26	что он	4	7
27	и к	4	7
28	и потому	2	7
29	как в	3	7
30	и для	2	7
31	любви к	2	7
32	и здесь	2	6
33	в русской	7	6
34	то же	3	5
35	бы и	2	5
36	и вот	2	5
37	в самом	5	5
38	один из	2	5
39	что она	2	5
40	те же	2	5
41	это не	2	5
42	в конце	5	5
43	и все	2	5
44	есть не	2	5
45	во всем	3	5
46	к тому	6	5
47	по преимуществу	2	5
48	то что	2	5
49	и его	13	5
50	в его	7	5
51	что в	9	4
52	с его	8	4
53	в жизни	2	4
54	в свою	5	4
55	том что	12	4
56	что и	5	4
57	себя в	4	4
58	так и	14	4
59	уже не	5	4
60	жизнь и	3	4
61	вопроса о	2	4
62	и от	2	3
63	в каждом	3	3
64	в том	9	3
65	с самим	2	3
66	что они	3	3
67	и самого	6	3
68	не для	2	3
69	не мог	2	3
70	и на	4	3
71	сказать что	2	3
72	по своей	2	3
73	о том	6	3
74	его в	3	3
75	в них	2	3
76	это и	2	3
77	не будет	3	3
78	в глубине	2	3
79	той же	5	3
80	тем что	2	3
81	только в	2	3
82	уже в	3	2
83	не всегда	3	2
84	или иной	5	2
85	я и	3	2
86	да и	2	2
87	на его	2	2
88	такого рода	5	2
89	и той	2	2
90	хотя и	2	2
91	этом он	2	2
92	по отношению	7	2
93	как к	2	2
94	отношения к	2	2
95	лишь в	5	2
96	его не	3	2
97	а в	10	2
98	от своей	2	2
99	личности и	2	2
100	точки зрения	3	2
101	не случайно	8	2
102	между тем	5	2
103	а для	2	2
104	были бы	3	2
105	личности в	3	2
106	по себе	4	2
107	то в	2	2
108	мысль о	3	2
109	не от	2	2
110	в сущности	5	2
111	во всех	2	2
112	отношению к	7	2
113	принадлежит к	4	2
114	вместе с	2	2
115	но с	2	2
116	одной и	2	2
117	более чем	2	2
118	что не	3	2
119	тому как	2	2
120	подобно тому	3	2
121	от его	2	2
122	ничего не	3	2
