N	2gram	Potebnia_M_4	Analitik
1	может быть	26	29
2	в том	23	27
3	не может	11	22
4	и не	18	21
5	и в	23	18
6	а не	12	17
7	но и	11	17
8	не только	10	15
9	тогда как	4	14
10	не в	11	14
11	как и	14	13
12	в его	5	13
13	в этом	23	13
14	том что	12	12
15	при этом	15	12
16	состоит в	2	11
17	в себе	14	11
18	то есть	34	11
19	то же	14	9
20	а в	5	9
21	в то	4	9
22	в мире	2	8
23	есть не	4	8
24	не есть	9	8
25	в той	4	8
26	но в	8	8
27	к тому	3	7
28	этого слова	7	7
29	тем самым	4	7
30	это не	7	6
31	же время	3	6
32	в самом	3	6
33	в сущности	2	6
34	то что	29	6
35	по отношению	10	6
36	точки зрения	4	6
37	только в	15	6
38	мы имеем	4	6
39	и как	2	5
40	что в	17	5
41	как бы	5	5
42	отношению к	8	5
43	художественное произведение	2	5
44	и состоит	3	5
45	лишь в	3	5
46	и его	2	5
47	между тем	9	5
48	и на	3	5
49	что иное	2	5
50	о том	8	5
51	иное как	2	5
52	на вопрос	4	4
53	того что	14	4
54	и более	4	4
55	могут быть	7	4
56	столь же	2	4
57	с другой	2	4
58	не всегда	3	4
59	по себе	11	4
60	не что	2	4
61	имеем дело	2	4
62	для того	6	4
63	в области	2	4
64	не с	2	4
65	вместе с	6	4
66	так и	6	4
67	именно в	3	4
68	уже не	3	4
69	более чем	3	4
70	из которых	2	4
71	с точки	3	4
72	с другими	4	4
73	не следует	2	4
74	с ним	5	4
75	не могут	2	3
76	и есть	3	3
77	в нашем	2	3
78	хотя бы	4	3
79	и все	4	3
80	в нем	7	3
81	и к	6	3
82	что он	4	3
83	и т	7	3
84	в силу	7	3
85	еще не	3	3
86	что не	6	3
87	никто не	2	3
88	он не	2	3
89	в котором	4	3
90	даже в	2	3
91	дело не	2	3
92	что и	7	3
93	не будет	3	3
94	а именно	4	3
95	таким образом	24	3
96	того чтобы	4	3
97	к нему	5	3
98	что как	4	3
99	в таком	4	3
100	ведет к	3	3
101	тому как	2	3
102	подобно тому	2	3
103	т п	4	3
104	я в	2	3
105	что мы	10	3
106	быть не	2	3
107	если бы	13	3
108	таком случае	2	3
109	только для	2	2
110	может иметь	2	2
111	быть может	4	2
112	и то	5	2
113	только не	3	2
114	никогда не	3	2
115	все эти	3	2
116	из этих	2	2
117	тогда когда	8	2
118	вовсе не	7	2
119	том и	2	2
120	вопрос о	2	2
121	его к	2	2
122	а как	2	2
123	бы ни	2	2
124	можно сказать	4	2
125	в искусстве	3	2
126	то в	3	2
127	и потому	10	2
128	должно быть	5	2
129	отношение к	2	2
130	для него	5	2
131	было бы	8	2
132	мысль о	6	2
133	себе в	3	2
134	на его	3	2
135	и та	4	2
136	душевной жизни	3	2
137	не могу	2	2
138	и о	4	2
139	в ряду	6	2
140	язык есть	7	2
141	сами по	2	2
142	один из	2	2
143	в процессе	3	2
144	и до	3	2
145	данном случае	2	2
146	со стороны	3	2
147	что же	5	2
148	бы не	3	2
149	той же	3	2
150	в двух	2	2
151	на самом	3	2
152	самом деле	3	2
153	и по	3	2
154	как мы	2	2
155	то он	2	2
156	тем более	5	2
157	из виду	2	2
158	в данном	4	2
159	же самое	4	2
160	могли бы	4	2
161	при помощи	3	2
162	в первом	3	2
163	нет ничего	3	2
164	так как	14	2
165	думать что	4	2
166	потому что	33	2
167	в которой	6	2
168	в сознании	4	2
169	и с	4	2
