N	2gram	Tiupa_Disk_2	Myshleni
1	точки зрения	4	26
2	в том	8	24
3	и в	16	23
4	том что	10	21
5	в целом	2	20
6	с точки	2	18
7	то что	5	17
8	в этом	16	17
9	не только	10	16
10	что в	5	14
11	может быть	16	14
12	но и	11	14
13	как и	16	14
14	в его	3	14
15	речи в	2	14
16	не может	9	12
17	как бы	4	11
18	представляет собой	11	11
19	с другой	5	10
20	прежде всего	7	10
21	в качестве	16	9
22	одной стороны	4	9
23	не является	4	9
24	другой стороны	2	9
25	и не	15	9
26	между тем	2	9
27	и с	2	9
28	вместе с	2	9
29	внутренней речи	3	9
30	в ходе	2	8
31	с одной	4	8
32	и на	5	8
33	в основе	4	8
34	то же	6	8
35	как уже	2	7
36	в этой	4	7
37	по отношению	4	7
38	в то	5	7
39	что он	2	7
40	отношению к	4	7
41	и ее	3	7
42	в другом	3	7
43	столь же	3	6
44	же как	2	6
45	все это	2	6
46	именно в	2	6
47	потому что	4	6
48	о том	4	6
49	и его	3	6
50	в себе	19	6
51	только в	3	6
52	перед нами	3	5
53	можно сказать	3	5
54	и как	3	5
55	в своих	6	5
56	и все	3	5
57	но в	11	5
58	по своей	6	5
59	он не	3	5
60	так и	9	5
61	тем самым	6	5
62	но не	7	4
63	не в	3	4
64	при этом	17	4
65	в котором	3	4
66	все эти	3	4
67	не столько	3	4
68	этом отношении	4	4
69	в результате	2	4
70	их в	2	4
71	с его	6	4
72	в одном	4	4
73	к этому	4	4
74	для себя	2	4
75	в своей	6	4
76	как в	8	4
77	приводит к	3	4
78	а с	5	4
79	ни в	7	4
80	как на	3	4
81	в своем	5	3
82	из этих	3	3
83	одного из	4	3
84	общения и	2	3
85	в первую	2	3
86	такой же	2	3
87	первую очередь	2	3
88	с таким	2	3
89	все же	6	3
90	а не	14	3
91	и то	4	3
92	могут быть	3	3
93	и это	2	3
94	в области	2	3
95	в противоположность	5	2
96	в частности	12	2
97	никогда не	2	2
98	же время	5	2
99	для него	5	2
100	о чем	2	2
101	не с	2	2
102	с той	2	2
103	не к	2	2
104	жизни и	3	2
105	данном случае	6	2
106	той же	2	2
107	и наконец	3	2
108	должно быть	2	2
109	а в	2	2
110	что как	2	2
111	одно из	4	2
112	к его	4	2
113	говорить о	2	2
114	в этих	3	2
115	которая в	2	2
116	в них	3	2
117	идет о	2	2
118	переходе от	2	2
119	на первый	2	2
120	одно и	2	2
121	иначе говоря	3	2
122	с ней	2	2
123	на примере	2	2
124	уже не	3	2
125	в данном	7	2
126	можно назвать	4	2
127	из важнейших	2	2
128	дело в	2	2
129	ключом к	2	2
130	который по	2	2
131	одном из	3	2
