N	2gram	Tiupa_Hudo_2	Dialekti
1	т е	2	48
2	и не	18	27
3	а не	14	26
4	точки зрения	2	25
5	и в	28	24
6	и т	4	24
7	не только	11	23
8	т д	2	23
9	не может	4	19
10	ничего не	5	17
11	что все	3	14
12	то что	6	14
13	с точки	2	14
14	может быть	8	13
15	что он	8	13
16	вовсе не	2	13
17	что это	5	12
18	есть и	3	12
19	не менее	5	11
20	что же	2	11
21	тем не	4	10
22	отнюдь не	2	10
23	только не	2	10
24	но и	9	9
25	что она	7	9
26	нет ничего	2	9
27	прежде всего	3	8
28	том что	19	8
29	в этом	13	8
30	в виде	2	8
31	что в	5	7
32	никогда не	5	7
33	в самом	5	7
34	потому что	2	7
35	как и	11	7
36	только на	5	7
37	как раз	4	7
38	я не	7	6
39	все это	3	6
40	и только	2	6
41	и с	6	6
42	о том	12	6
43	если бы	6	6
44	превращается в	4	6
45	и все	7	6
46	об этом	7	6
47	оно не	2	6
48	что и	4	6
49	то же	6	6
50	самом деле	3	6
51	как же	2	5
52	в том	15	5
53	жизни и	6	5
54	и его	5	5
55	как на	2	5
56	одно из	5	5
57	в то	6	5
58	как это	7	5
59	в них	3	5
60	и к	2	5
61	было бы	3	5
62	он не	4	5
63	так и	8	5
64	и тогда	2	5
65	и сама	4	5
66	уже не	10	5
67	что не	2	5
68	личности и	2	5
69	только в	4	5
70	тому что	4	4
71	с другой	3	4
72	это не	6	4
73	или иной	2	4
74	к тому	7	4
75	как о	3	4
76	хотя бы	2	4
77	так же	3	4
78	сказать что	2	4
79	говорить о	2	4
80	о нем	2	4
81	говорит о	4	4
82	чего не	2	4
83	тому как	4	4
84	и то	2	4
85	подобно тому	4	4
86	и это	3	4
87	для него	5	4
88	перед нами	11	3
89	не было	6	3
90	все же	2	3
91	все время	3	3
92	в своем	5	3
93	и от	2	3
94	была бы	3	3
95	мы знаем	2	3
96	не в	13	3
97	она не	5	3
98	же время	4	3
99	он будет	2	3
100	одной стороны	3	3
101	в основе	2	3
102	в нем	3	3
103	это было	2	3
104	из них	2	3
105	то и	4	3
106	с одной	3	3
107	того или	2	3
108	и на	3	3
109	мы уже	3	3
110	тем что	6	3
111	на себя	3	3
112	одна из	2	3
113	все что	3	3
114	ни о	3	3
115	и о	4	3
116	не будет	2	3
117	как бы	5	3
118	тем самым	2	3
119	для того	4	3
120	к нему	3	3
121	той же	2	3
122	и ее	3	3
123	же как	2	2
124	в частности	7	2
125	что у	3	2
126	из этих	2	2
127	о себе	3	2
128	жизни ведь	2	2
129	для нас	3	2
130	тому же	2	2
131	на этом	2	2
132	еще не	3	2
133	при этом	11	2
134	несмотря на	3	2
135	себя и	2	2
136	и уже	4	2
137	еще и	2	2
138	именно в	2	2
139	а в	6	2
140	же и	2	2
141	в ней	3	2
142	для себя	6	2
143	в первом	2	2
144	но в	2	2
145	я и	6	2
146	а для	2	2
147	с его	5	2
148	у него	5	2
149	как видим	2	2
150	личности в	3	2
151	или иного	2	2
152	то в	4	2
153	но не	4	2
154	от своего	2	2
155	но еще	2	2
156	со стороны	3	2
157	себя в	8	2
158	как мы	2	2
159	и у	2	2
160	и он	3	2
161	и для	2	2
162	или в	3	2
163	в данном	2	2
164	в себе	9	2
165	в его	11	2
