N	2gram	Propp_Isto_1	Dialekti
1	не есть	2	54
2	т е	10	48
3	и не	9	27
4	а не	15	26
5	и в	28	24
6	и т	25	24
7	не только	12	23
8	т д	22	23
9	что такое	2	21
10	по себе	3	20
11	не может	15	19
12	не просто	3	18
13	ничего не	2	17
14	и что	10	15
15	то что	9	14
16	может быть	25	13
17	таким образом	8	13
18	и даже	4	13
19	в мифе	2	13
20	что он	10	13
21	вовсе не	2	13
22	что это	8	12
23	того что	4	12
24	есть только	3	12
25	не менее	6	11
26	что же	3	11
27	тем не	6	10
28	не существует	2	10
29	то это	3	9
30	но и	10	9
31	что она	5	9
32	прежде всего	10	8
33	так что	4	8
34	и как	2	8
35	что мы	7	8
36	том что	7	8
37	в этом	8	8
38	в виде	2	8
39	что в	12	7
40	никогда не	14	7
41	другими словами	4	7
42	в особенности	2	7
43	потому что	4	7
44	ясно что	2	7
45	как и	4	7
46	как раз	2	7
47	я не	3	6
48	должна быть	5	6
49	но если	2	6
50	все это	4	6
51	и только	2	6
52	и с	4	6
53	о том	9	6
54	так как	6	6
55	если бы	8	6
56	превращается в	4	6
57	утверждать что	3	6
58	об этом	4	6
59	что и	6	6
60	даже не	2	6
61	не на	2	6
62	то же	12	6
63	и пр	4	6
64	в том	9	5
65	но это	4	5
66	точка зрения	2	5
67	и его	3	5
68	в то	3	5
69	как это	3	5
70	само по	2	5
71	вопрос о	5	5
72	тогда когда	2	5
73	было бы	7	5
74	он не	2	5
75	так и	9	5
76	и тогда	3	5
77	уже не	3	5
78	что не	2	5
79	мы не	10	5
80	только в	11	5
81	с другой	6	4
82	это не	7	4
83	не могут	2	4
84	то время	3	4
85	к тому	6	4
86	как о	2	4
87	хотя бы	4	4
88	так же	7	4
89	время как	3	4
90	сказать что	5	4
91	на первый	2	4
92	конечно не	2	4
93	о нем	2	4
94	говорит о	2	4
95	для него	2	4
96	перед нами	3	3
97	все же	10	3
98	в своем	5	3
99	и от	2	3
100	была бы	2	3
101	эти две	2	3
102	мы знаем	4	3
103	его как	2	3
104	не в	9	3
105	одной стороны	4	3
106	миф о	2	3
107	в основе	4	3
108	в нем	2	3
109	это было	2	3
110	из них	3	3
111	и миф	2	3
112	то и	2	3
113	как таковая	2	3
114	с одной	4	3
115	все эти	4	3
116	то ясно	2	3
117	должно быть	2	3
118	и на	4	3
119	с этим	4	3
120	во всем	3	3
121	при помощи	2	3
122	ни к	2	3
123	тем что	3	3
124	есть еще	2	3
125	он должен	2	3
126	в силу	5	3
127	на то	4	3
128	зависимости от	2	3
129	одна из	2	3
130	как бы	2	3
131	эти факты	2	3
132	из которых	3	3
133	должны быть	4	3
134	раз и	3	3
135	не знает	5	3
136	и этим	2	3
137	что их	2	2
138	зависит от	2	2
139	же как	2	2
140	что если	2	2
141	в частности	2	2
142	точно так	3	2
143	показывает что	3	2
144	в жертву	2	2
145	не содержит	2	2
146	для нас	13	2
147	на этом	3	2
148	еще не	7	2
149	не можем	3	2
150	при этом	3	2
151	и если	2	2
152	например в	5	2
153	у меня	3	2
154	не вполне	2	2
155	и тем	2	2
156	исходит из	3	2
157	а именно	4	2
158	другой стороны	5	2
159	для этого	3	2
160	еще и	2	2
161	именно в	3	2
162	и вот	2	2
163	они не	4	2
164	и по	3	2
165	а в	7	2
166	что нужно	2	2
167	также и	3	2
168	их в	5	2
169	в ней	7	2
170	и здесь	7	2
171	бы быть	3	2
172	и потому	2	2
173	когда мы	2	2
174	бы в	2	2
175	но в	8	2
176	а для	2	2
177	но они	2	2
178	в зависимости	2	2
179	на котором	3	2
180	в их	3	2
181	их не	2	2
182	и эти	3	2
183	очень мало	2	2
184	по существу	5	2
185	так чтобы	2	2
186	но не	5	2
187	ни один	6	2
188	никто не	2	2
189	и когда	2	2
190	однако не	2	2
191	со стороны	2	2
192	себя в	2	2
193	на них	2	2
194	ее в	5	2
195	так в	4	2
196	как мы	3	2
197	и она	2	2
198	и он	3	2
199	целое и	2	2
200	и для	4	2
201	или в	5	2
202	что этот	2	2
203	нас в	2	2
204	бы то	2	2
205	могут быть	4	2
206	в себе	2	2
207	из этого	2	2
208	в его	5	2
