N	2gram	Tiupa_Teor_1	Psycholo
1	то что	3	44
2	и в	18	33
3	в этом	8	28
4	как бы	5	25
5	и что	3	25
6	потому что	3	24
7	может быть	17	22
8	том что	9	22
9	что в	9	21
10	в том	16	21
11	как это	8	14
12	таким образом	3	13
13	и не	13	13
14	так же	2	13
15	сказать что	3	13
16	то есть	12	13
17	все это	2	13
18	к тому	2	12
19	в самом	4	12
20	если мы	2	12
21	он не	3	11
22	говорит что	2	10
23	что она	2	10
24	не может	4	10
25	в его	6	10
26	если бы	3	10
27	в этой	3	9
28	как раз	2	9
29	то же	7	9
30	в конце	2	8
31	вместе с	2	8
32	в рассказе	2	8
33	как будто	2	8
34	в своем	4	7
35	в нем	4	7
36	не только	16	7
37	перед нами	2	6
38	тому что	2	6
39	это не	2	6
40	в самой	2	6
41	все эти	2	6
42	и вот	3	6
43	но он	3	6
44	точки зрения	9	6
45	а не	9	6
46	всякий раз	2	6
47	в себе	9	6
48	казалось бы	2	5
49	никогда не	4	5
50	в какой	2	5
51	и как	2	5
52	в целом	3	5
53	вовсе не	3	5
54	как и	4	5
55	и его	8	5
56	заключается в	2	5
57	и это	2	5
58	я не	2	4
59	в частности	16	4
60	а в	13	4
61	того что	4	4
62	в порядке	3	4
63	в жизни	2	4
64	об этом	2	4
65	у нас	2	4
66	никто не	2	4
67	и о	4	4
68	себя в	6	4
69	не будет	2	4
70	в своей	6	4
71	ее в	2	4
72	с точки	3	4
73	могла бы	2	4
74	только в	6	4
75	в которой	2	4
76	это было	2	4
77	с одной	2	3
78	что может	2	3
79	в мире	19	3
80	ни в	2	3
81	мы легко	2	3
82	в пределах	5	3
83	одной стороны	2	3
84	вслед за	2	3
85	с ее	3	3
86	но и	9	3
87	материала в	2	3
88	их в	3	3
89	и здесь	2	3
90	в то	6	3
91	его в	2	3
92	в основе	3	3
93	в одном	2	3
94	говорить о	3	3
95	но не	9	3
96	мы в	2	3
97	несет в	2	3
98	что и	2	3
99	так и	10	3
100	как в	5	3
101	слова как	3	3
102	тем самым	4	3
103	и для	2	3
104	далеко не	2	3
105	этого слова	3	3
106	в той	2	3
107	место в	5	2
108	есть как	2	2
109	столь же	2	2
110	с другой	7	2
111	из этих	3	2
112	была бы	3	2
113	прежде всего	2	2
114	для понимания	2	2
115	времени и	2	2
116	же время	5	2
117	при этом	12	2
118	и является	2	2
119	в виду	5	2
120	не является	4	2
121	один из	2	2
122	в их	2	2
123	другой стороны	5	2
124	именно в	3	2
125	о ней	2	2
126	могли бы	2	2
127	не в	7	2
128	в художественном	3	2
129	и потому	2	2
130	мы имеем	7	2
131	но в	9	2
132	с его	5	2
133	только не	2	2
134	в них	2	2
135	и к	3	2
136	в ее	5	2
137	в искусстве	6	2
138	представляет собой	9	2
139	а на	3	2
140	можно сказать	3	2
141	иначе говоря	4	2
142	даже в	3	2
143	не все	3	2
144	на две	3	2
145	как говорит	3	2
146	принадлежит к	3	2
147	со стороны	2	2
148	не на	2	2
149	а с	3	2
150	сводится к	5	2
151	и то	2	2
152	между двумя	3	2
153	и ее	3	2
154	в русской	6	2
155	героя и	5	2
