N	2gram	Losev_Prob_4	Hudozhes
1	и в	20	28
2	том что	12	19
3	в ее	5	18
4	и не	28	18
5	в том	20	15
6	а не	7	14
7	не в	13	13
8	в этом	9	13
9	о том	5	12
10	перед нами	13	11
11	как и	6	11
12	при этом	6	11
13	в его	3	11
14	не только	24	11
15	уже не	5	10
16	но и	14	9
17	в себе	12	9
18	в жизни	3	8
19	что он	8	8
20	может быть	9	8
21	себя в	2	8
22	так и	10	8
23	жизни в	2	7
24	и все	8	7
25	к тому	3	7
26	об этом	6	7
27	в частности	2	7
28	что она	4	7
29	с ним	4	7
30	как это	3	7
31	казалось бы	3	6
32	это не	7	6
33	можно сказать	5	6
34	в котором	2	6
35	то что	15	6
36	жизни и	5	6
37	в своей	4	6
38	человеческой жизни	5	6
39	если бы	8	6
40	то же	7	6
41	не было	3	6
42	а в	4	6
43	и с	7	6
44	тем что	3	6
45	для себя	2	6
46	в то	4	6
47	с его	2	5
48	что это	2	5
49	не менее	10	5
50	в своем	3	5
51	как бы	4	5
52	как в	5	5
53	да и	5	5
54	с ее	2	5
55	в этой	4	5
56	что в	3	5
57	в самом	2	5
58	только на	2	5
59	и его	10	5
60	для него	3	5
61	бы и	3	4
62	тем не	10	4
63	говорит о	2	4
64	то в	2	4
65	но не	5	4
66	что они	2	4
67	в качестве	10	4
68	в художественном	4	4
69	для того	3	4
70	и о	5	4
71	он не	2	4
72	что и	3	4
73	и т	4	4
74	и сама	3	4
75	как раз	4	4
76	то и	5	4
77	не может	5	4
78	человека в	3	4
79	того чтобы	2	4
80	как будто	11	4
81	только в	23	4
82	в других	2	4
83	все время	2	3
84	была бы	2	3
85	в них	5	3
86	столь же	2	3
87	с другой	7	3
88	о себе	3	3
89	в одном	4	3
90	прежде всего	11	3
91	в нем	5	3
92	и ее	4	3
93	для нас	6	3
94	самом деле	3	3
95	как о	3	3
96	еще не	7	3
97	было бы	14	3
98	в это	2	3
99	этого произведения	2	3
100	несмотря на	4	3
101	одной из	4	3
102	ни о	4	3
103	по преимуществу	2	3
104	в ней	7	3
105	в этих	5	3
106	все они	3	3
107	все это	9	3
108	чтобы не	2	3
109	едва ли	10	3
110	и он	2	3
111	так же	5	3
112	или в	5	3
113	можно было	4	3
114	с другими	3	3
115	с ними	2	3
116	и на	3	3
117	же самое	6	3
118	будто бы	2	3
119	и это	2	3
120	к нему	3	3
121	мы читаем	2	2
122	только для	3	2
123	только не	4	2
124	отнюдь не	10	2
125	однако в	2	2
126	именно в	7	2
127	и от	6	2
128	с собой	3	2
129	вовсе не	21	2
130	или иного	3	2
131	или иной	13	2
132	ему в	2	2
133	как мы	3	2
134	о которых	2	2
135	она в	2	2
136	тому же	2	2
137	человеческих отношений	4	2
138	они и	2	2
139	это уже	3	2
140	но именно	2	2
141	со своей	2	2
142	что не	4	2
143	и к	3	2
144	нам представляется	2	2
145	того или	3	2
146	же и	3	2
147	к ней	2	2
148	а также	6	2
149	не является	10	2
150	в нашем	12	2
151	это было	2	2
152	все же	2	2
153	не будет	2	2
154	как же	2	2
155	из них	3	2
156	ни с	4	2
157	вместе с	5	2
158	дело не	3	2
159	данном случае	5	2
160	и тогда	2	2
161	дело с	2	2
162	здесь не	7	2
163	т д	3	2
164	еще и	3	2
165	тем самым	4	2
166	хотя бы	7	2
167	и для	4	2
168	с точки	11	2
169	с такою	2	2
170	в данном	6	2
171	и то	2	2
172	сказать что	7	2
173	потому что	15	2
174	в виде	22	2
175	точки зрения	14	2
176	приходит к	2	2
177	себе в	3	2
178	говорить о	2	2
179	в другом	3	2
180	и только	4	2
181	его в	2	2
182	нет ничего	3	2
183	но в	8	2
184	том как	2	2
