N	2gram	Propp_Russ_2	Problema
1	не только	10	24
2	в виде	4	22
3	в том	22	20
4	и в	29	20
5	все эти	3	16
6	то что	5	15
7	потому что	5	15
8	у нас	4	14
9	было бы	3	14
10	но и	8	14
11	не в	4	13
12	том что	22	12
13	прежде всего	2	11
14	не менее	2	10
15	тем не	2	10
16	в качестве	3	10
17	может быть	13	9
18	все это	10	9
19	в этом	11	9
20	таким образом	6	8
21	и все	4	8
22	но в	5	8
23	с другой	2	7
24	это не	5	7
25	есть в	2	7
26	еще не	6	7
27	мы не	6	7
28	то же	4	7
29	именно в	4	7
30	а не	4	7
31	и с	10	7
32	об этом	2	6
33	и от	3	6
34	так что	4	6
35	а также	4	6
36	для нас	6	6
37	как и	11	6
38	что здесь	3	6
39	при этом	6	6
40	но если	3	6
41	в виду	2	6
42	в таком	4	6
43	в данном	6	6
44	мы имеем	6	6
45	но не	5	5
46	на самом	2	5
47	здесь в	2	5
48	в целях	2	5
49	в ее	3	5
50	и о	3	5
51	вместе с	6	5
52	данном случае	7	5
53	как в	7	5
54	так же	4	5
55	то и	4	5
56	не может	5	5
57	в них	4	5
58	так как	13	5
59	уже не	4	5
60	когда мы	2	5
61	или в	7	5
62	в этих	3	5
63	о том	9	5
64	с тем	6	4
65	или даже	3	4
66	и для	2	4
67	и ее	2	4
68	это и	2	4
69	в этой	3	4
70	кроме того	2	4
71	в своей	2	4
72	что она	3	4
73	как бы	18	4
74	не имеет	3	4
75	и т	5	4
76	же в	6	4
77	во всех	3	4
78	с этим	2	4
79	а в	9	4
80	можно было	2	4
81	жизнь и	2	4
82	в то	2	4
83	как мы	3	3
84	все в	2	3
85	здесь мы	2	3
86	и как	2	3
87	в ряд	2	3
88	связи с	2	3
89	совершенно не	2	3
90	но она	2	3
91	что и	2	3
92	что в	22	3
93	дело не	2	3
94	т д	5	3
95	не было	2	3
96	для того	6	3
97	из которых	2	3
98	к нему	4	3
99	с другими	3	3
100	и на	6	3
101	тем что	3	3
102	из них	4	3
103	как это	4	3
104	из этого	2	3
105	по этому	2	2
106	между собой	2	2
107	для этого	5	2
108	дерева в	2	2
109	а наоборот	3	2
110	так чтобы	2	2
111	то время	2	2
112	не что	2	2
113	для них	2	2
114	же деле	2	2
115	что это	3	2
116	том чтобы	2	2
117	к ней	2	2
118	в котором	3	2
119	этого дерева	2	2
120	все же	2	2
121	вся эта	2	2
122	не к	2	2
123	не будем	3	2
124	с ней	5	2
125	говорит о	2	2
126	если он	2	2
127	а именно	3	2
128	будем здесь	2	2
129	жизни в	2	2
130	на земле	5	2
131	там же	12	2
132	и что	5	2
133	мы здесь	2	2
134	того чтобы	6	2
135	дерева и	2	2
136	и по	3	2
137	друг друга	3	2
138	в других	15	2
139	что иное	2	2
140	и то	2	2
141	за ним	3	2
142	во всем	2	2
143	далеко не	4	2
144	будто бы	5	2
145	его в	8	2
146	в которой	2	2
147	которое в	2	2
148	иное как	2	2
149	самом же	2	2
