N	2gram	Propp_Isto_3	FransuaR
1	и в	22	49
2	прежде всего	3	19
3	в его	3	18
4	не только	14	17
5	и его	4	17
6	и на	4	17
7	и не	12	15
8	в этом	17	15
9	в них	6	13
10	только в	4	13
11	но и	12	13
12	во время	6	12
13	как и	3	11
14	вовсе не	2	10
15	в этой	5	10
16	и др	2	9
17	в нем	9	9
18	отношение к	4	8
19	все же	5	7
20	один из	5	7
21	жизни и	2	7
22	не может	4	7
23	таким образом	10	7
24	то же	6	7
25	все эти	4	7
26	как мы	8	7
27	то что	7	6
28	мы уже	6	6
29	так и	2	6
30	сказать что	3	6
31	и с	4	6
32	но он	4	6
33	точки зрения	2	6
34	в то	2	6
35	так как	7	6
36	никогда не	3	5
37	в своем	2	5
38	из этих	3	5
39	но не	7	5
40	при этом	2	5
41	может быть	11	5
42	и потому	2	5
43	относится к	2	5
44	в особенности	2	5
45	роль в	2	5
46	и более	2	4
47	с другой	7	4
48	в жизни	2	4
49	и к	3	4
50	том что	8	4
51	но все	2	4
52	одна из	2	4
53	и о	2	4
54	в этих	11	4
55	сих пор	5	4
56	до сих	5	4
57	не было	2	4
58	а в	6	4
59	тем что	4	4
60	там где	7	4
61	но в	10	4
62	связана с	3	3
63	но они	2	3
64	всех этих	2	3
65	с одной	2	3
66	в течение	6	3
67	превращается в	3	3
68	в одном	2	3
69	на все	2	3
70	что он	9	3
71	же в	2	3
72	в том	9	3
73	да и	2	3
74	а затем	3	3
75	не дает	2	3
76	связанных с	2	3
77	одной стороны	2	3
78	было бы	3	3
79	из них	7	3
80	даже в	2	3
81	мы видели	13	3
82	ни в	2	3
83	связан с	2	3
84	связь с	6	3
85	другой стороны	7	3
86	и все	3	3
87	и вот	2	3
88	к нему	5	3
89	так в	6	3
90	их в	3	3
91	далеко не	3	3
92	о том	3	3
93	и это	2	3
94	одного из	2	2
95	связи с	6	2
96	что в	15	2
97	для них	3	2
98	могут быть	5	2
99	мы еще	3	2
100	в качестве	2	2
101	никто не	2	2
102	имеем в	4	2
103	в тех	2	2
104	можно сказать	2	2
105	там же	2	2
106	и эти	3	2
107	связанное с	2	2
108	в дальнейшем	4	2
109	но это	3	2
110	эти два	3	2
111	что они	8	2
112	он видит	3	2
113	все что	3	2
114	связано с	4	2
115	ничего не	6	2
116	мы здесь	4	2
117	в пределах	4	2
118	еще не	10	2
119	и другие	4	2
120	совершенно не	2	2
121	очень много	2	2
122	одним из	4	2
123	у него	3	2
124	хотя и	2	2
125	в ней	2	2
126	к ней	4	2
127	в него	2	2
128	в обряде	5	2
129	себе и	2	2
130	вместе с	9	2
131	ее в	3	2
132	целый ряд	3	2
133	должен был	3	2
134	за счет	2	2
135	в связи	3	2
136	на самом	2	2
137	и даже	2	2
138	так же	3	2
139	можно найти	4	2
140	во всяком	2	2
141	себе в	2	2
142	на его	3	2
143	в другом	2	2
144	во все	2	2
145	мы должны	7	2
146	здесь не	3	2
147	всяком случае	2	2
148	мы можем	6	2
