N	2gram	Tiupa_Disk_1	Myshleni
1	в том	23	28
2	и в	16	28
3	то что	5	28
4	в этом	15	27
5	того что	3	24
6	потому что	4	22
7	не может	9	19
8	том что	19	19
9	таким образом	3	18
10	что он	4	18
11	только в	7	18
12	что в	4	17
13	в силу	5	17
14	не только	28	16
15	может быть	17	13
16	сказать что	3	13
17	точки зрения	3	13
18	и не	11	11
19	к другим	2	11
20	как бы	5	11
21	к тому	5	10
22	как мы	2	10
23	но и	14	10
24	по отношению	9	10
25	но не	11	10
26	отношению к	9	10
27	между собой	2	9
28	в процессе	5	9
29	никогда не	2	8
30	в самом	3	8
31	еще не	14	8
32	тем что	3	8
33	того же	3	7
34	в нем	9	7
35	в сущности	2	7
36	в своем	6	7
37	заключается в	3	7
38	отношение к	4	7
39	как показывает	2	7
40	то же	7	7
41	и к	4	6
42	и как	6	6
43	и что	2	6
44	для него	4	6
45	в то	3	6
46	же самое	2	6
47	как и	16	6
48	можно сказать	5	6
49	так и	8	6
50	приводит к	2	6
51	это не	3	5
52	в пределах	2	5
53	и тем	2	5
54	языка и	2	5
55	и на	5	5
56	и все	2	5
57	но в	8	5
58	могут быть	4	5
59	в этой	2	5
60	именно в	3	4
61	в частности	9	4
62	не в	7	4
63	на этом	2	4
64	например в	2	4
65	совпадает с	2	4
66	целый ряд	2	4
67	с этим	3	4
68	они не	2	4
69	в одной	3	4
70	в первом	3	4
71	мы имеем	2	4
72	к другому	2	4
73	в качестве	34	4
74	одного и	2	4
75	своей природе	2	4
76	оно не	2	4
77	что и	3	4
78	во всех	5	4
79	и того	3	4
80	в себе	7	4
81	в каждой	3	4
82	зависит от	2	3
83	в каждом	2	3
84	а по	2	3
85	в ходе	3	3
86	есть в	2	3
87	отличается от	2	3
88	что с	2	3
89	при этом	13	3
90	на его	4	3
91	хотя и	2	3
92	по мере	2	3
93	в целом	4	3
94	в их	5	3
95	во втором	4	3
96	и по	2	3
97	в сферу	3	3
98	в своих	3	3
99	в основе	7	3
100	но как	2	3
101	по своей	11	3
102	возможно только	2	3
103	с его	4	3
104	и составляет	3	3
105	в них	4	3
106	по себе	3	3
107	связи с	4	3
108	иначе говоря	2	3
109	один из	3	3
110	в его	7	3
111	как в	10	3
112	в себя	5	3
113	а не	22	3
114	и его	2	3
115	представляет собой	17	3
116	и т.д	4	3
117	отношения к	2	3
118	не менее	2	2
119	он мог	3	2
120	с другой	10	2
121	это в	2	2
122	прежде всего	11	2
123	слово не	2	2
124	имеем дело	2	2
125	имеет место	3	2
126	одним из	2	2
127	известной степени	2	2
128	в котором	5	2
129	и др	2	2
130	из них	3	2
131	другой стороны	3	2
132	на том	2	2
133	в которых	4	2
134	опирается на	2	2
135	к его	2	2
136	понятие о	3	2
137	состоит в	9	2
138	представления о	2	2
139	с понятием	2	2
140	в одном	2	2
141	не с	3	2
142	различие между	2	2
143	более того	2	2
144	по своему	3	2
145	чем он	2	2
146	в ряду	2	2
147	в своей	5	2
148	еще в	3	2
149	не могло	2	2
150	все же	3	2
151	когда он	2	2
152	мысли и	2	2
153	внимание на	4	2
154	дело с	2	2
155	а в	5	2
156	хотя в	2	2
157	речи как	2	2
158	в значительной	2	2
159	в данном	5	2
160	к которому	2	2
161	в другом	2	2
162	и вообще	2	2
163	в новом	2	2
