N	2gram	Vygotskiy__2	Freidism
1	таким образом	14	24
2	и не	7	23
3	не может	9	20
4	точки зрения	26	19
5	прежде всего	4	18
6	в этом	19	15
7	в его	2	15
8	с помощью	5	14
9	мы можем	10	13
10	может быть	9	13
11	и его	4	12
12	как и	6	11
13	как бы	7	11
14	то что	20	11
15	все эти	3	11
16	с точки	18	11
17	так и	8	10
18	как мы	6	10
19	самом деле	6	10
20	жизни человека	2	10
21	с ним	3	10
22	но в	6	10
23	с его	4	9
24	и в	15	9
25	во всех	2	9
26	по отношению	6	9
27	все что	5	8
28	что он	12	8
29	отношению к	5	8
30	в своей	4	8
31	он не	7	8
32	не только	15	8
33	все это	4	8
34	то же	5	8
35	только в	4	8
36	и все	3	8
37	так как	4	8
38	мы знаем	7	7
39	ни в	2	7
40	тот же	7	7
41	во всяком	7	7
42	мы видели	6	7
43	в самом	11	7
44	что же	2	7
45	те же	3	7
46	сказать что	6	7
47	мы уже	6	7
48	всяком случае	6	7
49	никогда не	8	6
50	точку зрения	6	6
51	вовсе не	6	6
52	и ее	3	6
53	для него	3	6
54	за пределы	2	6
55	того что	17	6
56	все те	2	6
57	хотя бы	4	6
58	и с	4	6
59	на протяжении	2	6
60	и к	6	5
61	он сам	3	5
62	связь с	2	5
63	но мы	3	5
64	можно сказать	2	5
65	не в	8	5
66	в этой	6	5
67	для этого	3	5
68	что в	14	5
69	но и	10	5
70	на самом	3	5
71	в себя	2	5
72	для того	10	5
73	а в	4	5
74	могут быть	2	5
75	с этим	3	5
76	мы должны	6	5
77	но не	3	4
78	в котором	2	4
79	и др	5	4
80	внешней речи	3	4
81	в этих	2	4
82	из этих	4	4
83	не дает	2	4
84	если мы	6	4
85	в собственном	3	4
86	с другими	3	4
87	к тому	7	4
88	об этом	3	4
89	которой мы	2	4
90	смысле слова	5	4
91	при этом	3	4
92	от того	2	4
93	как раз	4	4
94	в основе	3	4
95	в зависимости	6	4
96	все же	4	4
97	данном случае	3	4
98	мы находим	6	4
99	того чтобы	12	4
100	и для	2	4
101	в которой	4	4
102	той же	2	4
103	мы не	10	4
104	с их	2	4
105	в данном	3	4
106	этот вопрос	5	4
107	потому что	7	4
108	в более	2	4
109	во время	3	4
110	говорить о	2	4
111	зависимости от	6	4
112	не могут	2	3
113	нисколько не	2	3
114	если бы	8	3
115	и есть	2	3
116	конечном счете	4	3
117	в них	4	3
118	к себе	2	3
119	на место	2	3
120	что все	4	3
121	в конечном	4	3
122	в себе	2	3
123	и как	2	3
124	человека к	2	3
125	случае не	2	3
126	по поводу	4	3
127	было бы	10	3
128	в общем	3	3
129	и той	2	3
130	внутренняя речь	3	3
131	ее в	2	3
132	ребенка в	10	3
133	с ее	2	3
134	когда он	3	3
135	вместе с	6	3
136	собственном смысле	3	3
137	со стороны	3	3
138	приводит к	5	3
139	тому чтобы	2	3
140	как в	4	3
141	и что	8	3
142	этой теории	3	3
143	и т.п	7	3
144	на этот	6	3
145	и по	3	3
146	мы имеем	3	3
147	у него	2	3
148	но ведь	2	3
149	не является	9	3
150	человека и	3	3
151	из тех	3	2
152	этих двух	2	2
153	в отношении	6	2
154	уже в	5	2
155	на всем	2	2
156	видели что	5	2
157	но все	2	2
158	что это	6	2
159	для всех	4	2
160	что между	2	2
161	всей его	2	2
162	для себя	3	2
163	того же	3	2
164	с другой	6	2
165	это не	5	2
166	этих фактов	2	2
167	и теперь	2	2
168	к этому	4	2
169	в такой	2	2
170	не можем	3	2
171	же самое	2	2
172	для ребенка	9	2
173	ничем не	3	2
174	для нас	4	2
175	для всего	2	2
176	том что	27	2
177	высшей степени	7	2
178	на этой	2	2
179	жизни ребенка	2	2
180	в поведении	2	2
181	не существует	3	2
182	а не	3	2
183	что с	5	2
184	одной стороны	7	2
185	из них	3	2
186	у ребенка	15	2
187	что мы	9	2
188	но для	2	2
189	но если	2	2
190	в процессе	11	2
191	в своем	9	2
192	и до	3	2
193	точка зрения	3	2
194	помощью которого	2	2
195	только для	3	2
196	в развитии	26	2
197	или во	2	2
198	что она	3	2
199	в их	2	2
200	во всей	5	2
201	в совершенно	4	2
202	что как	3	2
203	а с	4	2
204	этом отношении	3	2
205	с одной	7	2
206	что оно	4	2
207	внутренней речи	5	2
208	из того	4	2
209	в отличие	3	2
210	заметить что	2	2
211	в заключение	3	2
212	речи мы	4	2
213	в высшей	7	2
214	и даже	5	2
215	так же	4	2
216	отличие от	3	2
217	на которой	2	2
218	на основе	7	2
219	мы видим	4	2
220	значение для	4	2
221	их в	4	2
222	от этого	2	2
223	они не	3	2
224	что и	2	2
225	в первый	2	2
226	к его	2	2
227	в другом	2	2
228	и вообще	2	2
229	речи и	15	2
230	которые он	2	2
231	при помощи	4	2
232	как это	6	2
233	в эту	4	2
234	в виду	6	2
