N	2gram	Tiupa_Narr_2	FransuaR
1	и в	13	29
2	то есть	9	21
3	таким образом	5	20
4	и не	14	16
5	и все	4	13
6	в этой	4	13
7	как и	4	12
8	и т.п	6	12
9	но в	6	12
10	так и	9	11
11	в этом	13	11
12	то же	4	10
13	во время	2	10
14	в то	5	10
15	не только	26	10
16	вовсе не	2	9
17	в конце	4	9
18	но и	15	9
19	все эти	3	9
20	же время	3	8
21	прежде всего	6	8
22	в его	6	8
23	и его	3	8
24	как бы	6	8
25	так же	2	7
26	в том	14	7
27	своего рода	9	6
28	но он	2	6
29	что это	4	5
30	у него	6	5
31	это не	3	5
32	далеко не	5	5
33	в нем	5	5
34	в своей	4	5
35	и по	3	5
36	сказать что	3	5
37	перед нами	4	4
38	с его	3	4
39	в нашем	2	4
40	в литературе	4	4
41	что он	5	4
42	но это	2	4
43	по своему	2	4
44	еще не	2	4
45	один из	3	4
46	то что	8	4
47	жизни и	4	4
48	на самом	2	4
49	с другой	5	4
50	в результате	2	4
51	точки зрения	5	4
52	мира и	3	4
53	тому как	2	3
54	в частности	11	3
55	в качестве	14	3
56	в своем	6	3
57	превращается в	2	3
58	и здесь	2	3
59	что у	2	3
60	в ее	4	3
61	все же	6	3
62	том что	13	3
63	церкви и	2	3
64	и сам	3	3
65	того что	6	3
66	той же	2	3
67	он не	5	3
68	начала и	2	3
69	здесь не	2	3
70	как к	3	3
71	при этом	14	3
72	того чтобы	3	3
73	и даже	3	3
74	роль в	2	3
75	с ними	3	3
76	не случайно	2	3
77	в ней	2	3
78	подобно тому	2	3
79	в себе	8	3
80	по своей	3	3
81	в чем	2	3
82	это был	2	2
83	место в	5	2
84	времени и	4	2
85	жизни в	6	2
86	быть может	2	2
87	нового времени	2	2
88	в жизни	6	2
89	со своими	2	2
90	а как	3	2
91	к тому	9	2
92	и к	6	2
93	да и	3	2
94	когда же	2	2
95	соответствии с	3	2
96	что я	3	2
97	что они	3	2
98	именно в	2	2
99	но не	3	2
100	в себя	4	2
101	одной стороны	5	2
102	не может	8	2
103	о чем	2	2
104	о своем	2	2
105	может быть	10	2
106	хотя и	5	2
107	у меня	2	2
108	никогда не	6	2
109	уже не	4	2
110	а также	6	2
111	все те	2	2
112	в котором	5	2
113	со стороны	6	2
114	с таким	2	2
115	раз в	2	2
116	и для	3	2
117	себя в	2	2
118	как в	5	2
119	как раз	3	2
120	в других	2	2
121	с одной	5	2
122	во второй	2	2
123	в той	5	2
124	они не	2	2
125	и у	4	2
126	с точки	2	2
127	бы на	2	2
128	не столько	5	2
129	как на	2	2
130	в слове	3	2
131	в своих	2	2
132	которое не	2	2
133	только в	11	2
134	существенную роль	3	2
135	о том	5	2
136	как он	2	2
137	так сказать	3	2
138	с ним	4	2
139	к которому	2	2
