N	2gram	Medvedev_V_1	FransuaR
1	и в	26	29
2	таким образом	31	20
3	и не	19	16
4	в этой	4	13
5	как и	7	12
6	но в	2	12
7	так и	5	11
8	в этом	26	11
9	то же	10	10
10	во время	3	10
11	в романе	4	10
12	в то	6	10
13	не только	25	10
14	вовсе не	3	9
15	и образы	3	9
16	в конце	3	9
17	но и	10	9
18	все эти	6	9
19	его в	3	9
20	же время	5	8
21	прежде всего	13	8
22	в его	14	8
23	и его	6	8
24	как бы	5	8
25	в них	4	7
26	мы видели	3	7
27	еще и	2	7
28	так же	3	7
29	в том	15	7
30	из них	9	6
31	этот процесс	2	6
32	у него	6	5
33	все они	2	5
34	это не	7	5
35	это и	6	5
36	далеко не	2	5
37	в нем	6	5
38	в своей	4	5
39	и по	3	5
40	сказать что	5	5
41	он и	2	5
42	перед нами	4	4
43	с его	3	4
44	в образе	2	4
45	что он	4	4
46	еще не	2	4
47	и есть	5	4
48	конце концов	2	4
49	и др	9	4
50	один из	5	4
51	то что	6	4
52	жизни и	3	4
53	все это	10	4
54	с другой	11	4
55	связана с	2	4
56	также и	2	4
57	в результате	5	4
58	точки зрения	3	4
59	мира и	3	4
60	в которой	2	4
61	в плане	5	4
62	том числе	2	3
63	тому как	2	3
64	основываясь на	2	3
65	всех этих	2	3
66	в частности	11	3
67	в качестве	11	3
68	в своем	8	3
69	отметить что	2	3
70	вот это	2	3
71	что у	2	3
72	в ее	4	3
73	а затем	2	3
74	все же	5	3
75	но как	3	3
76	том что	8	3
77	и как	3	3
78	более или	6	3
79	того что	3	3
80	и их	3	3
81	некоторые из	3	3
82	он не	2	3
83	или менее	6	3
84	другой стороны	8	3
85	в году	6	3
86	у них	2	3
87	образом в	3	3
88	того чтобы	3	3
89	для того	3	3
90	и даже	2	3
91	роль в	4	3
92	с ними	4	3
93	в ней	2	3
94	же и	2	3
95	подобно тому	2	3
96	в себе	6	3
97	в чем	2	3
98	бы не	2	2
99	связи с	4	2
100	к этому	9	2
101	числе и	2	2
102	и образов	5	2
103	формы и	2	2
104	в жизни	2	2
105	в различных	2	2
106	а как	2	2
107	к тому	4	2
108	и к	3	2
109	о его	2	2
110	что они	3	2
111	именно в	2	2
112	но не	2	2
113	как известно	2	2
114	одной стороны	2	2
115	было в	2	2
116	не может	17	2
117	года и	2	2
118	о чем	2	2
119	о своем	2	2
120	стороны в	2	2
121	может быть	22	2
122	между прочим	2	2
123	том же	6	2
124	хотя и	2	2
125	никогда не	4	2
126	в виду	4	2
127	в котором	3	2
128	если в	2	2
129	и для	2	2
130	пародия на	2	2
131	после этого	2	2
132	вот как	4	2
133	до нас	2	2
134	в их	5	2
135	как раз	3	2
136	в особенности	2	2
137	с одной	2	2
138	они не	2	2
139	и у	2	2
140	и наконец	2	2
141	между ними	3	2
142	не столько	2	2
143	как на	3	2
144	в слове	3	2
145	или в	3	2
146	в своих	2	2
147	их в	6	2
148	и при	5	2
149	даже и	3	2
150	этого рода	2	2
151	образов и	4	2
152	только в	7	2
153	о том	10	2
154	как он	2	2
155	так сказать	2	2
