N	2gram	Bakhtin_Pr_3	Istorich
1	и т	8	27
2	и в	34	26
3	т д	2	24
4	т е	12	18
5	так же	8	18
6	то что	11	16
7	не только	10	15
8	что в	7	14
9	может быть	19	14
10	но и	12	12
11	между двумя	2	12
12	что он	23	10
13	так и	6	10
14	таким образом	5	10
15	и его	16	10
16	что и	5	9
17	все же	7	9
18	и не	29	9
19	его в	4	9
20	так как	4	9
21	мы знаем	2	8
22	то же	14	8
23	а в	5	8
24	во время	2	7
25	как и	18	7
26	героя в	5	7
27	он не	15	7
28	как в	4	7
29	их в	3	7
30	в этом	16	7
31	что они	6	6
32	еще не	4	6
33	мы видели	3	6
34	когда он	2	6
35	вместе с	4	6
36	не может	19	6
37	а не	9	6
38	к нему	14	6
39	и то	3	6
40	потому что	12	6
41	как он	3	6
42	у него	4	5
43	и как	3	5
44	это не	5	5
45	в одном	5	5
46	это и	2	5
47	но все	5	5
48	но не	4	5
49	и только	2	5
50	ничего не	4	5
51	в его	22	5
52	и у	5	5
53	мы уже	6	5
54	как мы	7	5
55	и что	5	5
56	уже не	2	5
57	не в	9	5
58	с ними	6	5
59	и с	15	5
60	тем что	4	5
61	в другом	8	5
62	мы должны	5	5
63	но в	16	5
64	с другой	4	4
65	вовсе не	11	4
66	вопрос о	2	4
67	в своей	3	4
68	в этот	2	4
69	даже в	5	4
70	он в	4	4
71	другой стороны	3	4
72	так в	2	4
73	же он	2	4
74	и даже	7	4
75	но он	3	4
76	в которых	2	4
77	о том	2	4
78	только что	3	3
79	на вопрос	4	3
80	в другой	2	3
81	что у	6	3
82	он должен	2	3
83	в одной	3	3
84	к себе	17	3
85	к своему	5	3
86	меня не	4	3
87	ты меня	2	3
88	этом случае	2	3
89	в том	3	3
90	том что	3	3
91	его к	3	3
92	но это	4	3
93	во всем	3	3
94	при этом	4	3
95	мы увидим	2	3
96	и если	2	3
97	например в	2	3
98	на его	4	3
99	как бы	27	3
100	все эти	4	3
101	и он	2	3
102	на него	7	3
103	из своего	4	3
104	те же	2	3
105	не мог	5	3
106	есть только	3	3
107	связан с	2	3
108	только в	6	3
109	переходит в	2	3
110	человека с	3	3
111	там где	7	3
112	с миром	3	3
113	о чем	2	3
114	уже в	3	2
115	с тем	5	2
116	не менее	3	2
117	это уже	2	2
118	никогда не	8	2
119	смысле этого	2	2
120	однако в	2	2
121	он может	2	2
122	его и	3	2
123	в своем	2	2
124	и во	3	2
125	с этим	2	2
126	и все	19	2
127	этого не	3	2
128	а как	2	2
129	по себе	3	2
130	тем не	2	2
131	ни в	4	2
132	говорит о	2	2
133	так что	5	2
134	такого же	2	2
135	что я	15	2
136	от него	6	2
137	на этом	4	2
138	было бы	2	2
139	вот этот	2	2
140	которой он	2	2
141	если бы	4	2
142	конечно не	2	2
143	знает и	7	2
144	он уже	3	2
145	но для	3	2
146	хотя и	3	2
147	хотя бы	5	2
148	в нем	19	2
149	в целом	5	2
150	отношение к	6	2
151	из них	5	2
152	не хочет	2	2
153	вот как	3	2
154	в форме	2	2
155	все это	16	2
156	что это	5	2
157	и вот	5	2
158	лишь в	5	2
159	того что	5	2
160	только с	3	2
161	увидим что	2	2
162	и на	6	2
163	с этой	2	2
164	сказать что	2	2
165	в виде	4	2
166	даже и	4	2
167	его с	4	2
168	в себе	6	2
169	сливается с	3	2
170	но этот	2	2
171	этого слова	7	2
