N	2gram	Bakhtin_fo_1	FransuaR
1	и в	50	41
2	то есть	33	20
3	таким образом	11	19
4	в этом	25	15
5	и все	6	14
6	как и	8	14
7	то же	11	13
8	все эти	9	13
9	мы уже	11	12
10	в его	13	12
11	прежде всего	15	11
12	в том	9	11
13	как мы	14	11
14	в себе	3	11
15	никто не	2	10
16	так и	12	10
17	все это	4	10
18	в то	9	10
19	в качестве	3	9
20	и его	16	9
21	не в	5	9
22	же время	9	9
23	но и	8	9
24	и т.п	4	9
25	в своем	4	9
26	что в	5	9
27	в конце	9	8
28	по существу	12	8
29	то что	6	8
30	но в	10	8
31	в них	4	7
32	вовсе не	13	7
33	в романе	32	7
34	как бы	2	7
35	в нем	24	7
36	и не	14	7
37	у него	6	6
38	это не	6	6
39	ни в	8	6
40	мы видим	3	6
41	есть в	2	6
42	для него	2	6
43	и до	5	6
44	с помощью	2	6
45	только в	4	6
46	уже в	2	5
47	к этому	3	5
48	не только	9	5
49	и к	2	5
50	в ней	4	5
51	вместе с	3	5
52	что и	3	5
53	как в	6	5
54	до нас	5	5
55	и у	5	5
56	а в	3	5
57	и для	4	5
58	так же	6	5
59	точки зрения	5	5
60	и это	4	5
61	потому что	4	5
62	место в	2	4
63	том числе	4	4
64	хотя и	3	4
65	но он	2	4
66	в образе	5	4
67	момент в	2	4
68	том что	4	4
69	но все	5	4
70	одна из	2	4
71	было бы	2	4
72	в сущности	3	4
73	может быть	11	4
74	он не	5	4
75	в виду	3	4
76	уже говорили	3	4
77	на этой	4	4
78	к жизни	2	4
79	влияние на	4	4
80	рядом с	2	4
81	и на	8	4
82	в более	2	4
83	и с	4	4
84	ничего не	9	4
85	мира в	3	4
86	поэтому и	3	3
87	и другие	5	3
88	в отношении	3	3
89	того же	8	3
90	в одном	3	3
91	и потому	3	3
92	совсем не	2	3
93	в своей	2	3
94	в свою	2	3
95	оказывается что	2	3
96	кроме того	4	3
97	при этом	3	3
98	в это	2	3
99	например в	6	3
100	все то	2	3
101	и их	8	3
102	и эта	2	3
103	выражение в	2	3
104	с ее	6	3
105	жизни и	8	3
106	во всех	6	3
107	в форме	3	3
108	в их	6	3
109	не может	6	3
110	не было	7	3
111	на них	2	3
112	в той	4	3
113	с точки	2	3
114	не имеет	4	3
115	и по	2	3
116	той же	2	3
117	и те	3	3
118	нас в	3	3
119	тем что	2	3
120	не знает	3	3
121	его в	3	3
122	так сказать	7	3
123	так как	6	3
124	все его	3	3
125	от этого	2	3
126	например у	3	2
127	что все	2	2
128	с его	9	2
129	именно в	3	2
130	но по	2	2
131	и момент	2	2
132	и др	9	2
133	никогда не	2	2
134	числе и	2	2
135	он только	2	2
136	связаны с	3	2
137	в этих	3	2
138	характерно что	4	2
139	здесь только	2	2
140	здесь как	2	2
141	здесь и	2	2
142	и во	7	2
143	с этим	6	2
144	же что	2	2
145	человека в	17	2
146	его целом	2	2
147	правда не	2	2
148	есть не	3	2
149	и ее	3	2
150	превращения в	5	2
151	к тому	3	2
152	время здесь	3	2
153	и еще	2	2
154	отношению к	5	2
155	и как	10	2
156	всего этого	2	2
157	на другой	2	2
158	до конца	4	2
159	одно и	3	2
160	отношение к	2	2
161	историческое время	2	2
162	еще не	5	2
163	того что	2	2
164	и может	2	2
165	со всеми	3	2
166	отсюда и	2	2
167	здесь на	4	2
168	этот образ	2	2
169	xvii века	2	2
170	одной из	3	2
171	так называемый	2	2
172	а также	2	2
173	и исторического	2	2
174	и времени	3	2
175	оно не	2	2
176	здесь нет	3	2
177	же в	3	2
178	места в	2	2
179	и образ	3	2
180	время в	6	2
181	весьма часто	2	2
182	в процессе	4	2
183	во времени	3	2
184	во всей	3	2
185	по отношению	3	2
186	в связи	5	2
187	в особенности	9	2
188	в разных	5	2
189	этом отношении	3	2
190	в течение	2	2
191	еще более	3	2
192	и других	3	2
193	только на	3	2
194	для всех	2	2
195	в значительной	2	2
196	а не	3	2
197	с самого	2	2
198	а только	2	2
199	уже не	2	2
200	роль в	9	2
201	жизнь и	4	2
202	мы не	3	2
203	у них	2	2
204	или в	3	2
205	не осталось	2	2
206	в данном	2	2
207	и то	4	2
208	в результате	6	2
209	их в	3	2
210	во всяком	3	2
211	в литературе	16	2
212	в которых	2	2
213	во все	2	2
214	ту же	2	2
215	также и	2	2
216	далеко не	2	2
217	как он	2	2
218	дело в	2	2
219	пространства и	4	2
220	в чем	2	2
221	в которой	2	2
222	с ним	2	2
223	исторического времени	4	2
