N	2gram	Bakhtin_Fr_4	OGranits
1	и в	29	13
2	и его	8	12
3	прежде всего	8	9
4	не может	2	8
5	и не	16	8
6	может быть	2	8
7	и их	3	7
8	и т.п	12	7
9	точки зрения	4	7
10	в его	8	7
11	таким образом	20	6
12	не только	10	6
13	то что	4	6
14	только в	2	6
15	как бы	8	6
16	все же	3	5
17	с точки	2	5
18	и эта	2	5
19	и наконец	2	5
20	то же	10	4
21	но мы	2	4
22	в своей	5	4
23	все это	4	4
24	еще и	7	4
25	мы можем	3	4
26	слов и	3	4
27	но в	12	4
28	связана с	4	3
29	никогда не	2	3
30	но и	9	3
31	так и	11	3
32	в их	2	3
33	и все	13	3
34	превращается в	3	3
35	в ее	3	3
36	да и	2	3
37	тела и	4	3
38	как и	12	3
39	в которой	4	3
40	и то	2	3
41	не столько	2	3
42	в себе	3	3
43	и для	2	3
44	так как	7	3
45	и др	4	2
46	уже в	2	2
47	а как	2	2
48	самого начала	3	2
49	в нем	5	2
50	связанных с	2	2
51	своего рода	6	2
52	другой стороны	3	2
53	с другой	4	2
54	от всех	2	2
55	не на	2	2
56	в них	7	2
57	с одной	2	2
58	все эти	9	2
59	вовсе не	9	2
60	роль в	3	2
61	с самого	3	2
62	к тому	2	2
63	и к	2	2
64	как в	2	2
65	в чем	3	2
66	в том	7	2
67	так же	7	2
68	не мог	2	2
69	том что	3	2
70	мы видим	3	2
71	с ними	3	2
72	с помощью	4	2
73	в своих	2	2
74	что они	2	2
75	в этом	11	2
76	тем что	4	2
77	при этом	3	2
78	связанные с	4	2
79	соответствии с	2	2
80	форм и	2	2
81	тот же	3	2
82	одной стороны	2	2
83	мы уже	10	2
84	нет ничего	2	2
85	и при	2	2
86	там где	3	2
87	нужно отметить	3	2
88	в ней	3	2
89	а также	2	2
