N	2gram	Bakhtin_Pr_2	Marksizm
1	чужой речи	3	53
2	может быть	23	28
3	и пр	2	25
4	и в	43	19
5	как бы	22	19
6	и не	29	19
7	не может	18	18
8	в процессе	2	18
9	точки зрения	13	17
10	то же	8	16
11	и его	8	16
12	как мы	10	15
13	в этом	13	15
14	таким образом	5	14
15	лишь в	8	14
16	в сущности	9	14
17	так сказать	6	14
18	чужого слова	24	13
19	не только	11	13
20	с точки	8	13
21	речи и	4	13
22	высказывания и	2	11
23	в нем	12	11
24	если бы	3	11
25	вовсе не	5	11
26	не в	11	10
27	в пределах	16	10
28	но и	14	10
29	прямая речь	2	10
30	том что	2	10
31	так и	3	10
32	для него	8	9
33	при этом	6	9
34	чужое высказывание	2	9
35	как и	14	9
36	на почве	2	9
37	самом деле	5	9
38	а не	7	9
39	слова в	12	8
40	же время	5	8
41	по отношению	5	8
42	авторского контекста	2	8
43	в то	7	8
44	с его	4	8
45	чужое слово	45	8
46	отношению к	5	8
47	только в	4	8
48	никогда не	9	7
49	в том	6	7
50	его в	3	7
51	но в	10	7
52	прежде всего	10	7
53	одна из	2	7
54	чужую речь	4	7
55	внутренней речи	2	7
56	и для	3	7
57	в таком	2	7
58	к тому	4	6
59	ни в	2	6
60	и как	2	6
61	в самом	7	6
62	и следовательно	3	6
63	ни было	2	6
64	в направлении	4	6
65	и все	6	6
66	между тем	3	6
67	более того	4	6
68	мы уже	3	6
69	во всех	4	6
70	слова и	12	6
71	быть и	2	6
72	если мы	2	6
73	хотя бы	2	6
74	мы можем	2	6
75	в большинстве	9	5
76	или иной	3	5
77	к нему	5	5
78	в форме	2	5
79	в их	3	5
80	как слово	2	5
81	так же	2	5
82	и на	10	5
83	и здесь	3	5
84	монологического высказывания	2	5
85	большинстве случаев	8	5
86	лишь на	2	5
87	к другому	5	5
88	того же	3	5
89	совершенно не	4	5
90	в его	10	5
91	этого слова	2	5
92	все же	3	5
93	в той	5	5
94	отношении к	2	5
95	данное слово	2	4
96	должна быть	3	4
97	данной социальной	2	4
98	в отношении	3	4
99	это не	3	4
100	на то	5	4
101	авторский контекст	2	4
102	как если	2	4
103	слова о	2	4
104	в формах	3	4
105	той или	3	4
106	по мере	4	4
107	то что	7	4
108	и их	3	4
109	значение в	2	4
110	того что	2	4
111	речь и	2	4
112	с ними	2	4
113	сказать что	2	4
114	бы в	5	4
115	авторской речи	2	4
116	а как	4	4
117	в единстве	3	4
118	как раз	4	4
119	из одного	4	4
120	что он	13	4
121	было бы	5	4
122	конечно не	2	4
123	для себя	2	4
124	только на	3	4
125	тем же	2	4
126	речь в	2	4
127	в слове	5	4
128	и ее	3	4
129	в себе	5	4
130	ничего не	3	4
131	перед нами	7	3
132	в этих	6	3
133	с другой	4	3
134	для понимания	2	3
135	да и	5	3
136	здесь мы	2	3
137	конкретного высказывания	2	3
138	на чужое	14	3
139	за пределы	3	3
140	со всею	3	3
141	в котором	6	3
142	его и	2	3
143	а в	5	3
144	с этим	2	3
145	все эти	5	3
146	в другом	7	3
147	должно быть	4	3
148	от одного	2	3
149	в конкретном	3	3
150	но ведь	5	3
151	о том	5	3
152	так как	4	3
153	слово в	8	3
154	слова на	5	3
155	сознания и	3	3
156	не как	6	3
157	по себе	11	3
158	конечно в	2	3
159	в различных	3	3
160	у нас	2	3
161	мы сказали	2	3
162	одно и	2	3
163	слов и	5	3
164	до сих	7	3
165	еще не	9	3
166	бы он	2	3
167	он не	9	3
168	и до	4	3
169	что и	3	3
170	не есть	2	3
171	в своей	4	3
172	мысли и	2	3
173	в отличие	4	3
174	нами в	2	3
175	на материале	2	3
176	слово и	9	3
177	той же	3	3
178	и то	2	3
179	нашей работы	2	3
180	во всяком	2	3
181	могут быть	3	3
182	и это	4	3
183	отличие от	4	3
184	сих пор	7	3
185	уже в	2	2
186	диалога в	2	2
187	что в	4	2
188	что это	2	2
189	в одной	3	2
190	и речь	2	2
191	является как	2	2
192	не знает	3	2
193	вопрос о	2	2
194	его к	2	2
195	же слово	2	2
196	оно является	2	2
197	он был	3	2
198	узком смысле	2	2
199	тому же	3	2
200	лишь как	2	2
201	более или	3	2
202	в узком	2	2
203	до конца	4	2
204	мы здесь	2	2
205	они могут	2	2
206	и категории	2	2
207	слово как	4	2
208	в своем	4	2
209	отношения к	2	2
210	и даже	3	2
211	рядом с	5	2
212	опирается на	2	2
213	но для	3	2
214	и с	5	2
215	именно как	2	2
216	он и	3	2
217	и является	2	2
218	предметное значение	2	2
219	то есть	4	2
220	или как	4	2
221	установка на	4	2
222	у него	6	2
223	и всякое	2	2
224	лежит в	2	2
225	в жизни	3	2
226	стороны и	3	2
227	но не	5	2
228	ведь это	2	2
229	здесь в	3	2
230	мы увидим	5	2
231	и о	2	2
232	в диалоге	3	2
233	и особенно	2	2
234	на самую	2	2
235	себя в	3	2
236	но к	2	2
237	в самый	2	2
238	или менее	3	2
239	на чужую	4	2
240	приводит к	6	2
241	всем этим	2	2
242	не на	4	2
243	бы не	2	2
244	а с	2	2
245	еще более	2	2
246	то такой	2	2
247	что не	2	2
248	должны быть	2	2
249	и эта	2	2
250	в речи	5	2
251	и он	5	2
252	между ними	4	2
253	мы не	4	2
254	или в	8	2
255	разобранные нами	3	2
256	слова как	3	2
257	тем что	3	2
258	в виде	3	2
259	зрения своего	2	2
260	может стать	4	2
261	все его	2	2
262	далеко не	4	2
263	если же	4	2
264	там где	4	2
