N	2gram	Vinokur_Ku_2	Istorich
1	т е	22	29
2	что он	5	24
3	и т	39	19
4	не только	20	18
5	т д	14	18
6	может быть	15	17
7	никогда не	2	15
8	и в	23	15
9	мы имеем	5	15
10	но и	7	14
11	так как	15	14
12	так же	4	13
13	что в	10	12
14	знаем что	3	12
15	а в	3	12
16	то что	9	12
17	об этом	5	11
18	мы знаем	4	11
19	и не	16	11
20	в этом	18	11
21	что они	2	10
22	то же	6	10
23	с тем	2	9
24	еще не	5	9
25	все же	7	9
26	и здесь	5	9
27	в другом	2	9
28	потому что	25	9
29	связи с	3	8
30	один из	5	8
31	он не	3	8
32	том что	11	7
33	и пр	8	7
34	в нем	4	7
35	вместе с	5	7
36	таким образом	5	7
37	не в	8	7
38	ничего не	4	7
39	точно так	3	6
40	что это	7	6
41	в его	5	6
42	как бы	4	6
43	что и	3	6
44	и что	8	6
45	в том	19	6
46	только в	5	6
47	но в	11	6
48	и есть	2	5
49	с этим	3	5
50	прежде всего	8	5
51	этом случае	2	5
52	к тому	4	5
53	но все	4	5
54	как в	3	5
55	она не	2	5
56	было бы	15	5
57	этого не	3	5
58	же как	2	5
59	так и	4	5
60	что она	3	5
61	не может	9	5
62	в связи	4	5
63	а не	10	5
64	к нему	2	5
65	можно было	9	5
66	с одной	2	4
67	вопрос о	9	4
68	очень часто	2	4
69	у него	3	4
70	для нас	4	4
71	но это	3	4
72	в этой	6	4
73	при этом	2	4
74	в ней	3	4
75	дело не	2	4
76	того как	2	4
77	и с	7	4
78	тем что	3	4
79	и на	6	4
80	мы должны	2	4
81	все эти	12	4
82	к этой	3	4
83	всех этих	3	3
84	в качестве	8	3
85	и его	3	3
86	на то	4	3
87	как это	5	3
88	между прочим	2	3
89	же и	2	3
90	а именно	2	3
91	в их	2	3
92	все это	5	3
93	так в	3	3
94	после того	2	3
95	стоит в	2	3
96	того что	3	3
97	роль в	2	3
98	он и	2	3
99	как будто	2	3
100	что мы	6	3
101	и это	3	3
102	здесь мы	2	3
103	уже в	3	2
104	я не	5	2
105	не было	4	2
106	и более	2	2
107	могут быть	4	2
108	смысле этого	2	2
109	но есть	2	2
110	перед нами	4	2
111	с другой	8	2
112	мы могли	2	2
113	это не	6	2
114	на самом	2	2
115	главным образом	3	2
116	не знает	3	2
117	нисколько не	3	2
118	что у	2	2
119	ни в	4	2
120	да и	6	2
121	именно в	3	2
122	по существу	5	2
123	как и	2	2
124	мы видели	2	2
125	в силу	7	2
126	таких случаях	2	2
127	но не	6	2
128	могла бы	2	2
129	в нашей	4	2
130	того чтобы	11	2
131	и если	2	2
132	мы в	2	2
133	и для	2	2
134	в сущности	9	2
135	чтобы понять	2	2
136	а также	3	2
137	был бы	2	2
138	не все	3	2
139	хотя бы	9	2
140	на этой	4	2
141	приводит к	5	2
142	другой стороны	7	2
143	той же	2	2
144	не просто	2	2
145	это так	3	2
146	превращается в	2	2
147	самом деле	9	2
148	то не	2	2
149	тем самым	2	2
150	дает нам	2	2
151	и по	3	2
152	или в	4	2
153	с ними	2	2
154	и то	5	2
155	в русском	10	2
156	в которых	2	2
157	сказать что	4	2
158	также что	2	2
159	состоит в	2	2
160	интересно что	2	2
161	это только	2	2
162	слова в	6	2
163	бы привести	2	2
164	в таких	3	2
165	будто бы	2	2
166	что эта	2	2
167	здесь не	3	2
168	в особенности	4	2
169	иметь в	2	2
170	в виду	3	2
