N	2gram	Vygotskiy__2	Otkroven
1	и в	32	19
2	но и	10	13
3	и не	10	13
4	в этом	13	12
5	а не	7	11
6	не в	8	11
7	может быть	18	11
8	не только	12	11
9	и все	4	10
10	в нем	4	10
11	никогда не	9	9
12	не было	2	9
13	в самой	2	9
14	потому что	21	9
15	и он	3	8
16	но он	3	7
17	до конца	3	7
18	он не	6	7
19	в его	2	7
20	все это	5	6
21	как и	10	6
22	то что	21	5
23	а в	4	5
24	отношение к	2	5
25	в том	37	5
26	в этой	6	5
27	в самом	12	5
28	в творчестве	4	5
29	с его	2	4
30	того чтобы	14	4
31	что не	3	4
32	и его	7	4
33	все эти	7	4
34	не может	17	4
35	что в	20	4
36	к нему	2	3
37	не могут	3	3
38	в этих	2	3
39	это не	2	3
40	до самой	2	3
41	и вот	3	3
42	что он	13	3
43	того что	8	3
44	для того	13	3
45	хотя бы	3	3
46	в своих	9	3
47	еще не	2	3
48	и от	2	3
49	могут быть	4	3
50	все что	2	3
51	и ее	3	3
52	в себе	2	3
53	было бы	11	3
54	когда он	10	3
55	о том	6	3
56	как бы	6	3
57	это было	3	3
58	все же	4	2
59	что и	17	2
60	он в	3	2
61	и для	4	2
62	с тем	11	2
63	ничего кроме	2	2
64	так и	3	2
65	что у	5	2
66	что же	3	2
67	как к	3	2
68	искать не	2	2
69	что все	9	2
70	по себе	12	2
71	и к	3	2
72	и никогда	2	2
73	не имеет	4	2
74	в ее	2	2
75	в которой	2	2
76	в других	2	2
77	что для	7	2
78	том что	21	2
79	так что	3	2
80	ни у	2	2
81	и на	5	2
82	и то	3	2
83	что они	7	2
84	сказать что	7	2
85	и с	4	2
86	тем что	9	2
87	должен был	2	2
88	в своей	3	2
89	так как	12	2
90	ничего не	4	2
91	и из	6	2
92	не могли	3	2
93	но в	3	2
