N	2gram	Voloshinov_2	Problemy
1	чужое слово	8	45
2	и в	19	43
3	и не	19	29
4	чужого слова	13	24
5	может быть	28	23
6	как бы	19	22
7	не может	18	18
8	в пределах	10	16
9	на чужое	3	14
10	но и	10	14
11	как и	9	14
12	точки зрения	17	13
13	в этом	15	13
14	что он	4	13
15	слова в	8	12
16	в нем	11	12
17	слова и	6	12
18	не в	10	11
19	по себе	3	11
20	не только	13	11
21	прежде всего	7	10
22	и на	5	10
23	но в	7	10
24	в его	5	10
25	как мы	15	10
26	никогда не	7	9
27	в большинстве	5	9
28	еще не	3	9
29	в сущности	14	9
30	он не	3	9
31	слово и	3	9
32	для него	9	8
33	лишь в	14	8
34	большинстве случаев	5	8
35	то же	16	8
36	с точки	13	8
37	и его	16	8
38	или в	2	8
39	слово в	3	8
40	перед нами	3	7
41	до сих	3	7
42	в самом	6	7
43	в то	8	7
44	то что	4	7
45	сих пор	3	7
46	а не	9	7
47	в другом	3	7
48	в этих	3	6
49	в том	7	6
50	при этом	9	6
51	в котором	3	6
52	и все	6	6
53	у него	2	6
54	не как	3	6
55	приводит к	2	6
56	так сказать	14	6
57	на то	4	5
58	да и	3	5
59	же время	8	5
60	к нему	5	5
61	по отношению	8	5
62	таким образом	14	5
63	все эти	3	5
64	а в	3	5
65	рядом с	2	5
66	и с	2	5
67	но ведь	3	5
68	бы в	4	5
69	слова на	3	5
70	к другому	5	5
71	вовсе не	11	5
72	о том	3	5
73	но не	2	5
74	слов и	3	5
75	было бы	4	5
76	мы увидим	2	5
77	отношению к	8	5
78	в той	5	5
79	самом деле	9	5
80	в речи	2	5
81	и он	2	5
82	в слове	4	5
83	в себе	4	5
84	что в	2	4
85	в своем	2	4
86	с другой	3	4
87	к тому	6	4
88	до конца	2	4
89	по мере	4	4
90	слово как	2	4
91	в направлении	6	4
92	должно быть	3	4
93	так как	3	4
94	то есть	2	4
95	или как	2	4
96	а как	4	4
97	с его	8	4
98	из одного	4	4
99	более того	6	4
100	чужую речь	7	4
101	совершенно не	5	4
102	в своей	3	4
103	если же	2	4
104	и до	3	4
105	во всех	6	4
106	на чужую	2	4
107	не на	2	4
108	в отличие	3	4
109	там где	2	4
110	между ними	2	4
111	мы не	2	4
112	как раз	4	4
113	речи и	13	4
114	только в	8	4
115	может стать	2	4
116	далеко не	2	4
117	установка на	2	4
118	и это	3	4
119	отличие от	3	4
120	должна быть	4	3
121	в отношении	4	3
122	это не	4	3
123	в одной	2	3
124	или иной	5	3
125	он был	2	3
126	тому же	2	3
127	более или	2	3
128	в формах	4	3
129	но для	2	3
130	и следовательно	6	3
131	той или	4	3
132	со всею	3	3
133	и их	4	3
134	в их	5	3
135	и даже	2	3
136	он и	2	3
137	и здесь	5	3
138	в диалоге	2	3
139	его в	7	3
140	между тем	6	3
141	в жизни	2	3
142	сознания и	3	3
143	если бы	11	3
144	в единстве	4	3
145	не знает	2	3
146	стороны и	2	3
147	в различных	3	3
148	того же	5	3
149	здесь в	2	3
150	мы уже	6	3
151	в конкретном	3	3
152	чужой речи	53	3
153	за пределы	3	3
154	что и	3	3
155	все же	5	3
156	себя в	2	3
157	так и	10	3
158	или менее	2	3
159	только на	4	3
160	и для	7	3
161	той же	3	3
162	ничего не	4	3
163	слова как	2	3
164	тем что	2	3
165	в виде	2	3
166	могут быть	3	3
167	и ее	4	3
168	разобранные нами	2	3
169	уже в	2	2
170	данное слово	4	2
171	диалога в	2	2
172	данной социальной	4	2
173	его и	3	2
174	чужое высказывание	9	2
175	мысли и	3	2
176	и речь	2	2
177	вопрос о	2	2
178	для понимания	3	2
179	его к	2	2
180	авторский контекст	4	2
181	оно является	2	2
182	ни в	6	2
183	как если	4	2
184	слова о	4	2
185	и как	6	2
186	лишь как	2	2
187	конкретного высказывания	3	2
188	в узком	2	2
189	мы здесь	2	2
190	что это	2	2
191	прямая речь	10	2
192	они могут	2	2
193	и является	2	2
194	и категории	2	2
195	значение в	4	2
196	является как	2	2
197	в форме	5	2
198	авторского контекста	8	2
199	отношения к	2	2
200	здесь мы	3	2
201	как слово	5	2
202	того что	4	2
203	речь и	4	2
204	так же	5	2
205	с ними	4	2
206	опирается на	2	2
207	от одного	3	2
208	сказать что	4	2
209	именно как	2	2
210	монологического высказывания	5	2
211	лишь на	5	2
212	авторской речи	4	2
213	во всяком	3	2
214	ни было	6	2
215	и всякое	2	2
216	с этим	3	2
217	лежит в	2	2
218	конечно в	3	2
219	у нас	3	2
220	мы сказали	3	2
221	одна из	7	2
222	ведь это	2	2
223	одно и	3	2
224	же слово	2	2
225	бы он	3	2
226	конечно не	4	2
227	и о	2	2
228	этого слова	5	2
229	на материале	3	2
230	на почве	9	2
231	для себя	4	2
232	и особенно	2	2
233	на самую	2	2
234	не есть	3	2
235	и пр	25	2
236	в процессе	18	2
237	внутренней речи	7	2
238	но к	2	2
239	быть и	6	2
240	в самый	2	2
241	всем этим	2	2
242	узком смысле	2	2
243	нами в	3	2
244	предметное значение	2	2
245	а с	2	2
246	еще более	2	2
247	то такой	2	2
248	если мы	6	2
249	том что	10	2
250	что не	2	2
251	должны быть	2	2
252	и эта	2	2
253	тем же	4	2
254	хотя бы	6	2
255	речь в	4	2
256	высказывания и	11	2
257	в таком	7	2
258	и то	3	2
259	нашей работы	3	2
260	мы можем	6	2
261	зрения своего	2	2
262	отношении к	5	2
263	бы не	2	2
264	все его	2	2
