N	2gram	Tiupa_Anal_2	Poddanst
1	не только	16	17
2	и в	16	14
3	и не	12	12
4	в этом	18	10
5	то же	4	9
6	в том	12	9
7	в качестве	11	9
8	но в	6	9
9	н и	2	8
10	в пределах	9	8
11	же время	2	7
12	в то	2	7
13	только в	4	7
14	но и	12	6
15	было бы	3	6
16	с другой	6	5
17	не в	4	5
18	может быть	6	5
19	в котором	2	4
20	то что	7	4
21	что в	2	4
22	если бы	3	4
23	в своем	4	4
24	не может	4	4
25	а л	2	4
26	по себе	2	4
27	л и	2	4
28	и к	5	4
29	а в	3	4
30	том что	12	4
31	и если	3	4
32	а также	7	4
33	как бы	10	4
34	столь же	4	3
35	о н	2	3
36	с одной	5	3
37	т е	2	3
38	прежде всего	3	3
39	тем самым	4	3
40	с точки	2	3
41	сводится к	3	3
42	с ними	3	3
43	между тем	2	3
44	но не	4	3
45	могут быть	10	3
46	точки зрения	4	3
47	в себе	7	3
48	одной стороны	4	3
49	вслед за	2	3
50	хотя и	4	3
51	я и	3	3
52	не менее	4	2
53	о т	2	2
54	ц и	2	2
55	и тем	4	2
56	в мире	6	2
57	именно в	3	2
58	во всех	4	2
59	в частности	16	2
60	и з	2	2
61	отнюдь не	8	2
62	со стороны	3	2
63	все это	4	2
64	может ли	2	2
65	как раз	4	2
66	не столько	3	2
67	отношения к	2	2
68	м и	3	2
69	а ц	2	2
70	еще более	2	2
71	в значительной	2	2
72	а не	10	2
73	того что	2	2
74	говорить о	6	2
75	есть в	3	2
76	из них	3	2
77	в общем	2	2
78	никак не	2	2
79	не о	2	2
80	в эту	3	2
81	в сочетании	7	2
82	в его	2	2
