N	2gram	Vygotskiy__3	Hudozhes
1	в качестве	2	19
2	то есть	15	18
3	состоит в	3	16
4	и не	10	16
5	в том	25	15
6	и в	38	15
7	не только	12	15
8	может быть	19	13
9	при этом	4	12
10	а в	7	12
11	и его	6	12
12	в этом	13	11
13	в себе	4	11
14	представляет собой	2	10
15	как бы	14	10
16	но и	5	10
17	то же	10	10
18	а не	7	10
19	в его	5	9
20	точки зрения	16	9
21	с другой	7	7
22	в то	3	7
23	но в	3	7
24	в основе	3	6
25	что в	20	6
26	в ее	7	6
27	том что	14	6
28	не в	12	6
29	не может	7	6
30	ни в	3	5
31	только в	4	5
32	в самом	25	5
33	того что	4	5
34	в нем	4	5
35	с ее	2	5
36	то что	35	5
37	и одновременно	2	5
38	другой стороны	5	5
39	уже не	2	5
40	место в	3	4
41	в этих	2	4
42	к тому	6	4
43	и как	8	4
44	в другом	5	4
45	для него	2	4
46	например в	2	4
47	он не	6	4
48	и тем	3	4
49	в своей	5	4
50	со стороны	2	4
51	как к	2	4
52	отношения к	2	4
53	и то	8	4
54	сказать что	4	4
55	между тем	7	4
56	как это	6	4
57	если бы	14	3
58	была бы	2	3
59	что он	11	3
60	и к	3	3
61	к его	2	3
62	по своему	4	3
63	того же	3	3
64	в свою	4	3
65	одно и	3	3
66	со своей	2	3
67	имеет место	2	3
68	иначе говоря	5	3
69	как раз	8	3
70	далеко не	3	3
71	в целом	4	3
72	таким образом	12	3
73	как и	8	3
74	в той	5	3
75	и что	18	3
76	с точки	9	3
77	и для	4	3
78	в таком	3	3
79	их в	2	3
80	потому что	14	3
81	автора и	2	3
82	все прочие	2	3
83	но он	2	3
84	и ее	2	3
85	в данном	2	3
86	в русской	2	3
87	его в	3	3
88	в которой	5	3
89	на деле	4	3
90	в виду	4	3
91	на этом	5	2
92	я не	5	2
93	том и	2	2
94	речь идет	4	2
95	и более	2	2
96	тому что	6	2
97	в своем	5	2
98	в них	3	2
99	в одном	8	2
100	вовсе не	8	2
101	к своему	2	2
102	идет о	4	2
103	наших глазах	2	2
104	есть в	2	2
105	одна из	4	2
106	свою очередь	2	2
107	на наших	2	2
108	в глаза	2	2
109	могла бы	3	2
110	одной стороны	5	2
111	говорит что	8	2
112	несмотря на	5	2
113	во всех	4	2
114	и о	3	2
115	совпадает с	2	2
116	по преимуществу	2	2
117	дело не	2	2
118	образом и	2	2
119	как в	4	2
120	вытекает из	2	2
121	здесь не	3	2
122	а с	2	2
123	с одной	6	2
124	все эти	4	2
125	для читателя	2	2
126	того чтобы	9	2
127	для того	8	2
128	и больше	2	2
129	из которых	4	2
130	и по	2	2
131	или в	5	2
132	так же	2	2
133	либо в	2	2
134	с ним	2	2
135	и на	6	2
136	в силу	2	2
137	у него	4	2
138	одно из	2	2
139	но как	2	2
140	в этой	13	2
141	о том	6	2
142	и это	8	2
143	из этого	8	2
144	бы не	3	2
