N	2gram	Propp_Russ_2	Istorich
1	и т	5	27
2	и в	29	26
3	т д	5	24
4	т е	24	18
5	так же	4	18
6	то что	5	16
7	не только	10	15
8	что в	22	14
9	может быть	13	14
10	же как	4	13
11	в лесу	10	12
12	но и	8	12
13	связь с	3	12
14	и пр	2	11
15	показывает что	8	10
16	таким образом	6	10
17	что и	2	9
18	все же	2	9
19	его в	8	9
20	так как	13	9
21	то же	4	8
22	этих случаях	4	8
23	а в	9	8
24	в этих	3	7
25	во время	12	7
26	об этом	2	7
27	как и	11	7
28	в качестве	3	7
29	нас к	3	7
30	как в	7	7
31	мы рассмотрим	4	7
32	их в	4	7
33	в этом	11	7
34	что здесь	3	7
35	мы имеем	6	7
36	не всегда	3	6
37	предположить что	4	6
38	еще не	6	6
39	мы видели	7	6
40	вместе с	6	6
41	не может	5	6
42	а не	4	6
43	д к	3	6
44	к нему	4	6
45	и то	2	6
46	потому что	5	6
47	могут быть	2	6
48	и как	2	5
49	это не	5	5
50	к этому	5	5
51	это и	2	5
52	но не	5	5
53	в некоторых	9	5
54	как мы	3	5
55	эта связь	2	5
56	и что	5	5
57	из которых	2	5
58	уже не	4	5
59	и по	3	5
60	не в	4	5
61	к зеленин	3	5
62	и с	10	5
63	тем что	3	5
64	но в	5	5
65	с другой	2	4
66	на себя	2	4
67	вопрос о	4	4
68	а на	9	4
69	более позднее	2	4
70	приводит нас	2	4
71	в своей	2	4
72	в этот	10	4
73	так в	2	4
74	тогда как	2	4
75	того как	2	4
76	но он	3	4
77	в которых	4	4
78	о том	9	4
79	представляют собой	7	4
80	видели что	4	3
81	представления о	2	3
82	из этих	2	3
83	в образе	2	3
84	же в	6	3
85	этом случае	6	3
86	для нас	6	3
87	в том	22	3
88	а затем	4	3
89	чтобы вызвать	2	3
90	по существу	4	3
91	том что	22	3
92	и других	3	3
93	и при	2	3
94	во всем	2	3
95	через него	2	3
96	при этом	6	3
97	на поле	4	3
98	связанные с	2	3
99	не что	2	3
100	она не	3	3
101	в лес	3	3
102	и другие	14	3
103	как бы	18	3
104	все эти	3	3
105	а также	4	3
106	данном случае	7	3
107	что она	3	3
108	а именно	3	3
109	можно предположить	3	3
110	только тогда	3	3
111	или же	5	3
112	на земле	5	3
113	как это	4	3
114	верхом на	2	3
115	в свете	3	3
116	не имеет	3	3
117	или в	7	3
118	в данном	6	3
119	в руки	2	3
120	что иное	2	3
121	связи с	2	3
122	там где	2	3
123	должен был	3	3
124	путем трения	2	3
125	иное как	2	3
126	е в	10	3
127	о чем	4	3
128	с тем	6	2
129	ниже в	2	2
130	не менее	2	2
131	никогда не	2	2
132	в фольклоре	4	2
133	с этим	2	2
134	и все	4	2
135	иногда и	2	2
136	главным образом	3	2
137	представлений о	2	2
138	тем не	2	2
139	говорит о	2	2
140	живет в	3	2
141	так что	4	2
142	представляет собой	2	2
143	есть в	2	2
144	одна из	11	2
145	на этом	3	2
146	и там	3	2
147	после того	2	2
148	нам право	2	2
149	было бы	3	2
150	или на	8	2
151	у нас	4	2
152	из леса	7	2
153	в обряде	6	2
154	в русских	4	2
155	что на	2	2
156	он показывает	2	2
157	или просто	2	2
158	не к	2	2
159	из них	4	2
160	выше мы	3	2
161	дело не	2	2
162	в форме	2	2
163	все это	10	2
164	что это	3	2
165	связь между	2	2
166	в других	15	2
167	этот вопрос	2	2
168	здесь мы	2	2
169	мы здесь	2	2
170	того что	3	2
171	земли и	5	2
172	право на	2	2
173	в таких	3	2
174	и на	6	2
175	с этой	2	2
176	в виде	4	2
177	леса в	2	2
178	в этой	3	2
179	поле и	4	2
180	леса и	3	2
