N	2gram	Propp_Isto_5	Myshleni
1	то что	7	26
2	что он	22	25
3	в этом	10	25
4	потому что	7	21
5	таким образом	9	19
6	в том	6	18
7	не может	6	18
8	точки зрения	2	18
9	того чтобы	3	17
10	что в	8	16
11	и в	25	16
12	того что	2	16
13	так как	11	16
14	не только	13	16
15	так же	5	15
16	том что	8	15
17	для того	3	14
18	сказать что	2	13
19	отношению к	2	12
20	вопрос о	2	12
21	по отношению	2	12
22	и не	11	12
23	и что	8	12
24	в его	12	11
25	но не	5	10
26	как мы	5	10
27	а не	2	10
28	только в	7	10
29	может быть	17	9
30	о том	7	8
31	если бы	2	8
32	как и	7	8
33	мы должны	4	8
34	он не	4	8
35	то же	4	8
36	же как	4	7
37	друг с	2	7
38	в нем	7	7
39	но он	2	7
40	того же	2	7
41	по себе	2	7
42	представляет собой	7	7
43	с другом	2	7
44	что все	4	6
45	не в	6	6
46	в этой	3	6
47	но и	13	6
48	и на	8	6
49	у него	2	6
50	связанные с	2	6
51	мы можем	2	6
52	никогда не	3	5
53	показывает что	5	5
54	мы и	2	5
55	как бы	2	5
56	но мы	3	5
57	в то	3	5
58	с ним	4	5
59	тогда когда	2	5
60	из нее	2	5
61	можно сказать	2	5
62	как в	6	5
63	того как	4	5
64	это значит	2	5
65	тем что	10	5
66	в которой	4	5
67	ничего не	2	5
68	значит что	2	5
69	все эти	8	4
70	с другой	9	4
71	это не	6	4
72	с этой	2	4
73	так что	2	4
74	в свою	3	4
75	в пределах	4	4
76	в целом	3	4
77	в свете	3	4
78	и по	2	4
79	что мы	2	4
80	мы видим	8	4
81	в качестве	7	4
82	еще не	8	4
83	вместе с	22	4
84	могут быть	6	4
85	такой же	2	4
86	не менее	4	3
87	в частности	7	3
88	раньше чем	4	3
89	прежде всего	6	3
90	мы знаем	8	3
91	и как	3	3
92	но это	7	3
93	самом деле	2	3
94	одной стороны	7	3
95	к нему	3	3
96	если в	3	3
97	и тем	4	3
98	мы видели	7	3
99	его и	2	3
100	с одной	7	3
101	они не	3	3
102	а в	3	3
103	и с	3	3
104	к его	2	3
105	в этих	6	3
106	мы не	5	3
107	с тем	8	3
108	с этим	5	3
109	к этому	2	3
110	он может	2	3
111	таким же	2	3
112	этом случае	7	3
113	все же	10	3
114	по существу	2	3
115	то в	2	3
116	еще в	2	3
117	что и	6	3
118	говорит о	2	3
119	сих пор	2	3
120	ее в	2	3
121	на этом	3	3
122	в себя	3	3
123	из которых	2	3
124	и его	9	3
125	связи с	8	3
126	до сих	2	3
127	что у	4	2
128	но все	5	2
129	это происходит	2	2
130	очевидно что	2	2
131	одним из	2	2
132	в ней	5	2
133	совершенно не	2	2
134	по мере	2	2
135	только один	3	2
136	в своей	2	2
137	из них	2	2
138	представляют собой	3	2
139	все это	4	2
140	другой стороны	8	2
141	язык и	2	2
142	образом в	2	2
143	совершенно ясно	4	2
144	и здесь	7	2
145	в истории	4	2
146	на нее	2	2
147	их в	3	2
148	в более	3	2
149	том как	2	2
150	о чем	2	2
151	к которым	2	2
152	представления о	3	2
153	вовсе не	2	2
154	его в	9	2
155	в различных	2	2
156	то это	3	2
157	видим что	5	2
158	же в	2	2
159	во всем	2	2
160	без всяких	2	2
161	жизни и	2	2
162	и из	3	2
163	когда он	2	2
164	никто не	3	2
165	и требует	3	2
166	в свое	2	2
167	и потому	2	2
168	во всех	2	2
169	находится в	2	2
170	такое же	2	2
171	его на	4	2
172	ту же	2	2
173	он делает	2	2
