N	2gram	Bakhtin_Fr_7	Myslijsy
1	потому что	5	46
2	то есть	20	34
3	в том	11	32
4	и в	41	30
5	может быть	4	28
6	то же	13	23
7	не только	5	21
8	только в	6	21
9	но и	9	19
10	том что	4	18
11	то что	8	18
12	того что	2	18
13	что в	9	17
14	не есть	2	17
15	в себе	11	16
16	не в	9	15
17	и не	7	15
18	а не	2	15
19	таким образом	19	14
20	что и	5	13
21	так как	3	13
22	вместе с	5	12
23	а в	5	12
24	так и	10	11
25	как и	14	10
26	как в	5	10
27	в этом	15	10
28	в то	10	10
29	для него	6	9
30	было бы	4	9
31	в нем	7	9
32	мы не	2	9
33	в ней	5	8
34	и то	2	8
35	вовсе не	7	7
36	к тому	2	7
37	как мы	11	7
38	есть не	2	7
39	тем самым	3	7
40	тем что	3	7
41	же что	2	6
42	что он	3	6
43	но это	3	6
44	с этим	2	6
45	из них	3	6
46	например в	3	6
47	не может	3	6
48	уже не	2	6
49	не имеет	3	6
50	с ним	2	6
51	уже в	5	5
52	в них	7	5
53	и как	2	5
54	же время	9	5
55	в своем	9	5
56	еще не	2	5
57	отношению к	2	5
58	по отношению	2	5
59	одно и	2	5
60	должно быть	4	5
61	что это	4	4
62	оно не	2	4
63	и от	8	4
64	мы видели	5	4
65	этот образ	2	4
66	все это	10	4
67	все что	4	4
68	в его	12	4
69	и его	9	4
70	он не	4	4
71	не было	3	4
72	и по	3	4
73	того как	5	4
74	далеко не	2	4
75	и это	5	4
76	и потому	3	4
77	в каждой	2	4
78	место в	4	3
79	в человеке	2	3
80	и есть	3	3
81	прежде всего	11	3
82	и все	14	3
83	что все	2	3
84	в образе	4	3
85	к этому	5	3
86	а только	2	3
87	именно в	2	3
88	есть в	6	3
89	более или	2	3
90	свою очередь	3	3
91	в свою	3	3
92	при этом	3	3
93	и может	2	3
94	как бы	7	3
95	никто не	10	3
96	не знаем	2	3
97	образом и	2	3
98	время в	2	3
99	или менее	2	3
100	в словах	2	3
101	только на	2	3
102	к нему	5	3
103	так же	5	3
104	на которой	2	3
105	или в	2	3
106	и на	4	3
107	не знает	3	3
108	его в	3	3
109	здесь только	2	3
110	здесь как	2	3
111	в чем	2	3
112	в которой	2	3
113	это было	2	3
114	том как	2	3
115	перед нами	2	2
116	во время	3	2
117	но все	4	2
118	не подлежит	3	2
119	та же	4	2
120	человек может	2	2
121	в одном	3	2
122	это в	3	2
123	есть то	2	2
124	его к	3	2
125	отношение к	2	2
126	одной из	2	2
127	мы видим	6	2
128	в этой	13	2
129	по своему	2	2
130	как о	3	2
131	у него	6	2
132	несмотря на	3	2
133	мы уже	12	2
134	в свое	2	2
135	но этот	3	2
136	оно ни	2	2
137	же в	2	2
138	жизни и	3	2
139	в своей	3	2
140	и до	6	2
141	в их	3	2
142	в форме	3	2
143	целый ряд	4	2
144	что есть	2	2
145	в разных	2	2
146	этом отношении	2	2
147	и человеческой	2	2
148	слово это	2	2
149	и наконец	4	2
150	той же	3	2
151	но без	2	2
152	в которых	2	2
153	их в	2	2
154	ни в	6	2
155	от этого	3	2
156	точки зрения	5	2
157	бы в	2	2
158	может стать	2	2
159	явлений и	2	2
160	о том	6	2
161	глядя на	2	2
162	связанное с	2	2
163	так сказать	3	2
164	в области	2	2
165	нет ни	2	2
166	и с	4	2
