N	2gram	Nazirov_Tv_1	Myshleni
1	в том	7	33
2	том что	11	27
3	то что	8	20
4	в этом	6	19
5	того что	3	17
6	и в	21	15
7	не только	7	15
8	что в	12	14
9	таким образом	5	14
10	что он	6	12
11	в самом	3	11
12	в целом	4	10
13	но и	3	10
14	в своем	4	9
15	может быть	5	9
16	не может	4	9
17	о том	6	9
18	так и	2	8
19	никогда не	3	8
20	не в	2	8
21	к тому	2	7
22	и не	7	7
23	потому что	5	7
24	как бы	17	7
25	тот же	2	7
26	он не	8	7
27	в частности	2	6
28	в этой	5	6
29	в виду	2	6
30	мы находим	2	6
31	с другой	3	6
32	сказать что	2	6
33	но в	7	6
34	вовсе не	5	6
35	как и	12	6
36	вместе с	2	6
37	самом деле	2	6
38	это не	4	5
39	уже в	3	5
40	представление о	3	5
41	и даже	3	5
42	приводит к	2	5
43	то же	13	5
44	говорит что	2	5
45	во всей	2	5
46	на деле	2	5
47	прежде всего	4	4
48	что все	3	4
49	все это	10	4
50	который в	3	4
51	так же	3	4
52	а в	6	4
53	и с	3	4
54	в конечном	4	4
55	при помощи	2	4
56	так как	3	4
57	с его	11	4
58	конечном счете	4	4
59	к этому	2	4
60	все же	5	4
61	в качестве	2	4
62	в своей	4	4
63	даже в	3	4
64	как в	8	4
65	что его	2	4
66	хотя бы	5	4
67	и его	6	4
68	только в	5	4
69	в которой	3	4
70	он сам	6	3
71	человека и	4	3
72	об этом	2	3
73	для него	6	3
74	при этом	7	3
75	из них	2	3
76	данном случае	2	3
77	что для	2	3
78	и по	3	3
79	что как	2	3
80	в основе	2	3
81	с ним	3	3
82	и все	6	3
83	не существует	3	3
84	личности не	2	3
85	но не	3	3
86	того же	2	3
87	действительности и	2	3
88	одной из	4	3
89	он говорит	3	3
90	когда он	2	3
91	что она	2	3
92	только что	2	3
93	на самом	3	3
94	тем самым	7	3
95	а не	5	3
96	вот почему	3	3
97	или в	2	3
98	в данном	2	3
99	в отличие	2	3
100	отличие от	2	3
101	быть может	2	2
102	в этих	2	2
103	перед нами	2	2
104	можно сказать	2	2
105	протяжении всего	2	2
106	живет в	2	2
107	и как	4	2
108	иными словами	2	2
109	за то	2	2
110	в котором	6	2
111	и тем	2	2
112	с ее	3	2
113	в первой	2	2
114	могут быть	2	2
115	на том	2	2
116	в их	3	2
117	этой проблемы	2	2
118	и других	3	2
119	от жизни	2	2
120	но если	3	2
121	больше чем	2	2
122	в книге	3	2
123	у него	7	2
124	отнюдь не	5	2
125	именно в	2	2
126	из всех	4	2
127	представляет собой	3	2
128	в один	2	2
129	к ней	2	2
130	в его	13	2
131	что и	2	2
132	ее в	3	2
133	в себя	2	2
134	жизни он	2	2
135	для человека	3	2
136	той же	3	2
137	в себе	2	2
138	на протяжении	3	2
139	ту же	3	2
140	на эту	4	2
141	не то	2	2
