N	2gram	Ircho_Kome_3	StatiiOP
1	и в	22	25
2	в этом	8	24
3	в том	12	20
4	что в	5	19
5	что он	8	19
6	может быть	6	19
7	тем что	5	19
8	том что	13	15
9	в этой	3	14
10	г и	2	12
11	в г	2	12
12	в его	8	12
13	то что	4	12
14	не только	5	12
15	так что	6	11
16	прежде всего	5	10
17	таким образом	12	10
18	и не	21	10
19	у него	4	9
20	но и	4	9
21	и т	4	8
22	все это	5	8
23	т е	16	8
24	в своих	2	8
25	о том	8	8
26	это не	2	7
27	что касается	2	7
28	было бы	3	7
29	с этим	3	7
30	не может	3	7
31	точки зрения	4	7
32	из его	2	7
33	в то	6	7
34	в конце	7	6
35	не в	4	6
36	как бы	3	6
37	как в	2	6
38	а в	7	6
39	и на	2	6
40	г в	2	6
41	т п	4	6
42	в области	2	6
43	между тем	2	6
44	то же	7	5
45	в них	3	5
46	потому что	10	5
47	с другой	4	5
48	на то	3	5
49	ни в	10	5
50	об этом	7	5
51	в котором	2	5
52	и это	2	5
53	то обстоятельство	2	5
54	а не	4	5
55	другой стороны	2	5
56	он не	5	5
57	обстоятельство что	2	5
58	так и	4	5
59	но в	5	5
60	этом отношении	2	4
61	с тем	4	4
62	всяком случае	3	4
63	состоит в	2	4
64	это в	2	4
65	а как	2	4
66	как и	3	4
67	в начале	3	4
68	в качестве	2	4
69	если бы	8	4
70	и к	3	4
71	на его	2	4
72	он говорит	2	4
73	в ней	4	4
74	к ней	8	4
75	а также	2	4
76	в своей	5	4
77	в целом	3	4
78	отношение к	5	4
79	из этого	2	4
80	не было	2	4
81	в рукописи	2	4
82	в течение	3	4
83	из которых	2	4
84	с точки	3	4
85	к нему	5	4
86	и для	4	4
87	и с	4	4
88	время как	2	4
89	во всяком	3	4
90	все же	4	4
91	в которой	3	4
92	то время	2	4
93	ничего не	3	4
94	на вопрос	2	3
95	уже в	2	3
96	с его	3	3
97	тому что	2	3
98	в какой	3	3
99	во время	6	3
100	к этому	6	3
101	же время	5	3
102	и здесь	4	3
103	он был	4	3
104	с этой	3	3
105	тем более	4	3
106	и что	6	3
107	до конца	4	3
108	одной стороны	3	3
109	сцена из	2	3
110	и если	2	3
111	несмотря на	4	3
112	обращается к	3	3
113	конце концов	2	3
114	не является	4	3
115	со стороны	11	3
116	в их	2	3
117	от нее	3	3
118	как раз	6	3
119	в связи	4	3
120	по мнению	2	3
121	что мы	2	3
122	не так	3	3
123	и его	6	3
124	что для	2	3
125	говорить о	3	3
126	в другом	2	3
127	связи с	5	3
128	так как	11	3
129	сам он	2	2
130	все время	2	2
131	не менее	5	2
132	должен был	4	2
133	никогда не	3	2
134	себя и	2	2
135	молодой человек	8	2
136	по тому	2	2
137	и во	2	2
138	на долю	3	2
139	одного из	3	2
140	вовсе не	4	2
141	и ее	2	2
142	самого начала	4	2
143	этот человек	2	2
144	к тому	6	2
145	как мы	2	2
146	а по	5	2
147	не как	2	2
148	без всякого	2	2
149	трагедии и	2	2
150	что его	5	2
151	такое же	2	2
152	но все	4	2
153	х годов	2	2
154	что они	2	2
155	выходит из	2	2
156	того же	6	2
157	в свою	7	2
158	до сих	9	2
159	еще не	6	2
160	одной из	3	2
161	в самом	9	2
162	в сущности	2	2
163	во всех	2	2
164	при всей	2	2
165	не совсем	2	2
166	которую он	2	2
167	в виду	2	2
168	речь идет	5	2
169	нет и	4	2
170	один из	3	2
171	должен быть	2	2
172	здесь нет	4	2
173	тем не	3	2
174	в развитии	2	2
175	чтобы в	2	2
176	вместе с	9	2
177	дело не	2	2
178	сих пор	9	2
179	до нас	4	2
180	только что	7	2
181	в отношении	4	2
182	с одной	3	2
183	от того	2	2
184	в произведениях	2	2
185	о которой	2	2
186	не мог	2	2
187	самом деле	6	2
188	с самого	4	2
189	для того	6	2
190	что не	3	2
191	его не	2	2
192	мы не	2	2
193	в которых	5	2
194	в результате	2	2
195	этой комедии	4	2
196	он и	2	2
197	на это	3	2
198	что эта	2	2
199	не имеет	3	2
200	и тот	3	2
201	к этой	2	2
