N	3gram	Voloshinov_2	Formalny
1	в связи с	7	10
2	не может быть	10	10
3	с точки зрения	13	7
4	то же время	8	5
5	в самом деле	5	5
6	в то же	8	5
7	языка и его	3	5
8	во всяком случае	2	5
9	пр и пр	3	4
10	и пр и	4	4
11	того или иного	2	4
12	как мы видели	3	4
13	в высшей степени	3	4
14	и пр но	2	3
15	в большинстве случаев	5	3
16	и не может	3	3
17	в зависимости от	2	3
18	в значительной степени	2	3
19	может быть и	5	3
20	хотя бы в	2	3
21	на самом деле	4	3
22	но и в	2	3
23	быть и речи	2	3
24	для того чтобы	6	3
25	в отличие от	3	2
26	к тому что	3	2
27	с самого начала	5	2
28	и не в	3	2
29	чем же является	2	2
30	и прежде всего	2	2
31	в том что	6	2
