N	2gram	Vinokur_Ku_3	Problemy
1	и в	23	34
2	и не	10	29
3	как бы	5	27
4	что он	6	23
5	в его	11	22
6	к другому	2	20
7	может быть	14	19
8	не может	6	19
9	как и	5	18
10	но в	2	16
11	все это	2	16
12	в этом	16	16
13	и с	3	15
14	прежде всего	9	15
15	он не	3	15
16	то же	6	14
17	самом деле	14	13
18	т е	32	12
19	но и	3	12
20	и к	3	12
21	потому что	12	12
22	в то	3	12
23	вовсе не	5	11
24	в сущности	4	11
25	то что	4	11
26	на самом	3	11
27	не только	17	10
28	слова и	7	10
29	в отношении	3	9
30	не в	5	9
31	а не	11	9
32	в самом	13	8
33	и т	54	8
34	так же	2	8
35	точки зрения	23	8
36	что же	5	8
37	слова в	4	7
38	я не	5	7
39	что в	13	7
40	этого слова	4	7
41	все же	5	7
42	на него	3	7
43	как мы	5	7
44	что не	4	7
45	там где	3	7
46	я все	2	6
47	что они	2	6
48	в пределах	2	6
49	отношение к	3	6
50	не знает	2	6
51	отношению к	2	6
52	так и	6	6
53	т п	41	6
54	только в	6	6
55	что это	3	5
56	это не	3	5
57	к тому	3	5
58	но все	2	5
59	и что	7	5
60	того что	11	5
61	в целом	4	5
62	по отношению	3	5
63	таким образом	9	5
64	и вот	3	5
65	лишь в	8	5
66	а в	5	5
67	мы должны	3	5
68	с тем	6	5
69	в одном	2	5
70	на протяжении	2	5
71	что и	6	5
72	ни одного	2	5
73	хотя бы	9	5
74	в слове	4	5
75	во всяком	2	5
76	в чем	5	5
77	на вопрос	3	4
78	но на	3	4
79	с другой	7	4
80	что все	2	4
81	ни в	3	4
82	но это	5	4
83	на этом	2	4
84	при этом	6	4
85	в общем	6	4
86	не о	2	4
87	как к	2	4
88	все эти	7	4
89	но как	3	4
90	его в	2	4
91	так как	9	4
92	если бы	8	4
93	как раз	4	4
94	но не	3	4
95	еще не	9	4
96	бы и	3	4
97	как в	4	4
98	с точки	16	4
99	с другими	2	4
100	тем что	5	4
101	он в	2	4
102	я в	3	4
103	ничего не	6	4
104	вместе с	2	4
105	не менее	12	3
106	уже в	3	3
107	для этого	6	3
108	в том	22	3
109	такой же	2	3
110	но для	3	3
111	хотя и	5	3
112	в виду	8	3
113	в котором	2	3
114	мы видели	3	3
115	другой стороны	3	3
116	должно быть	7	3
117	в ней	3	3
118	говорить о	6	3
119	как он	2	3
120	а что	2	3
121	не как	2	3
122	раз и	2	3
123	по себе	6	3
124	в ее	4	3
125	том что	11	3
126	по своему	2	3
127	между тем	4	3
128	бы уже	2	3
129	лишь о	2	3
130	в своей	4	3
131	только что	2	3
132	а с	3	3
133	как я	2	3
134	как ты	3	3
135	и как	2	3
136	эти слова	2	3
137	далеко не	5	3
138	не было	4	2
139	сама по	2	2
140	это уже	3	2
141	тому что	4	2
142	о них	4	2
143	столь же	4	2
144	с этой	3	2
145	эти последние	2	2
146	это в	2	2
147	вопрос о	11	2
148	этом случае	4	2
149	или иной	7	2
150	тем не	9	2
151	только слово	2	2
152	мог бы	2	2
153	и если	2	2
154	что такое	4	2
155	все те	2	2
156	был бы	3	2
157	один из	4	2
158	отличается от	2	2
159	в своем	4	2
160	и только	3	2
161	т д	8	2
162	те же	7	2
163	как слово	2	2
164	я хочу	3	2
165	того или	3	2
166	как на	8	2
167	увидим что	2	2
168	в которых	3	2
169	остается в	2	2
170	той или	5	2
171	что сам	3	2
172	о том	6	2
173	сказать что	7	2
174	и должно	5	2
175	слово в	3	2
176	я и	3	2
177	одно только	2	2
178	смысле этого	2	2
179	отнюдь не	3	2
180	однако в	2	2
181	были бы	4	2
182	не с	2	2
183	точек зрения	2	2
184	и того	2	2
185	это и	3	2
186	то в	3	2
187	того же	4	2
188	тот же	6	2
189	было бы	16	2
190	конечно не	2	2
191	за пределы	2	2
192	своего рода	2	2
193	когда он	2	2
194	всего этого	3	2
195	так в	2	2
196	слова как	2	2
197	в отличие	2	2
198	бы не	3	2
199	тому же	3	2
200	еще более	2	2
201	в той	4	2
202	уже не	8	2
203	речи в	7	2
204	что значит	4	2
205	той же	3	2
206	такая же	2	2
207	и без	2	2
208	тому как	2	2
209	и об	2	2
210	не то	2	2
211	которые в	4	2
212	так сказать	2	2
213	отличие от	2	2
214	если и	2	2
215	о чем	2	2
