N	2gram	Propp_Morf_1	Problema
1	и в	13	44
2	вовсе не	4	37
3	и не	12	35
4	может быть	52	28
5	потому что	3	25
6	то что	8	23
7	в том	6	21
8	только в	2	19
9	а не	11	18
10	в этом	14	17
11	для нас	2	16
12	также и	4	16
13	сказать что	2	16
14	если мы	5	16
15	не только	4	14
16	не в	3	13
17	и т	41	13
18	т д	39	13
19	то же	7	13
20	но в	2	12
21	том что	4	12
22	не является	3	11
23	не менее	5	10
24	то это	3	10
25	но и	4	10
26	у нас	2	10
27	как и	3	10
28	тем не	5	10
29	так и	6	10
30	это не	6	9
31	и тем	2	9
32	не имеет	2	9
33	как бы	3	9
34	так как	16	9
35	что он	4	9
36	в то	3	9
37	что и	7	9
38	во всяком	2	9
39	таким образом	21	9
40	перед нами	10	8
41	что в	8	8
42	смысле слова	4	8
43	есть нечто	3	8
44	того что	3	8
45	что мы	2	8
46	при помощи	9	8
47	но это	6	8
48	было бы	3	8
49	он не	3	8
50	что же	2	8
51	как мы	6	8
52	связи с	10	8
53	здесь не	2	8
54	с другой	8	7
55	не может	14	7
56	в связи	9	7
57	уже не	2	7
58	все эти	2	7
59	и что	2	7
60	мы должны	3	7
61	это и	2	7
62	на самом	4	7
63	мы не	8	7
64	значит что	3	7
65	то ни	3	6
66	можно сказать	2	6
67	но если	7	6
68	всяком случае	2	6
69	в целом	3	6
70	ясно что	5	6
71	и к	4	6
72	о том	2	6
73	все же	7	6
74	мы можем	2	6
75	в виде	2	6
76	в нашем	3	5
77	что они	2	5
78	с тем	2	5
79	и есть	2	5
80	хотя и	3	5
81	другой стороны	4	5
82	а в	7	5
83	точки зрения	2	5
84	и здесь	5	5
85	этом случае	8	5
86	еще не	3	5
87	как в	3	5
88	так же	3	5
89	тому что	4	4
90	имеется в	3	4
91	время как	3	4
92	но как	2	4
93	на первый	3	4
94	бы то	3	4
95	то время	3	4
96	а также	4	4
97	или в	4	4
98	можно было	2	4
99	тем что	4	4
100	в каком	2	4
101	или по	2	4
102	и другие	6	3
103	это уже	3	3
104	прежде всего	9	3
105	на то	2	3
106	в тех	6	3
107	к тому	4	3
108	без всякого	2	3
109	ни было	2	3
110	и как	5	3
111	но все	3	3
112	в этой	2	3
113	случае не	3	3
114	в которых	2	3
115	самого себя	2	3
116	но вот	2	3
117	его в	2	3
118	с собой	3	3
119	ни к	2	3
120	если бы	2	3
121	об этом	4	3
122	же в	2	3
123	говорить о	3	3
124	то в	3	3
125	но не	4	3
126	а то	3	3
127	в качестве	5	3
128	она не	2	3
129	но оно	2	3
130	не значит	2	3
131	быть и	2	3
132	самом деле	4	3
133	что такое	3	3
134	хотя бы	4	3
135	этот вопрос	2	3
136	и ее	3	3
137	как будто	2	3
138	в таких	2	3
139	если же	5	3
140	ничего не	4	3
141	мы будем	3	2
142	в частности	2	2
143	в этих	13	2
144	никто не	3	2
145	совсем не	3	2
146	между собою	2	2
147	однако в	2	2
148	из них	3	2
149	и за	2	2
150	от того	3	2
151	это так	2	2
152	и по	2	2
153	друг друга	3	2
154	в результате	7	2
155	с этим	11	2
156	в начале	3	2
157	настоящее время	3	2
158	как это	3	2
159	мы имеем	9	2
160	на котором	3	2
161	случаях не	2	2
162	сразу же	2	2
163	таких случаях	2	2
164	по существу	12	2
165	по своему	2	2
166	есть и	4	2
167	что при	2	2
168	с теми	4	2
169	во всех	4	2
170	в настоящее	3	2
171	дело не	2	2
172	не будем	4	2
173	даже не	3	2
174	только что	2	2
175	нами в	2	2
176	а с	2	2
177	первый взгляд	3	2
178	героя в	4	2
179	из которых	3	2
180	который в	2	2
181	и для	2	2
182	с точки	2	2
183	могут быть	16	2
184	в другом	2	2
185	в которой	3	2
186	это было	3	2
