N	2gram	Bakhtin_sl_1	Myshleni
1	в том	3	42
2	том что	2	35
3	в процессе	4	27
4	таким образом	9	25
5	точки зрения	16	24
6	в этом	12	24
7	в качестве	3	21
8	и в	41	20
9	в основе	5	17
10	то же	14	16
11	не только	16	15
12	что они	2	14
13	как мы	8	13
14	с другой	5	12
15	при этом	6	12
16	в их	4	12
17	потому что	2	12
18	может быть	14	12
19	в целом	2	11
20	так же	2	11
21	в его	13	11
22	с точки	8	11
23	того что	3	10
24	в истории	3	10
25	так как	3	10
26	в отношении	6	10
27	мы видим	2	10
28	если мы	2	10
29	и то	2	10
30	в себе	3	10
31	только в	6	10
32	слова в	8	9
33	одной стороны	4	9
34	но и	16	9
35	другой стороны	4	9
36	с одной	4	9
37	между тем	2	9
38	как и	4	9
39	того же	6	9
40	и не	16	8
41	и тем	2	8
42	в результате	3	8
43	было бы	3	8
44	друг с	2	7
45	как бы	12	7
46	с другом	2	7
47	в своей	7	7
48	а не	15	7
49	могут быть	19	7
50	к тому	3	6
51	же как	2	6
52	такого рода	2	6
53	в самом	5	6
54	не может	14	6
55	те же	2	6
56	и на	14	6
57	сказать что	2	6
58	его в	3	6
59	слово в	10	6
60	одно и	2	6
61	той же	2	6
62	можно было	2	6
63	перед нами	4	5
64	в частности	2	5
65	никогда не	3	5
66	это не	6	5
67	не является	2	5
68	и его	14	5
69	между собой	2	5
70	с этим	3	5
71	и к	5	5
72	все же	7	5
73	о том	3	5
74	мы уже	2	5
75	так и	11	5
76	как в	8	5
77	для того	2	5
78	все эти	9	5
79	слова и	13	5
80	все время	3	4
81	тому что	2	4
82	в своем	3	4
83	словом и	3	4
84	для нас	2	4
85	и той	2	4
86	из них	3	4
87	на один	2	4
88	на том	2	4
89	роль в	2	4
90	друг друга	3	4
91	и те	2	4
92	с этой	3	4
93	в сознании	2	4
94	и с	4	4
95	к этому	2	4
96	по своему	2	4
97	в смысле	4	4
98	в сущности	13	4
99	одному и	2	4
100	нами в	2	4
101	между ними	2	4
102	не в	7	4
103	и для	4	4
104	во всяком	7	4
105	которые в	3	4
106	на этом	2	3
107	не могут	3	3
108	в этих	2	3
109	формы и	3	3
110	и от	4	3
111	что все	2	3
112	на все	2	3
113	же слово	3	3
114	так что	2	3
115	одной из	3	3
116	почти всегда	3	3
117	в условиях	2	3
118	всяком случае	5	3
119	он пользуется	3	3
120	один из	4	3
121	литературному языку	3	3
122	именно в	3	3
123	и других	3	3
124	столь же	2	3
125	должно быть	2	3
126	на его	8	3
127	оно может	2	3
128	но в	8	3
129	и во	3	3
130	этом случае	2	3
131	по существу	3	3
132	но не	2	3
133	основе их	2	3
134	себя в	9	3
135	совершенно не	2	3
136	нас в	2	3
137	в виде	2	3
138	связи с	2	3
139	в которой	4	3
140	как только	3	2
141	может не	8	2
142	связана с	2	2
143	в другой	2	2
144	в каждом	4	2
145	прежде всего	8	2
146	мы найдем	3	2
147	основных и	2	2
148	мы и	2	2
149	свою очередь	2	2
150	в свою	3	2
151	для него	3	2
152	и у	2	2
153	одним из	4	2
154	они могут	7	2
155	в ней	4	2
156	на предмет	4	2
157	в него	3	2
158	в нем	30	2
159	к нему	5	2
160	от других	2	2
161	данном случае	3	2
162	между этими	2	2
163	а в	6	2
164	вообще не	3	2
165	также и	3	2
166	в данном	3	2
167	из этих	3	2
168	и здесь	3	2
169	влияния на	3	2
170	в известном	2	2
171	возникает из	2	2
172	нисколько не	2	2
173	у него	3	2
174	с которым	2	2
175	между словом	2	2
176	зависимости от	3	2
177	еще не	4	2
178	том же	4	2
179	далеко не	5	2
180	в свое	3	2
181	а также	2	2
182	даже в	2	2
183	не есть	2	2
184	языке и	2	2
185	и речи	2	2
186	только на	2	2
187	в языке	5	2
188	входит в	4	2
189	а с	2	2
190	в той	10	2
191	последнего времени	2	2
192	в слове	7	2
193	ту же	4	2
194	как оно	3	2
195	здесь не	2	2
196	из него	2	2
