N	3gram	Losev_Prob_4	Marksizm
1	с точки зрения	11	13
2	в то же	2	8
3	в связи с	3	7
4	в том что	8	6
5	для того чтобы	2	6
6	то же самое	6	5
7	той или иной	11	4
8	на самом деле	3	4
9	в той или	7	3
10	мы ни взяли	2	3
11	на самом же	2	3
12	вовсе не является	2	3
13	о том что	3	3
14	самом же деле	2	3
15	по крайней мере	6	2
16	является для него	2	2
17	ни в какой	4	2
18	более или менее	2	2
19	ни в коем	3	2
20	того или иного	3	2
21	в зависимости от	3	2
22	во всяком случае	4	2
23	к тому же	2	2
24	и прежде всего	2	2
25	в коем случае	3	2
