N	2gram	Vygotskiy__5	EvropaiC
1	таким образом	19	32
2	в том	18	31
3	и в	16	24
4	том что	15	20
5	все эти	4	19
6	не может	18	18
7	то что	26	17
8	может быть	9	15
9	все же	3	15
10	точки зрения	18	13
11	в своем	5	12
12	до сих	3	12
13	сих пор	3	12
14	самом деле	3	12
15	в этом	25	12
16	все это	2	11
17	между тем	3	11
18	с этим	3	11
19	отношению к	12	10
20	мы знаем	3	10
21	как бы	5	10
22	по отношению	12	10
23	все что	2	10
24	во всех	2	10
25	так и	7	10
26	при этом	4	9
27	друг с	7	9
28	в результате	4	9
29	как и	8	9
30	того же	7	9
31	с другом	7	9
32	что в	16	9
33	не в	6	8
34	в самом	4	8
35	так же	15	8
36	если бы	8	8
37	мы говорили	2	8
38	с точки	9	8
39	не менее	3	7
40	к тому	6	7
41	но и	6	7
42	и не	12	7
43	и что	12	7
44	по своей	3	7
45	о том	8	7
46	что он	25	7
47	по существу	3	7
48	в силу	10	7
49	того чтобы	17	7
50	для того	14	7
51	из этого	2	7
52	должна быть	5	6
53	с другой	4	6
54	так что	4	6
55	в этой	6	6
56	друг от	4	6
57	от друга	4	6
58	того что	16	6
59	как на	3	6
60	и на	6	6
61	так как	16	6
62	с ним	5	6
63	еще не	4	6
64	что и	3	6
65	мы можем	6	6
66	только в	10	6
67	вместе с	4	6
68	именно в	4	5
69	столь же	2	5
70	и от	2	5
71	на все	5	5
72	что все	6	5
73	тому же	2	5
74	у него	6	5
75	что с	5	5
76	в целом	4	5
77	и их	4	5
78	другой стороны	2	5
79	и с	3	5
80	потому что	21	5
81	его в	2	5
82	ступени развития	2	5
83	но в	6	5
84	сравнению с	5	5
85	к этому	3	5
86	и к	2	5
87	в то	5	5
88	по своему	3	5
89	в его	11	5
90	не только	16	5
91	по сравнению	5	5
92	но все	2	5
93	между двумя	3	5
94	как будто	2	5
95	в которой	5	5
96	на вопрос	5	4
97	не могут	4	4
98	никогда не	5	4
99	в такой	5	4
100	этом случае	3	4
101	из того	11	4
102	это есть	4	4
103	одним из	2	4
104	отношение к	11	4
105	из них	2	4
106	в их	3	4
107	а потому	3	4
108	должно быть	8	4
109	и то	4	4
110	между собой	13	4
111	в состоянии	4	4
112	связи с	3	4
113	мы должны	8	4
114	он не	8	4
115	не есть	4	4
116	что эта	3	4
117	совершенно не	2	4
118	то же	8	4
119	а с	2	4
120	если мы	7	4
121	из которых	3	4
122	хотя бы	5	4
123	своем развитии	5	4
124	и т.д	4	4
125	в области	12	4
126	мы будем	2	3
127	же как	7	3
128	с одной	3	3
129	в этих	3	3
130	одного и	3	3
131	вопрос о	12	3
132	очевидно что	2	3
133	по одному	4	3
134	в нем	7	3
135	от того	3	3
136	в совершенно	2	3
137	что оно	6	3
138	образом в	2	3
139	заключается в	5	3
140	и по	4	3
141	а в	3	3
142	это не	4	3
143	что только	2	3
144	в истории	2	3
145	что мы	4	3
146	и потому	2	3
147	бы в	4	3
148	с тем	3	3
149	прежде всего	3	3
150	в жизни	2	3
151	таким же	3	3
152	и того	3	3
153	у нас	2	3
154	во всем	2	3
155	чем в	3	3
156	как известно	4	3
157	тот же	5	3
158	и может	3	3
159	что если	4	3
160	только что	5	3
161	должны быть	2	3
162	которые не	2	3
163	тем более	4	3
164	ничего общего	3	3
165	отличие от	2	3
166	не то	4	3
167	свою очередь	3	2
168	в частности	3	2
169	себя и	2	2
170	тому что	5	2
171	что у	2	2
172	с этой	4	2
173	что эти	2	2
174	именно потому	2	2
175	как мы	10	2
176	для него	5	2
177	мы и	5	2
178	совершенно ясно	2	2
179	такой же	4	2
180	что они	5	2
181	на этом	3	2
182	в свою	4	2
183	одной стороны	3	2
184	к нему	3	2
185	к ним	2	2
186	в ней	2	2
187	но если	6	2
188	в виду	2	2
189	в котором	2	2
190	только один	2	2
191	мы видели	3	2
192	что она	2	2
193	то и	2	2
194	имеет место	2	2
195	что для	2	2
196	те же	2	2
197	и тому	2	2
198	они не	3	2
199	надо различать	2	2
200	но как	3	2
201	говорить о	3	2
202	на нее	2	2
203	во всяком	2	2
204	в основе	8	2
205	что развитие	8	2
206	и более	3	2
207	только не	3	2
208	из нее	5	2
209	в них	2	2
210	он должен	5	2
211	тогда когда	5	2
212	этих двух	3	2
213	если он	2	2
214	вовсе не	2	2
215	ответить на	4	2
216	то в	3	2
217	в вопросе	2	2
218	но не	10	2
219	нас что	2	2
220	было бы	10	2
221	жизни и	2	2
222	и из	2	2
223	никто не	2	2
224	в сущности	13	2
225	общего с	2	2
226	во внимание	2	2
227	и развитие	17	2
228	в процессе	13	2
229	иной чем	2	2
230	что оба	2	2
231	все дело	2	2
232	но с	2	2
233	в себя	3	2
234	тем самым	8	2
235	этот вопрос	6	2
236	потому и	3	2
237	совершенно иной	2	2
238	понять что	2	2
239	в другом	6	2
240	ту же	2	2
241	не знает	5	2
242	этими двумя	2	2
243	и поэтому	2	2
