N	2gram	Voloshinov_2	Formalny
1	и не	19	30
2	вовсе не	11	28
3	и в	19	27
4	может быть	28	25
5	не может	18	24
6	так и	10	21
7	и его	16	19
8	таким образом	14	18
9	в этом	15	18
10	а не	9	17
11	точки зрения	17	16
12	самом деле	9	16
13	и пр	25	15
14	в нем	11	15
15	в процессе	18	15
16	то же	16	15
17	между ними	2	15
18	на самом	7	14
19	как и	9	14
20	с точки	13	14
21	не в	10	12
22	если бы	11	12
23	и от	3	11
24	в самом	6	11
25	в жизни	2	11
26	место в	2	10
27	но и	10	10
28	лишь в	14	9
29	так как	3	9
30	не только	13	9
31	так же	5	9
32	социального общения	3	9
33	что в	2	8
34	ни в	6	8
35	при этом	9	8
36	в пределах	10	8
37	как бы	19	8
38	с помощью	6	8
39	отнюдь не	8	8
40	и все	6	8
41	то что	4	8
42	как раз	4	8
43	как мы	15	8
44	только в	8	8
45	в том	7	7
46	же время	8	7
47	в то	8	7
48	его в	7	7
49	между тем	6	7
50	совершенно не	5	7
51	в его	5	7
52	если мы	6	7
53	тем же	4	7
54	там где	2	7
55	все время	2	6
56	данной социальной	4	6
57	с другой	3	6
58	идеологического творчества	2	6
59	всяком случае	2	6
60	все эти	3	6
61	бы в	4	6
62	но в	7	6
63	что он	4	6
64	оценки и	3	6
65	более того	6	6
66	еще не	3	6
67	было бы	4	6
68	все же	5	6
69	в своей	3	6
70	хотя бы	6	6
71	и для	7	6
72	в данном	5	6
73	во всяком	3	6
74	и ее	4	6
75	вместе с	2	6
76	независимо от	2	5
77	никогда не	7	5
78	оценка и	3	5
79	зависимости от	2	5
80	ни было	6	5
81	что они	2	5
82	того чтобы	6	5
83	не является	8	5
84	и их	4	5
85	высказывания и	11	5
86	друг друга	2	5
87	в одной	2	5
88	в ней	3	5
89	в направлении	6	5
90	социальных оценок	2	5
91	и формы	3	5
92	в истории	3	5
93	большинстве случаев	5	5
94	в единстве	4	5
95	в зависимости	2	5
96	в идеологическом	2	5
97	но не	2	5
98	высказывание как	12	5
99	и потому	2	5
100	сводится к	2	5
101	без исключения	2	5
102	тем что	2	5
103	связи с	13	5
104	если же	2	5
105	так сказать	14	5
106	уже в	2	4
107	то ни	5	4
108	прежде всего	7	4
109	является лишь	4	4
110	в смысле	6	4
111	к тому	6	4
112	мы знаем	2	4
113	он был	2	4
114	да и	3	4
115	следовательно и	2	4
116	и как	6	4
117	в большинстве	5	4
118	до конца	2	4
119	для того	6	4
120	направлении к	3	4
121	и является	2	4
122	быть понято	2	4
123	мы видели	4	4
124	бы то	4	4
125	жизни и	2	4
126	в связи	7	4
127	они не	2	4
128	в конкретном	3	4
129	но ведь	3	4
130	о том	3	4
131	мы можем	6	4
132	следует что	4	4
133	по себе	3	4
134	не есть	3	4
135	в ее	3	4
136	том что	10	4
137	слов и	3	4
138	в корне	3	4
139	конечно не	4	4
140	только на	4	4
141	менее всего	3	4
142	в слове	4	4
143	мы не	2	4
144	могут быть	3	4
145	установка на	2	4
146	слова и	6	4
147	что это	2	3
148	высказывание в	8	3
149	в этих	3	3
150	его и	3	3
151	тому что	4	3
152	в какой	3	3
153	столь же	3	3
154	это не	4	3
155	формы и	2	3
156	является для	2	3
157	лишь как	2	3
158	конкретного высказывания	3	3
159	должна быть	4	3
160	того что	4	3
161	его осуществления	2	3
162	одним из	2	3
163	и тем	4	3
164	слово как	2	3
165	по отношению	8	3
166	той же	3	3
167	высказывания как	7	3
168	и на	5	3
169	не следует	2	3
170	сказать что	4	3
171	и с	2	3
172	в основе	9	3
173	и следовательно	6	3
174	он и	2	3
175	к его	2	3
176	и более	7	3
177	всякое высказывание	3	3
178	у нас	3	3
179	того же	5	3
180	же самое	6	3
181	мы уже	6	3
182	данного высказывания	5	3
183	во всех	6	3
184	отношению к	8	3
185	целого высказывания	5	3
186	в той	5	3
187	к проблеме	2	3
188	и эта	2	3
189	целое и	2	3
190	не на	2	3
191	то мы	2	3
192	в себе	4	3
193	может стать	2	3
194	как от	2	3
195	в данную	3	2
196	темы и	2	2
197	одним и	2	2
198	в отношении	4	2
199	характерно что	3	2
200	же деле	3	2
201	на все	2	2
202	и лишь	3	2
203	именно для	3	2
204	язык как	6	2
205	или иной	5	2
206	неразрывной связи	2	2
207	лишь с	2	2
208	как система	3	2
209	находятся в	2	2
210	же слова	3	2
211	в этой	3	2
212	является не	5	2
213	в следующей	2	2
214	как о	2	2
215	смысле слова	5	2
216	конкретной исторической	3	2
217	в формах	4	2
218	общения и	2	2
219	новые стороны	2	2
220	к другому	5	2
221	но для	2	2
222	нам важно	2	2
223	более глубокие	2	2
224	со всею	3	2
225	в котором	3	2
226	учение о	3	2
227	какой бы	3	2
228	допустим что	2	2
229	в своем	2	2
230	языке как	2	2
231	отношения к	2	2
232	ведь если	4	2
233	следующей главе	2	2
234	и даже	2	2
235	от одного	3	2
236	а иногда	3	2
237	уже знаем	2	2
238	чем же	3	2
239	в неразрывной	2	2
240	в высшей	3	2
241	же является	3	2
242	речевое выступление	3	2
243	слово в	3	2
244	с его	8	2
245	сознания и	3	2
246	смысле этого	4	2
247	поэтому в	2	2
248	и всякое	2	2
249	установкой на	2	2
250	не как	3	2
251	к этому	5	2
