N	2gram	Vygotskiy__7	StatiiOP
1	и в	26	44
2	в том	18	36
3	что в	12	30
4	том что	17	29
5	в этом	29	21
6	вовсе не	2	19
7	то что	24	18
8	не только	24	18
9	было бы	6	17
10	а в	2	17
11	о том	4	17
12	и не	18	16
13	а не	6	16
14	может быть	7	15
15	в данном	5	14
16	в области	4	14
17	как в	4	13
18	можно было	2	13
19	не в	4	12
20	в первой	3	12
21	у нас	2	11
22	в этой	3	11
23	самом деле	6	11
24	того чтобы	19	11
25	точки зрения	28	11
26	для того	18	10
27	что он	8	10
28	но и	11	10
29	но в	4	10
30	только в	8	10
31	в отношении	2	9
32	с другой	4	9
33	но также	3	9
34	если бы	5	9
35	в то	3	9
36	как и	15	9
37	того что	14	9
38	во второй	5	9
39	также и	2	9
40	так и	3	9
41	в его	4	9
42	во всех	6	8
43	все же	6	8
44	не может	11	8
45	и его	12	8
46	это не	3	8
47	с точки	21	8
48	я не	3	7
49	прежде всего	7	7
50	в самом	9	7
51	для нас	2	7
52	сих пор	3	7
53	до сих	3	7
54	таким образом	23	7
55	этом отношении	3	7
56	сказать что	8	7
57	что они	10	7
58	потому что	16	6
59	из этих	3	6
60	так что	4	6
61	но это	3	6
62	для него	3	6
63	что и	3	6
64	в своей	3	6
65	данном случае	5	6
66	что же	2	6
67	именно в	6	6
68	на самом	3	6
69	в той	4	6
70	во всяком	2	6
71	не менее	4	5
72	никогда не	4	5
73	такой же	3	5
74	так же	14	5
75	что мы	9	5
76	совершенно не	2	5
77	в котором	4	5
78	в нем	2	5
79	в целом	5	5
80	все это	3	5
81	той же	8	5
82	то же	8	5
83	и по	3	5
84	в слове	11	5
85	в которых	2	5
86	и то	7	5
87	тем что	9	5
88	могут быть	2	5
89	все эти	6	5
90	так как	14	5
91	на вопрос	5	4
92	что это	6	4
93	можно ли	2	4
94	столь же	2	4
95	что она	8	4
96	гораздо более	4	4
97	представление о	7	4
98	вопрос о	6	4
99	мы находим	3	4
100	в ее	6	4
101	это и	4	4
102	является не	2	4
103	и что	6	4
104	в качестве	5	4
105	никто не	2	4
106	как раз	3	4
107	но если	2	4
108	как бы	6	4
109	на то	4	4
110	что у	4	4
111	заключается в	6	4
112	во втором	3	4
113	не имеет	2	4
114	как это	5	4
115	в которой	11	4
116	случае в	3	4
117	в основе	3	3
118	во время	2	3
119	по этому	4	3
120	тому что	9	3
121	точку зрения	2	3
122	для себя	24	3
123	в какой	6	3
124	и с	5	3
125	с этой	5	3
126	не является	3	3
127	в конце	4	3
128	этих двух	2	3
129	ни в	2	3
130	об этом	3	3
131	в начале	5	3
132	то в	2	3
133	же как	8	3
134	чем в	4	3
135	но не	3	3
136	еще не	4	3
137	что не	2	3
138	и для	5	3
139	не по	4	3
140	в ней	3	3
141	из двух	3	3
142	даже в	2	3
143	и тем	6	3
144	отношению к	5	3
145	внимание на	2	3
146	по отношению	6	3
147	и только	4	3
148	что для	2	3
149	с одной	5	3
150	что оно	4	3
151	но с	2	3
152	лишь в	2	3
153	говорит что	2	3
154	должны быть	4	3
155	тем же	5	3
156	бы все	2	3
157	в чем	3	3
158	как к	3	3
159	вопроса о	2	3
160	ответ на	2	3
161	с этим	2	3
162	что все	2	2
163	уже в	2	2
164	втором случае	3	2
165	одним и	2	2
166	в этих	2	2
167	в случае	2	2
168	с которыми	2	2
169	и во	4	2
170	в наших	4	2
171	в такой	4	2
172	смысле этого	3	2
173	что на	2	2
174	этом случае	14	2
175	раз в	2	2
176	ли не	2	2
177	идет о	2	2
178	наших глазах	3	2
179	есть в	3	2
180	случае не	2	2
181	то время	2	2
182	что при	2	2
183	чем у	3	2
184	что с	5	2
185	она не	5	2
186	одной стороны	5	2
187	но именно	2	2
188	со всеми	2	2
189	несмотря на	2	2
190	в сущности	9	2
191	совпадает с	3	2
192	но для	2	2
193	должно было	2	2
194	и потому	3	2
195	никаких сомнений	2	2
196	этого слова	3	2
197	если в	4	2
198	тем не	3	2
199	в первом	3	2
200	отношение к	2	2
201	которые в	2	2
202	никем не	2	2
203	отношения к	2	2
204	и их	5	2
205	и речи	19	2
206	этой работы	2	2
207	целый ряд	4	2
208	для этого	3	2
209	оба эти	5	2
210	из того	3	2
211	в пользу	4	2
212	тем самым	8	2
213	есть только	2	2
214	мы не	7	2
215	что то	2	2
216	ничего не	2	2
217	что этот	5	2
218	в своих	2	2
219	в м	2	2
220	одно из	5	2
221	мере в	2	2
222	он не	3	2
223	но он	2	2
224	что эта	6	2
225	в себе	9	2
226	в сознании	6	2
227	по своей	10	2
228	этому поводу	3	2
229	не могла	2	2
230	нужно было	4	2
231	его в	2	2
232	к нему	3	2
233	время как	2	2
234	гораздо больше	2	2
