N	2gram	Bakhtin_Pr_1	Narrotol
1	не только	13	26
2	а не	20	17
3	но и	11	15
4	в том	11	14
5	при этом	3	14
6	и не	34	14
7	том что	9	13
8	и в	23	13
9	в этом	25	13
10	только в	8	11
11	может быть	21	10
12	в данном	2	10
13	так и	10	9
14	а в	7	9
15	то есть	24	9
16	то что	18	8
17	в себе	5	8
18	не может	11	8
19	не в	6	8
20	к себе	2	7
21	в рамках	2	6
22	никогда не	5	6
23	в своем	8	6
24	в жизни	6	6
25	прежде всего	7	6
26	можно сказать	2	6
27	и к	4	6
28	того что	2	6
29	в его	24	6
30	и т.п	3	6
31	данном случае	2	6
32	со стороны	2	6
33	героя в	4	6
34	все же	5	6
35	у него	6	6
36	как бы	28	6
37	ничего не	6	6
38	но в	4	6
39	точки зрения	21	5
40	не столько	3	5
41	себе самому	3	5
42	что он	10	5
43	он не	4	5
44	в котором	2	5
45	я не	3	5
46	и тем	2	5
47	в нем	20	5
48	отношению к	11	5
49	на него	2	5
50	как в	6	5
51	в форме	6	5
52	по отношению	11	5
53	в отличие	2	5
54	таким образом	11	5
55	в той	6	5
56	с другой	2	5
57	отличие от	2	5
58	в то	10	5
59	о том	2	5
60	перед нами	4	4
61	если бы	10	4
62	в конце	5	4
63	в литературе	3	4
64	же в	2	4
65	как и	8	4
66	как у	2	4
67	все что	3	4
68	что в	8	4
69	для него	15	4
70	и уже	3	4
71	жизни и	6	4
72	в своей	11	4
73	то же	10	4
74	уже не	8	4
75	в мире	7	4
76	и у	4	4
77	в этой	4	4
78	и все	3	4
79	с ним	6	4
80	в себя	3	4
81	мира в	6	4
82	а как	6	3
83	с его	6	3
84	тому что	2	3
85	точку зрения	4	3
86	или даже	2	3
87	это не	10	3
88	да и	2	3
89	одна из	2	3
90	но не	8	3
91	первого лица	2	3
92	же время	7	3
93	и сам	2	3
94	в произведениях	2	3
95	как раз	4	3
96	о нем	11	3
97	для себя	2	3
98	один из	2	3
99	в целом	4	3
100	то и	2	3
101	все эти	8	3
102	самом деле	5	3
103	того чтобы	4	3
104	и даже	3	3
105	и по	2	3
106	и для	3	3
107	и его	13	3
108	от первого	2	3
109	для других	2	3
110	этом отношении	5	3
111	никак не	2	3
112	сказать что	5	3
113	между тем	5	3
114	так сказать	3	3
115	мира и	7	3
116	он сам	3	2
117	личности в	4	2
118	однако в	2	2
119	хотя бы	2	2
120	к другому	2	2
121	мира не	2	2
122	из этих	2	2
123	точно так	2	2
124	своих героев	3	2
125	вовсе не	8	2
126	себе самом	6	2
127	и здесь	3	2
128	автора в	2	2
129	для автора	3	2
130	для нас	3	2
131	другого человека	4	2
132	должна быть	2	2
133	отношения между	2	2
134	еще не	5	2
135	было бы	6	2
136	со своим	3	2
137	себе и	3	2
138	в самом	8	2
139	несмотря на	6	2
140	но для	2	2
141	что она	2	2
142	все то	4	2
143	однако не	2	2
144	оно не	2	2
145	что и	5	2
146	он может	3	2
147	себя в	3	2
148	в процессе	4	2
149	в настоящем	3	2
150	именно в	6	2
151	достоевского и	12	2
152	на самом	4	2
153	они не	3	2
154	с точки	15	2
155	так же	6	2
156	как на	2	2
157	той же	6	2
158	роль в	2	2
159	мы не	2	2
160	можно было	3	2
161	также является	2	2
162	тому как	3	2
163	но это	5	2
164	в результате	4	2
165	как образ	2	2
166	но он	2	2
167	подобно тому	3	2
168	в своих	2	2
169	говорить о	2	2
170	мы его	2	2
171	могли бы	3	2
172	как он	2	2
173	зрения на	8	2
174	героя и	5	2
175	бы в	3	2
176	в каждой	2	2
177	потому что	12	2
178	в области	3	2
179	в сознании	2	2
