N	2gram	Bakhtin_Fr_8	Komedia
1	и в	56	22
2	v в	2	13
3	том что	8	12
4	в том	13	11
5	но и	9	11
6	не только	8	10
7	из них	2	10
8	в то	12	10
9	как и	5	9
10	может быть	3	9
11	в одном	2	8
12	таким образом	17	8
13	и не	9	8
14	и его	12	8
15	о том	4	8
16	в этой	6	7
17	комедии в	2	7
18	и других	4	7
19	что в	5	6
20	в отношении	5	6
21	что он	2	6
22	ни в	2	6
23	то же	11	6
24	не в	3	6
25	а в	2	6
26	в которой	4	6
27	уже в	2	5
28	с другой	2	5
29	во время	5	5
30	прежде всего	6	5
31	при этом	4	5
32	мы встречаем	2	5
33	в его	18	5
34	один из	5	5
35	на его	6	5
36	так и	13	5
37	все это	8	5
38	другой стороны	2	5
39	нового времени	2	5
40	то время	2	5
41	и даже	8	5
42	потому что	6	5
43	между тем	3	5
44	в их	3	4
45	к этому	2	4
46	несмотря на	2	4
47	как мы	7	4
48	в другом	3	4
49	что они	2	4
50	в качестве	4	4
51	же время	10	4
52	а также	3	4
53	в котором	2	4
54	в нем	8	4
55	что и	3	4
56	в результате	5	4
57	действующих лиц	2	4
58	точки зрения	6	4
59	так как	4	4
60	но в	6	4
61	казалось бы	3	3
62	главным образом	3	3
63	в них	11	3
64	в образе	3	3
65	новое время	2	3
66	и как	2	3
67	по своему	8	3
68	здесь в	3	3
69	одной стороны	2	3
70	и сам	2	3
71	одной из	3	3
72	в частности	7	3
73	и о	3	3
74	у него	7	3
75	хотя и	2	3
76	он не	5	3
77	даже в	4	3
78	все же	2	3
79	так же	2	3
80	того как	2	3
81	с одной	4	3
82	в году	3	3
83	здесь мы	3	3
84	не мог	3	3
85	все остальные	2	3
86	мы не	2	3
87	как раз	2	3
88	и на	7	3
89	в этом	14	3
90	и с	8	3
91	в виде	2	3
92	и ее	4	3
93	и еще	2	3
94	только в	9	3
95	и все	6	3
96	его в	2	3
97	к которому	3	3
98	в известном	2	2
99	времени и	4	2
100	и здесь	3	2
101	ни было	2	2
102	еще и	3	2
103	за пределы	4	2
104	ему и	2	2
105	то ни	2	2
106	и во	2	2
107	вовсе не	6	2
108	образом в	2	2
109	точек зрения	2	2
110	мы найдем	2	2
111	он был	12	2
112	его творчество	3	2
113	мы видели	5	2
114	из всех	2	2
115	такой же	5	2
116	одна из	4	2
117	но не	5	2
118	совсем не	2	2
119	до конца	11	2
120	до сих	8	2
121	еще не	10	2
122	было бы	2	2
123	в действительности	2	2
124	в самом	9	2
125	указывает что	2	2
126	это были	5	2
127	на две	2	2
128	с ее	5	2
129	то что	3	2
130	бы то	2	2
131	в первой	3	2
132	вместе с	2	2
133	или менее	2	2
134	в сущности	8	2
135	не может	2	2
136	в других	2	2
137	в форме	3	2
138	и хотя	2	2
139	из которых	2	2
140	к нему	2	2
141	но это	2	2
142	но он	3	2
143	в своих	4	2
144	в себе	4	2
145	по своей	4	2
146	ту же	4	2
147	в области	5	2
148	сих пор	8	2
