N	2gram	Vygotskiy__4	Psycholo
1	и в	20	38
2	то что	15	35
3	все время	4	30
4	в том	42	25
5	в самом	6	25
6	самом деле	7	21
7	что в	19	20
8	может быть	12	19
9	и что	8	18
10	на то	5	16
11	точки зрения	24	16
12	в ней	2	15
13	если бы	5	14
14	том что	35	14
15	как бы	7	14
16	потому что	12	14
17	в этой	3	13
18	в этом	24	13
19	мы видим	10	12
20	было бы	8	12
21	не только	15	12
22	таким образом	25	12
23	не в	4	12
24	что он	6	11
25	что это	2	10
26	в сущности	4	10
27	то же	16	10
28	же самое	7	10
29	и не	8	10
30	с точки	11	9
31	того чтобы	7	9
32	увидим что	5	9
33	все же	5	8
34	с тем	6	8
35	перед нами	5	8
36	с этим	5	8
37	для нас	4	8
38	как и	9	8
39	так что	3	8
40	и как	9	8
41	говорит что	3	8
42	видим что	2	8
43	для того	5	8
44	и то	10	8
45	и это	2	8
46	с другой	12	7
47	а не	7	7
48	мы можем	5	7
49	никак не	2	7
50	не может	6	7
51	как мы	13	7
52	может служить	2	7
53	а в	2	7
54	заключается в	18	7
55	между тем	9	7
56	мы уже	5	7
57	из них	4	6
58	и здесь	2	6
59	к тому	6	6
60	мы видели	6	6
61	один из	3	6
62	не имеет	2	6
63	указывает на	2	6
64	тому что	4	6
65	с одной	9	6
66	так как	10	6
67	если мы	10	6
68	он говорит	2	6
69	как это	9	6
70	и его	5	6
71	и на	6	6
72	о том	5	6
73	ясно что	2	6
74	должна быть	2	5
75	в своем	4	5
76	в какой	3	5
77	на этом	3	5
78	одной стороны	9	5
79	совершенно не	3	5
80	в своей	7	5
81	вместе с	8	5
82	но и	9	5
83	другой стороны	9	5
84	и когда	3	5
85	в той	2	5
86	к которым	2	5
87	в его	11	5
88	могли бы	9	5
89	в которой	3	5
90	что если	2	4
91	никогда не	5	4
92	что эта	3	4
93	идет о	3	4
94	мы могли	9	4
95	который не	2	4
96	из него	2	4
97	что они	14	4
98	в свою	2	4
99	по своему	4	4
100	при этом	12	4
101	что с	4	4
102	когда он	3	4
103	и для	4	4
104	речь идет	5	4
105	в нем	2	4
106	что и	9	4
107	раз в	2	4
108	с той	2	4
109	в целом	11	4
110	как в	5	4
111	все эти	5	4
112	здесь мы	2	4
113	того что	10	4
114	что этот	2	4
115	сказать что	6	4
116	и между	6	4
117	у него	2	4
118	только в	10	4
119	что эти	2	4
120	в себе	10	4
121	на деле	3	4
122	в виду	3	4
123	как только	2	3
124	место в	2	3
125	в речи	4	3
126	из этих	2	3
127	что все	3	3
128	со всей	2	3
129	к этому	4	3
130	и к	5	3
131	ни в	3	3
132	того же	9	3
133	одно и	6	3
134	тот же	9	3
135	наряду с	3	3
136	в один	3	3
137	мы говорили	3	3
138	в основе	17	3
139	уже говорили	2	3
140	и только	4	3
141	в таком	2	3
142	и тем	8	3
143	того как	2	3
144	тем что	7	3
145	состоит в	4	3
146	далеко не	2	3
147	бы в	3	3
148	его в	6	3
149	здесь не	2	3
150	которое мы	2	3
151	едва ли	2	3
152	но в	3	3
153	и которые	2	3
154	более и	2	2
155	в данном	2	2
156	но они	2	2
157	он видит	2	2
158	не могут	3	2
159	и более	7	2
160	видели что	2	2
161	и другие	9	2
162	все более	2	2
163	в этих	3	2
164	смысле этого	7	2
165	отнюдь не	3	2
166	и которая	2	2
167	между собой	5	2
168	столь же	3	2
169	с этой	4	2
170	и во	3	2
171	что всякое	2	2
172	во всяком	4	2
173	показывает что	2	2
174	что оно	4	2
175	но что	3	2
176	очень часто	2	2
177	иначе как	2	2
178	только что	4	2
179	остановиться на	2	2
180	по существу	3	2
181	находятся в	2	2
182	в силу	6	2
183	такой же	2	2
184	что здесь	2	2
185	свою очередь	2	2
186	животных и	2	2
187	для него	2	2
188	под этим	2	2
189	со всеми	3	2
190	они не	2	2
191	совершенно прав	3	2
192	мы в	2	2
193	противоречие с	2	2
194	и той	4	2
195	указывают на	4	2
196	развития и	3	2
197	то как	2	2
198	всяком случае	3	2
199	же самого	2	2
200	в противоречие	2	2
201	все другие	2	2
202	всех остальных	2	2
203	данном случае	2	2
204	нам не	2	2
205	со стороны	3	2
206	видим в	2	2
207	по выражению	4	2
208	внимание на	3	2
209	целый ряд	5	2
210	так же	11	2
211	том смысле	2	2
212	по мнению	2	2
213	нами в	4	2
214	в совершенно	3	2
215	в виде	3	2
216	а с	2	2
217	не просто	2	2
218	одной и	5	2
219	бы назвать	2	2
220	мы найдем	2	2
221	нам в	2	2
222	той же	6	2
223	в качестве	21	2
224	не имеют	3	2
225	их в	2	2
226	говорит он	5	2
227	представляет собой	3	2
228	но как	2	2
229	в истории	10	2
230	объединяет в	2	2
231	его к	4	2
232	по смыслу	3	2
233	этого слова	11	2
234	этими двумя	2	2
235	когда мы	2	2
