N	3gram	Voloshinov_1	Myshleni
1	для того чтобы	3	14
2	по отношению к	2	12
3	в том что	3	11
4	с точки зрения	20	9
5	так же как	2	7
6	с самого начала	4	5
7	можно сказать что	3	5
8	в этом отношении	3	5
9	то же самое	3	4
10	на этот вопрос	3	4
11	далеко за пределы	2	4
12	сама по себе	2	4
13	и того же	5	3
14	можно было бы	2	3
15	в свою очередь	2	3
16	одного и того	5	3
17	в этом случае	3	3
18	и тот же	3	3
19	до сих пор	8	3
20	один и тот	3	3
21	не может быть	13	3
22	вопрос о том	2	3
23	в отличие от	5	2
24	в высшей степени	3	2
25	в самом деле	9	2
26	но при этом	2	2
27	ничего общего с	2	2
28	и не может	9	2
29	с другой стороны	5	2
30	от того что	2	2
31	но все же	3	2
