N	2gram	Medvedev_F_3	Hudozhes
1	и не	30	16
2	в том	7	15
3	и в	27	15
4	не только	9	15
5	может быть	25	13
6	при этом	8	12
7	и его	19	12
8	но не	5	11
9	в этом	18	11
10	в себе	3	11
11	как бы	8	10
12	отношению к	3	10
13	но и	10	10
14	так и	21	10
15	по отношению	3	10
16	то же	15	10
17	а не	17	10
18	в его	7	9
19	литературного произведения	4	9
20	точки зрения	16	9
21	сводится к	5	8
22	с другой	6	7
23	или иной	2	7
24	в отличие	2	7
25	внутренней речи	2	7
26	в искусстве	7	7
27	в то	7	7
28	отличие от	2	7
29	но в	6	7
30	в основе	3	6
31	с его	2	6
32	что в	8	6
33	в ее	4	6
34	том что	4	6
35	не в	12	6
36	же время	7	6
37	не может	24	6
38	художественного творчества	2	5
39	могут быть	4	5
40	можно сказать	3	5
41	ни в	8	5
42	только в	8	5
43	в самом	11	5
44	того что	3	5
45	в нем	15	5
46	с ее	2	5
47	то что	8	5
48	между ними	15	5
49	другой стороны	5	5
50	уже не	3	5
51	героя и	2	5
52	место в	10	4
53	художественного восприятия	2	4
54	искусства в	3	4
55	а на	2	4
56	в этих	3	4
57	прежде всего	4	4
58	к тому	4	4
59	и как	4	4
60	еще не	6	4
61	и тем	3	4
62	в своей	6	4
63	со стороны	4	4
64	входит в	8	4
65	отношения к	2	4
66	в слове	4	4
67	сказать что	3	4
68	между тем	7	4
69	говорить о	2	4
70	без исключения	5	4
71	как это	4	4
72	к которому	2	4
73	художественного произведения	7	3
74	не менее	7	3
75	если бы	12	3
76	однако в	2	3
77	произведения как	6	3
78	в отношении	2	3
79	это не	3	3
80	этом смысле	2	3
81	была бы	2	3
82	что он	6	3
83	к его	3	3
84	тем не	2	3
85	в пределах	8	3
86	того же	3	3
87	имеет место	3	3
88	как раз	8	3
89	в целом	4	3
90	так в	2	3
91	не на	3	3
92	таким образом	18	3
93	как и	14	3
94	в той	3	3
95	лишь в	9	3
96	и что	3	3
97	с точки	14	3
98	и для	6	3
99	в таком	2	3
100	не следует	3	3
101	их в	3	3
102	потому что	7	3
103	и ее	6	3
104	в данном	6	3
105	его в	7	3
106	в художественном	5	3
107	в произведении	3	3
108	в области	2	3
109	в виду	3	3
110	истории литературы	6	2
111	на этом	2	2
112	и более	3	2
113	в сторону	2	2
114	тому что	3	2
115	жизни в	3	2
116	в своем	2	2
117	в них	3	2
118	превращается в	2	2
119	не как	2	2
120	человека и	2	2
121	вовсе не	28	2
122	вследствие этого	3	2
123	по себе	4	2
124	в литературе	6	2
125	роль в	4	2
126	данный момент	2	2
127	одна из	2	2
128	что каждый	2	2
129	говорит в	2	2
130	внутреннего мира	2	2
131	за пределы	2	2
132	во всех	3	2
133	ни для	2	2
134	одной из	2	2
135	совпадает с	2	2
136	и потому	5	2
137	даль и	2	2
138	на почве	2	2
139	даже в	2	2
140	не является	5	2
141	оно не	3	2
142	не могло	2	2
143	и др	2	2
144	дело не	2	2
145	художественное произведение	11	2
146	как в	4	2
147	между которыми	5	2
148	вытекает из	2	2
149	слова как	2	2
150	здесь не	2	2
151	в романе	4	2
152	соединении с	2	2
153	и притом	2	2
154	все эти	6	2
155	это и	2	2
156	художественная реальность	2	2
157	до известной	2	2
158	того чтобы	5	2
159	для того	4	2
160	к другому	2	2
161	высказывания и	5	2
162	так же	9	2
163	материала в	5	2
164	от всех	4	2
165	в художественной	2	2
166	и на	3	2
167	известной степени	2	2
168	в этой	2	2
169	о том	4	2
170	и это	2	2
171	из этого	4	2
172	бы не	2	2
