N	2gram	Losev_Dial_1	Tvorches
1	и в	18	21
2	как бы	11	17
3	в то	6	15
4	в его	3	13
5	то же	10	13
6	что в	13	12
7	как и	2	12
8	же время	4	12
9	том что	9	11
10	все это	11	10
11	как в	2	8
12	он не	3	8
13	то что	13	8
14	в том	9	7
15	не только	13	7
16	и не	30	7
17	но в	6	7
18	он сам	5	6
19	что он	11	6
20	и все	3	6
21	не менее	2	6
22	для него	2	6
23	в котором	4	6
24	а в	5	6
25	в этом	12	6
26	о том	4	6
27	отнюдь не	9	5
28	вовсе не	7	5
29	а не	14	5
30	но это	8	5
31	может быть	17	5
32	все же	5	5
33	хотя бы	6	5
34	потому что	14	5
35	только в	3	5
36	в своем	5	4
37	та же	3	4
38	прежде всего	10	4
39	в мире	2	4
40	и как	7	4
41	один из	3	4
42	в своей	2	4
43	мысли и	3	4
44	не может	12	4
45	это не	9	4
46	и от	2	4
47	не существует	7	3
48	никогда не	9	3
49	с другой	6	3
50	в каждом	2	3
51	я не	5	3
52	с ним	6	3
53	не был	2	3
54	что человек	2	3
55	говорит о	5	3
56	это и	4	3
57	в дальнейшем	5	3
58	что я	3	3
59	но не	4	3
60	в самом	3	3
61	но если	5	3
62	просто не	2	3
63	даже в	3	3
64	в нем	16	3
65	и т	21	3
66	жизни и	3	3
67	но и	7	3
68	дело не	2	3
69	в их	3	3
70	уже не	2	3
71	тут и	2	3
72	на земле	2	3
73	на самом	3	3
74	того что	2	3
75	и даже	13	3
76	так же	4	3
77	и с	5	3
78	хотя и	4	3
79	в виде	2	3
80	так как	11	3
81	ни на	6	3
82	стремится к	2	3
83	в основе	3	2
84	такой же	2	2
85	и та	3	2
86	в частности	2	2
87	в этих	5	2
88	в качестве	2	2
89	по крайней	4	2
90	у пушкина	4	2
91	точно так	2	2
92	к этому	2	2
93	есть не	3	2
94	можно сказать	6	2
95	что и	3	2
96	крайней мере	4	2
97	об этом	4	2
98	так что	15	2
99	не в	6	2
100	то в	7	2
101	быть может	4	2
102	не нужно	2	2
103	из них	2	2
104	действительности и	3	2
105	к тому	4	2
106	только на	3	2
107	не могу	4	2
108	в ней	3	2
109	же и	2	2
110	к ней	4	2
111	в него	2	2
112	если в	3	2
113	себе не	5	2
114	и внутреннего	2	2
115	гораздо более	3	2
116	но она	3	2
117	так и	9	2
118	вслед за	2	2
119	говорит что	3	2
120	что для	3	2
121	именно в	2	2
122	еще более	3	2
123	мы находим	7	2
124	что она	7	2
125	но только	3	2
126	самом деле	3	2
127	что не	7	2
128	и у	2	2
129	и он	5	2
130	и притом	4	2
131	только что	3	2
132	что как	2	2
133	сказать что	10	2
134	могут быть	3	2
135	в данном	3	2
136	в себе	11	2
137	т п	2	2
138	не знает	2	2
139	пространства и	2	2
140	в чем	6	2
141	на деле	2	2
142	не то	6	2
143	нет ни	2	2
144	значит что	14	2
145	в виду	5	2
