N	2gram	Vinokur_Ku_3	Myslijsy
1	потому что	12	46
2	в слове	4	32
3	в том	22	32
4	и в	23	30
5	может быть	14	28
6	то же	6	23
7	не только	17	21
8	только в	6	21
9	для нас	4	20
10	но и	3	19
11	внутренней формы	2	19
12	том что	11	18
13	то что	4	18
14	того что	11	18
15	что в	13	17
16	не есть	3	17
17	по себе	6	16
18	не в	5	15
19	внутренняя форма	3	15
20	и не	10	15
21	а не	11	15
22	таким образом	9	14
23	что и	6	13
24	так как	9	13
25	вместе с	2	12
26	а в	5	12
27	если бы	8	12
28	этого слова	4	11
29	так и	6	11
30	как и	5	10
31	как в	4	10
32	и что	7	10
33	в этом	16	10
34	в то	3	10
35	из этих	5	9
36	только тогда	4	9
37	было бы	16	9
38	слово есть	3	9
39	мы не	3	9
40	между тем	4	9
41	тогда когда	4	9
42	в самом	13	8
43	от того	5	8
44	в ней	3	8
45	что не	4	8
46	только что	2	8
47	что мы	2	8
48	слова в	4	7
49	смысле этого	2	7
50	и без	2	7
51	с другой	7	7
52	что слово	3	7
53	вовсе не	5	7
54	к тому	3	7
55	как мы	5	7
56	с тем	6	7
57	но не	3	7
58	есть не	3	7
59	в языке	7	7
60	с одной	4	7
61	тем самым	4	7
62	тем что	5	7
63	а потому	2	6
64	что он	6	6
65	но это	5	6
66	то это	3	6
67	те же	7	6
68	то и	2	6
69	не может	6	6
70	уже не	8	6
71	не имеет	3	6
72	уже в	3	5
73	не могут	5	5
74	независимо от	5	5
75	можно видеть	2	5
76	в каком	3	5
77	и как	2	5
78	в своем	4	5
79	языка в	6	5
80	очевидно что	3	5
81	еще не	9	5
82	только как	4	5
83	и тем	6	5
84	отношению к	2	5
85	не менее	12	5
86	по отношению	3	5
87	по тому	2	5
88	должно быть	7	5
89	как на	8	5
90	с другими	2	5
91	тому как	2	5
92	сказать что	7	5
93	сам по	3	5
94	и т	54	5
95	слова и	7	5
96	что это	3	4
97	столь же	4	4
98	мы видели	3	4
99	что именно	3	4
100	все это	2	4
101	в его	11	4
102	относится к	2	4
103	в котором	2	4
104	тем более	5	4
105	не все	2	4
106	один из	4	4
107	другой стороны	3	4
108	бы не	3	4
109	он не	3	4
110	не было	4	4
111	для того	12	4
112	тем же	2	4
113	по поводу	3	4
114	того как	7	4
115	мы должны	3	4
116	далеко не	5	4
117	и при	2	4
118	слово в	3	4
119	для меня	2	4
120	одно только	2	3
121	не говоря	2	3
122	и есть	5	3
123	могут быть	6	3
124	одним и	2	3
125	себе представить	2	3
126	тому что	4	3
127	прежде всего	9	3
128	что все	2	3
129	я и	3	3
130	тем не	9	3
131	именно в	3	3
132	более или	2	3
133	до сих	8	3
134	можно сказать	2	3
135	одной стороны	4	3
136	при этом	6	3
137	в ряду	3	3
138	никак не	2	3
139	что она	5	3
140	как бы	5	3
141	в целом	4	3
142	каждой из	2	3
143	время в	3	3
144	на него	3	3
145	или менее	2	3
146	т д	8	3
147	от нас	2	3
148	как слово	2	3
149	того чтобы	11	3
150	к другой	2	3
151	дает нам	2	3
152	в силу	6	3
153	так же	2	3
154	в таком	4	3
155	говорить о	6	3
156	не знает	2	3
157	его в	2	3
158	в первом	5	3
159	там где	3	3
160	здесь как	2	3
161	в чем	5	3
162	не то	2	3
163	сих пор	8	3
164	но все	2	2
165	связи с	6	2
166	язык не	2	2
167	в какой	3	2
168	первом случае	2	2
169	не столько	4	2
170	не как	2	2
171	эти последние	2	2
172	в одном	2	2
173	что вообще	3	2
174	это в	2	2
175	не дает	2	2
176	отношение к	3	2
177	сама по	2	2
178	перед собою	3	2
179	в ее	4	2
180	этих слов	3	2
181	что они	2	2
182	по своему	2	2
183	но как	3	2
184	как о	3	2
185	содержания в	2	2
186	она не	3	2
187	в большей	2	2
188	и тот	2	2
189	и если	2	2
190	том чтобы	4	2
191	и о	4	2
192	бы например	2	2
193	в свое	2	2
194	за пределы	2	2
195	был бы	3	2
196	язык есть	4	2
197	но мы	2	2
198	вопрос об	2	2
199	все же	5	2
200	о слове	5	2
201	а тем	2	2
202	то или	2	2
203	в своей	4	2
204	собственном смысле	2	2
205	что же	5	2
206	мысли и	2	2
207	в их	6	2
208	целый ряд	4	2
209	так в	2	2
210	что есть	2	2
211	т п	41	2
212	со значением	2	2
213	и содержание	3	2
214	что как	3	2
215	а с	3	2
216	быть не	2	2
217	это и	3	2
218	слово это	2	2
219	из того	2	2
220	самом деле	14	2
221	когда в	2	2
222	что такое	4	2
223	той же	3	2
224	такая же	2	2
225	языка и	2	2
226	в которых	3	2
227	с этой	3	2
228	ни в	3	2
229	эти слова	2	2
230	точки зрения	23	2
231	то он	3	2
232	связь между	3	2
233	еще раз	2	2
234	о том	6	2
235	так сказать	2	2
236	когда мы	3	2
237	то не	2	2
238	таком случае	2	2
239	в области	14	2
240	понятие о	2	2
241	и с	3	2
242	и следует	2	2
243	какое именно	2	2
