N	2gram	Losev_Prob_1	Narrotol
1	не только	17	26
2	а не	15	17
3	но и	9	15
4	в том	9	14
5	при этом	6	14
6	в качестве	2	14
7	и не	31	14
8	том что	12	13
9	и в	32	13
10	в этом	19	13
11	такого рода	7	12
12	только в	7	11
13	может быть	14	10
14	в данном	9	10
15	к тому	3	9
16	так и	12	9
17	у чехова	2	9
18	а в	4	9
19	то есть	33	9
20	то что	42	8
21	в себе	15	8
22	не может	8	8
23	не в	4	8
24	никогда не	7	6
25	в своем	5	6
26	в жизни	3	6
27	прежде всего	10	6
28	можно сказать	5	6
29	того что	7	6
30	в его	6	6
31	данном случае	8	6
32	как бы	14	6
33	а также	4	6
34	ничего не	10	6
35	но в	14	6
36	точки зрения	3	5
37	тем не	18	5
38	что он	7	5
39	хотя и	6	5
40	он не	3	5
41	в котором	5	5
42	и тем	13	5
43	в нем	13	5
44	как в	4	5
45	таким образом	6	5
46	тем самым	4	5
47	с другой	3	5
48	в то	6	5
49	далеко не	5	5
50	о том	11	5
51	перед нами	5	4
52	что это	3	4
53	не менее	19	4
54	если бы	4	4
55	отнюдь не	10	4
56	в конце	6	4
57	в литературе	4	4
58	об этом	10	4
59	же в	4	4
60	как и	3	4
61	что в	12	4
62	для него	2	4
63	не является	5	4
64	и уже	3	4
65	в своей	8	4
66	в ее	3	4
67	то же	10	4
68	уже не	3	4
69	свидетельствует о	3	4
70	в этой	10	4
71	и все	7	4
72	как это	6	4
73	с ним	3	4
74	с его	2	3
75	тому что	4	3
76	мы имеем	2	3
77	это не	6	3
78	пока еще	3	3
79	или иного	2	3
80	или иной	5	3
81	да и	3	3
82	и того	2	3
83	что они	3	3
84	но не	9	3
85	внешняя сторона	5	3
86	того или	2	3
87	к его	2	3
88	как раз	13	3
89	той или	5	3
90	о нем	3	3
91	для себя	3	3
92	один из	4	3
93	на том	4	3
94	то и	6	3
95	все эти	8	3
96	самом деле	6	3
97	того чтобы	9	3
98	и даже	11	3
99	и для	4	3
100	и его	3	3
101	в таком	9	3
102	никак не	4	3
103	сказать что	13	3
104	между тем	2	3
105	действующих лиц	2	3
106	едва ли	2	3
107	не обязательно	3	2
108	он сам	2	2
109	же как	2	2
110	только не	3	2
111	о чем	6	2
112	одно из	2	2
113	однако в	2	2
114	а потом	2	2
115	хотя бы	3	2
116	из этих	2	2
117	точно так	4	2
118	в случае	3	2
119	вовсе не	35	2
120	и здесь	6	2
121	на то	8	2
122	именно то	3	2
123	для нас	5	2
124	говорит о	3	2
125	и т	11	2
126	тем более	5	2
127	по своему	9	2
128	еще не	9	2
129	было бы	8	2
130	со всеми	2	2
131	по поводу	4	2
132	о своем	2	2
133	в самом	6	2
134	внутренняя жизнь	2	2
135	несмотря на	3	2
136	текста и	5	2
137	но для	3	2
138	что она	5	2
139	о любви	2	2
140	в него	2	2
141	не являются	5	2
142	однако не	3	2
143	оно не	3	2
144	не будет	2	2
145	от всего	3	2
146	только на	4	2
147	собственно говоря	2	2
148	в других	5	2
149	если не	4	2
150	именно в	4	2
151	у нас	14	2
152	на самом	6	2
153	и что	9	2
154	только что	2	2
155	с точки	3	2
156	не имеет	2	2
157	по его	2	2
158	так же	9	2
159	мы не	2	2
160	можно было	3	2
161	или иначе	2	2
162	в чем	3	2
163	тому как	2	2
164	на одном	2	2
165	но это	8	2
166	в результате	2	2
167	в виде	15	2
168	но он	3	2
169	подобно тому	2	2
170	говорить о	6	2
171	как он	4	2
172	здесь не	7	2
173	потому что	16	2
174	в области	2	2
175	в сознании	5	2
176	том как	2	2
