N	2gram	Bakhtin_Fr_3	formyVre
1	и в	40	50
2	то есть	18	33
3	в романе	15	32
4	в этом	15	25
5	в нем	5	24
6	и его	17	16
7	в литературе	5	16
8	прежде всего	16	15
9	и не	13	14
10	как мы	10	14
11	вовсе не	12	13
12	как раз	5	13
13	в его	13	13
14	так и	3	12
15	может быть	9	11
16	таким образом	10	11
17	мы уже	13	11
18	то же	7	11
19	и как	3	10
20	времени и	2	10
21	но в	8	10
22	в конце	3	9
23	в том	8	9
24	же время	6	9
25	и др	7	9
26	в особенности	5	9
27	все эти	8	9
28	в других	3	9
29	в то	6	9
30	не только	13	9
31	с его	3	9
32	роль в	4	9
33	в самом	6	8
34	но и	11	8
35	и на	8	8
36	как и	11	8
37	того же	2	8
38	жизни и	4	8
39	ни в	4	8
40	не было	5	7
41	характер и	2	7
42	и во	4	7
43	в условиях	2	7
44	так сказать	5	7
45	все же	2	6
46	в частности	3	6
47	это не	2	6
48	в дальнейшем	2	6
49	например в	2	6
50	в их	4	6
51	не может	3	6
52	лишь в	2	6
53	так как	4	6
54	у него	8	6
55	с этим	2	6
56	и все	9	6
57	связи с	6	6
58	во всех	6	6
59	то что	5	6
60	в ее	3	6
61	как в	3	6
62	что в	12	5
63	и другие	2	5
64	этот ряд	2	5
65	и до	8	5
66	до нас	7	5
67	в связи	5	5
68	в разных	2	5
69	в основе	5	5
70	точки зрения	2	5
71	всех этих	3	5
72	но все	3	5
73	если бы	3	5
74	романа в	2	5
75	но не	2	5
76	еще не	3	5
77	он не	9	5
78	в основном	4	5
79	отношению к	2	5
80	того чтобы	4	5
81	для того	3	5
82	и у	2	5
83	том числе	3	4
84	в последующие	2	4
85	в своем	7	4
86	своей жизни	2	4
87	кроме того	3	4
88	до конца	6	4
89	и следовательно	3	4
90	в котором	2	4
91	все это	4	4
92	влияние на	2	4
93	потому что	2	4
94	и с	8	4
95	в ней	4	4
96	в них	9	4
97	на площади	7	4
98	конечно не	2	4
99	раз в	2	4
100	и т.п	10	4
101	в той	6	4
102	том что	4	4
103	и для	5	4
104	только в	3	4
105	и это	2	4
106	здесь не	3	4
107	мы еще	6	3
108	в этих	6	3
109	большую роль	2	3
110	связаны с	5	3
111	при этом	3	3
112	в виду	7	3
113	здесь нет	2	3
114	один из	4	3
115	со всеми	5	3
116	в форме	2	3
117	по отношению	3	3
118	этом отношении	2	3
119	именно в	2	3
120	и других	6	3
121	они не	3	3
122	а в	3	3
123	их в	3	3
124	сказать что	3	3
125	одно из	3	3
126	в начале	3	3
127	в одном	7	3
128	поэтому и	3	3
129	к этому	6	3
130	что было	2	3
131	уже говорили	3	3
132	здесь дается	2	3
133	одной из	2	3
134	в сущности	9	3
135	по преимуществу	2	3
136	и потому	4	3
137	что и	3	3
138	вместе с	3	3
139	сих пор	4	3
140	характер это	2	3
141	только на	4	3
142	во всей	3	3
143	всем этим	2	3
144	еще более	4	3
145	эти моменты	3	3
146	а не	5	3
147	между ними	3	3
148	мы не	2	3
149	мы видим	5	3
150	нас в	2	3
151	и ее	2	3
152	в себе	3	3
153	всего необходимо	3	3
154	до сих	4	3
155	уже в	2	2
156	в течение	2	2
157	в нашем	4	2
158	до наших	2	2
159	с другой	2	2
160	почти вовсе	4	2
161	правда не	3	2
162	но дело	3	2
163	или иной	2	2
164	жизнь в	3	2
165	мировой литературе	4	2
166	они были	3	2
167	числе и	2	2
168	смысле слова	4	2
169	момент в	2	2
170	для него	5	2
171	xvii века	3	2
172	мы встречаем	4	2
173	к жизни	2	2
174	в целом	2	2
175	не к	2	2
176	отношение к	8	2
177	еще и	2	2
178	на них	2	2
179	те же	5	2
180	мы находим	3	2
181	с помощью	2	2
182	на основе	2	2
183	и даже	4	2
184	рядом с	2	2
185	также и	4	2
186	имеет в	2	2
187	в более	3	2
188	же и	3	2
189	но он	2	2
190	той или	2	2
191	и еще	2	2
192	во всем	3	2
193	в истории	4	2
194	все то	2	2
195	как он	2	2
196	здесь только	2	2
197	сравнению с	2	2
198	здесь и	5	2
199	и к	3	2
200	об этом	3	2
201	но конечно	2	2
202	сочетается с	2	2
203	одна из	3	2
204	во все	3	2
205	здесь в	4	2
206	не были	2	2
207	было бы	4	2
208	этот образ	7	2
209	том же	2	2
210	а также	4	2
211	в этот	2	2
212	по сравнению	2	2
213	в своей	6	2
214	как бы	3	2
215	и прежде	3	2
216	в отличие	3	2
217	связь между	3	2
218	в значительной	3	2
219	хотя бы	2	2
220	громадную роль	2	2
221	в которой	2	2
222	той же	8	2
223	в мировой	4	2
224	в данном	4	2
225	тем что	3	2
226	выражение в	2	2
227	далеко не	2	2
228	слова и	2	2
229	дело в	2	2
230	там где	3	2
231	отличие от	3	2
