N	2gram	Voloshinov_1	Russkaja
1	не может	13	22
2	и не	16	19
3	в том	4	17
4	в этом	13	17
5	и в	15	14
6	то что	10	13
7	таким образом	21	11
8	то же	7	11
9	точки зрения	13	11
10	же время	5	10
11	но и	4	10
12	в то	6	10
13	том что	5	9
14	не только	5	9
15	в себе	4	9
16	с точки	10	9
17	может быть	13	9
18	во всяком	4	9
19	прежде всего	11	8
20	того чтобы	2	8
21	как на	3	8
22	отнюдь не	2	7
23	стремление к	2	7
24	к тому	4	7
25	самом деле	7	7
26	в данном	3	7
27	самого себя	2	7
28	мы должны	7	7
29	и с	7	7
30	если бы	3	6
31	на самом	2	6
32	что он	8	6
33	и к	7	6
34	и при	3	6
35	для него	5	6
36	для всех	2	6
37	всяком случае	3	6
38	все это	5	6
39	в своем	2	6
40	и для	2	6
41	в своих	4	6
42	себя и	3	5
43	между собой	4	5
44	жизни в	3	5
45	хотя бы	7	5
46	он должен	2	5
47	и на	3	5
48	при этом	7	5
49	до сих	3	5
50	было бы	6	5
51	конечно не	3	5
52	в своей	9	5
53	он не	4	5
54	никогда не	7	5
55	в нем	4	5
56	сих пор	3	5
57	во всех	8	5
58	и только	4	5
59	а потому	2	5
60	а в	6	5
61	потому что	4	5
62	только в	6	5
63	между тем	2	5
64	но не	5	4
65	не могут	3	4
66	что в	6	4
67	как и	6	4
68	все что	9	4
69	как бы	11	4
70	все же	5	4
71	себя в	2	4
72	жизни и	5	4
73	вместе с	4	4
74	со стороны	2	4
75	от того	3	4
76	что же	4	4
77	приводит к	2	4
78	тому чтобы	3	4
79	в совершенно	2	4
80	точку зрения	4	4
81	не в	4	4
82	и то	2	4
83	в этой	5	4
84	в его	9	4
85	которой он	2	4
86	его в	8	4
87	так как	9	4
88	он сам	4	3
89	для них	3	3
90	что это	3	3
91	именно в	3	3
92	в большинстве	4	3
93	из этих	4	3
94	что все	5	3
95	а следовательно	2	3
96	главным образом	4	3
97	что может	3	3
98	всех этих	5	3
99	должно быть	2	3
100	в качестве	2	3
101	еще не	7	3
102	в самом	6	3
103	сил и	3	3
104	но если	2	3
105	знаем что	3	3
106	и потому	8	3
107	для этого	4	3
108	но мы	2	3
109	что и	2	3
110	все они	2	3
111	данном случае	3	3
112	не было	4	3
113	что оно	2	3
114	сводится к	3	3
115	того что	2	3
116	и по	5	3
117	из этого	2	3
118	одна из	3	3
119	в сознании	3	3
120	этого не	2	2
121	и есть	2	2
122	у него	3	2
123	его и	2	2
124	с этим	6	2
125	к себе	3	2
126	по себе	2	2
127	смотрят на	2	2
128	ни в	6	2
129	уже не	5	2
130	следовательно и	2	2
131	но это	2	2
132	всех людей	2	2
133	в культурном	2	2
134	есть и	2	2
135	не можем	3	2
136	она не	2	2
137	и тот	2	2
138	совершенно не	2	2
139	и о	3	2
140	в ней	5	2
141	на почве	2	2
142	центр тяжести	2	2
143	на этой	2	2
144	время в	2	2
145	быть и	2	2
146	ее в	2	2
147	на основании	2	2
148	– не	7	2
149	тому что	3	2
150	по отношению	11	2
151	это только	2	2
152	отношения к	2	2
153	в течение	2	2
154	все эти	9	2
155	и вот	6	2
156	только на	2	2
157	и что	3	2
158	а не	2	2
159	что такое	3	2
160	и наконец	10	2
161	и даже	2	2
162	к нему	7	2
163	в таком	3	2
164	их в	2	2
165	мы можем	12	2
166	на себя	2	2
167	мы уже	5	2
168	во время	5	2
169	в таких	3	2
170	в этих	2	2
171	большинстве случаев	5	2
172	с ним	12	2
173	отметить что	2	2
174	в области	3	2
175	но в	9	2
