N	2gram	Voloshinov_1	Problema
1	то что	10	42
2	вовсе не	2	35
3	и в	15	32
4	и не	16	31
5	не менее	3	19
6	в этом	13	19
7	тем не	2	18
8	не только	5	17
9	потому что	4	16
10	по себе	2	15
11	а не	2	15
12	в себе	4	15
13	как бы	11	14
14	может быть	13	14
15	у нас	3	14
16	но в	9	14
17	в нем	4	13
18	сказать что	6	13
19	что мы	2	13
20	как раз	2	13
21	что в	6	12
22	том что	5	12
23	так и	10	12
24	и даже	2	11
25	так как	9	11
26	если мы	5	11
27	ничего общего	2	11
28	то же	7	10
29	прежде всего	11	10
30	в этой	5	10
31	отнюдь не	2	10
32	об этом	4	10
33	ничего не	2	10
34	но не	5	9
35	в том	4	9
36	но и	4	9
37	и что	3	9
38	художественный образ	2	9
39	еще не	7	9
40	что же	4	9
41	того чтобы	2	9
42	в таком	3	9
43	в данном	3	9
44	данном случае	3	8
45	не может	13	8
46	все эти	9	8
47	и о	3	8
48	и на	3	8
49	он и	2	8
50	было бы	6	8
51	в своей	9	8
52	но это	2	8
53	и ее	3	8
54	никогда не	7	7
55	ни в	6	7
56	смысле слова	2	7
57	все это	5	7
58	того что	2	7
59	всех этих	5	7
60	и все	4	7
61	что он	8	7
62	во всех	8	7
63	как мы	10	7
64	во всяком	4	7
65	сам по	2	7
66	только в	6	7
67	и есть	2	6
68	при этом	7	6
69	в самом	6	6
70	таким образом	21	6
71	это не	2	6
72	и то	2	6
73	его в	8	6
74	таком случае	2	6
75	не существует	3	6
76	в то	6	6
77	совершенно не	2	6
78	за пределы	2	6
79	в его	9	6
80	на самом	2	6
81	самом деле	7	6
82	что такое	3	6
83	в своем	2	5
84	можно сказать	4	5
85	мы уже	5	5
86	что она	2	5
87	мы должны	7	5
88	в сознании	3	5
89	не является	3	5
90	далеко не	4	5
91	совсем не	5	4
92	именно в	3	4
93	тому что	3	4
94	не в	4	4
95	в дальнейшем	2	4
96	мы и	4	4
97	по поводу	2	4
98	и пр	9	4
99	один из	4	4
100	только то	3	4
101	и только	4	4
102	не было	4	4
103	а в	6	4
104	их в	2	4
105	в истории	3	4
106	ни на	2	4
107	с которыми	2	4
108	если бы	3	4
109	как в	3	4
110	только на	2	4
111	и для	2	4
112	мы можем	12	4
113	что это	3	3
114	в этих	2	3
115	в отношении	2	3
116	что все	5	3
117	но все	2	3
118	оно и	6	3
119	всяком случае	3	3
120	хотя бы	7	3
121	другими словами	3	3
122	для этого	4	3
123	и его	15	3
124	что оно	2	3
125	с этим	6	3
126	точки зрения	13	3
127	в искусстве	3	3
128	об его	3	3
129	однако и	2	3
130	с ним	12	3
131	или как	3	3
132	в жизни	5	3
133	в ее	4	3
134	как и	6	3
135	учение о	2	3
136	сейчас же	2	3
137	есть и	2	3
138	до сих	3	3
139	мы увидим	4	3
140	к тому	4	3
141	он не	4	3
142	оно не	2	3
143	быть и	2	3
144	сих пор	3	3
145	уже не	5	3
146	к нему	7	3
147	с точки	10	3
148	что значит	2	3
149	в каком	3	3
150	дело в	2	3
151	в чем	4	3
152	он сам	4	2
153	не могут	3	2
154	все время	4	2
155	сознания с	5	2
156	нам о	2	2
157	следовательно и	2	2
158	это только	2	2
159	ведь если	2	2
160	для него	5	2
161	и часто	2	2
162	но если	2	2
163	или может	2	2
164	в него	2	2
165	на этой	2	2
166	то или	2	2
167	и до	3	2
168	в нас	2	2
169	а потому	2	2
170	этой области	3	2
171	являются только	2	2
172	и очень	2	2
173	должно быть	2	2
174	и с	7	2
175	знаем что	3	2
176	одно из	3	2
177	чем же	5	2
178	из этих	4	2
179	в первом	2	2
180	я и	6	2
181	между тем	2	2
182	с его	8	2
183	сознания и	5	2
184	для них	3	2
185	могут быть	6	2
186	он должен	2	2
187	таких случаях	2	2
188	конечно в	2	2
189	и при	3	2
190	в качестве	2	2
191	она не	2	2
192	и может	4	2
193	со всеми	3	2
194	предмета и	2	2
195	на один	2	2
196	что может	3	2
197	и потому	8	2
198	не будем	2	2
199	вместе с	4	2
200	ее в	2	2
201	как его	2	2
202	сознания мы	2	2
203	мы не	4	2
204	с другими	5	2
205	нас в	2	2
206	на себя	2	2
207	в таких	3	2
208	в области	3	2
209	в эту	2	2
210	не можем	3	2
