N	2gram	Bakhtin_Pr_2	Myshleni
1	в том	6	42
2	том что	2	35
3	в процессе	2	27
4	таким образом	5	25
5	точки зрения	13	24
6	в этом	13	24
7	и в	43	20
8	что в	4	19
9	то же	8	16
10	то что	7	15
11	не только	11	15
12	как мы	10	13
13	с другой	4	12
14	при этом	6	12
15	в их	3	12
16	может быть	23	12
17	в целом	2	11
18	так же	2	11
19	в его	10	11
20	с точки	8	11
21	этого слова	2	11
22	того что	2	10
23	так как	4	10
24	в отношении	3	10
25	если мы	2	10
26	и то	2	10
27	в себе	5	10
28	только в	4	10
29	слова в	12	9
30	и как	2	9
31	но и	14	9
32	другой стороны	3	9
33	между тем	3	9
34	как и	14	9
35	того же	3	9
36	тот же	3	9
37	что и	3	9
38	и не	29	8
39	и что	5	8
40	в результате	4	8
41	этом смысле	2	8
42	было бы	5	8
43	друг с	4	7
44	как бы	22	7
45	с другом	4	7
46	в своей	4	7
47	самом деле	5	7
48	а не	7	7
49	тем что	3	7
50	могут быть	3	7
51	уже в	2	6
52	к одному	6	6
53	к тому	4	6
54	тому же	3	6
55	в самом	7	6
56	не может	18	6
57	и на	10	6
58	сказать что	2	6
59	его в	3	6
60	слово в	8	6
61	что он	13	6
62	одно и	2	6
63	той же	3	6
64	можно было	3	6
65	перед нами	7	5
66	никогда не	9	5
67	целый ряд	2	5
68	это не	3	5
69	на то	5	5
70	что такое	2	5
71	на друга	2	5
72	друг на	2	5
73	мы обратимся	2	5
74	если бы	3	5
75	и его	8	5
76	между собой	2	5
77	с этим	2	5
78	и к	3	5
79	все же	3	5
80	о том	5	5
81	мы уже	3	5
82	так и	3	5
83	как в	2	5
84	все эти	5	5
85	мы можем	2	5
86	слова и	12	5
87	в своем	4	4
88	словом и	2	4
89	для нас	2	4
90	по мере	4	4
91	из них	2	4
92	на том	2	4
93	и только	3	4
94	как он	2	4
95	и с	5	4
96	его к	2	4
97	и при	2	4
98	по своему	2	4
99	в сущности	9	4
100	нами в	2	4
101	в речи	5	4
102	тем же	2	4
103	между ними	4	4
104	не в	11	4
105	и для	3	4
106	во всяком	2	4
107	не могут	4	3
108	не менее	3	3
109	в этих	6	3
110	же слово	2	3
111	слова мы	2	3
112	так что	5	3
113	знает что	2	3
114	себе и	4	3
115	почти всегда	2	3
116	и является	2	3
117	в виду	3	3
118	должно быть	4	3
119	но в	10	3
120	бы в	5	3
121	по существу	3	3
122	во всем	3	3
123	но не	5	3
124	со всеми	3	3
125	себя в	3	3
126	когда он	3	3
127	приводит к	6	3
128	совершенно не	4	3
129	на этот	4	3
130	со словами	2	3
131	ни в	2	3
132	в виде	3	3
133	такой же	3	2
134	данное слово	2	2
135	мы будем	3	2
136	должна быть	3	2
137	но так	2	2
138	в каждом	11	2
139	прежде всего	10	2
140	в настоящее	2	2
141	что на	2	2
142	который не	2	2
143	мы и	2	2
144	что если	3	2
145	для него	8	2
146	что это	2	2
147	для построения	2	2
148	образом как	3	2
149	они могут	2	2
150	но для	3	2
151	на предмет	4	2
152	в него	7	2
153	в нем	12	2
154	к нему	5	2
155	уже говорили	3	2
156	из истории	2	2
157	отличается от	2	2
158	в отличие	4	2
159	здесь мы	2	2
160	установку на	2	2
161	мы наблюдаем	2	2
162	а в	5	2
163	не знает	3	2
164	опирается на	2	2
165	также и	3	2
166	из этих	2	2
167	и здесь	3	2
168	настоящее время	2	2
169	слова он	2	2
170	их в	4	2
171	уже и	2	2
172	у него	6	2
173	это слово	5	2
174	стороны и	3	2
175	а затем	2	2
176	указывает на	2	2
177	еще не	9	2
178	и сами	2	2
179	он говорит	2	2
180	том же	4	2
181	никак не	5	2
182	которую он	2	2
183	далеко не	4	2
184	даже в	3	2
185	этих трех	3	2
186	не есть	2	2
187	слово или	2	2
188	мысли и	2	2
189	только на	3	2
190	входит в	2	2
191	того как	2	2
192	а с	2	2
193	в той	5	2
194	слово и	9	2
195	может служить	2	2
196	и он	5	2
197	в слове	5	2
198	в таком	2	2
199	что этот	2	2
200	даны в	3	2
201	ту же	2	2
202	может стать	4	2
203	и это	4	2
204	здесь не	6	2
205	отличие от	4	2
206	же не	4	2
