N	2gram	Propp_Russ_1	slovoVRo
1	и в	36	39
2	может быть	8	37
3	и т	10	35
4	то есть	3	26
5	не только	22	24
6	и не	6	22
7	но и	16	21
8	не может	4	20
9	в нем	2	19
10	до конца	2	17
11	все это	6	16
12	в этом	12	16
13	так и	7	15
14	а не	2	14
15	слова в	3	13
16	как в	5	13
17	во всех	4	12
18	и с	2	9
19	таким образом	6	8
20	точки зрения	3	8
21	при этом	6	7
22	еще не	4	7
23	в его	2	7
24	как бы	5	7
25	в этих	3	7
26	и потому	2	7
27	как мы	10	7
28	могут быть	2	7
29	с ним	2	7
30	в них	6	6
31	и к	3	6
32	этом случае	5	6
33	все же	5	6
34	как и	10	6
35	в своем	3	6
36	но не	2	6
37	в большинстве	2	6
38	она не	2	6
39	там где	2	6
40	все эти	2	6
41	но в	2	6
42	это не	10	5
43	и для	2	5
44	для нас	6	5
45	том что	19	5
46	но все	3	5
47	только в	4	5
48	в том	17	5
49	например в	2	5
50	и их	4	5
51	один из	8	5
52	уже не	6	5
53	с ними	5	5
54	большинстве случаев	2	5
55	не менее	3	4
56	всех этих	2	4
57	и др	4	4
58	себя и	2	4
59	одна из	4	4
60	связанные с	3	4
61	в основном	3	4
62	для этого	2	4
63	входит в	4	4
64	то же	3	4
65	и других	7	4
66	а в	9	4
67	и на	10	4
68	так как	15	4
69	борьбы с	2	3
70	что в	19	3
71	не с	3	3
72	в свою	3	3
73	что и	7	3
74	но это	4	3
75	связи с	4	3
76	его от	2	3
77	на этом	3	3
78	у него	2	3
79	и как	2	3
80	в ней	2	3
81	в некоторых	4	3
82	быть и	2	3
83	в свете	2	3
84	а также	3	3
85	с точки	3	3
86	между тем	7	3
87	в особенности	2	3
88	как это	8	3
89	чем в	2	2
90	не было	2	2
91	и более	2	2
92	независимо от	2	2
93	и другие	13	2
94	хотя и	2	2
95	и непосредственно	2	2
96	в нашем	2	2
97	но она	2	2
98	его и	2	2
99	того как	5	2
100	п в	13	2
101	как например	3	2
102	как уже	4	2
103	и здесь	2	2
104	в дальнейшем	2	2
105	свою очередь	2	2
106	мы увидим	8	2
107	или на	3	2
108	к материалу	2	2
109	на каждом	3	2
110	к ней	2	2
111	и другим	2	2
112	то что	6	2
113	его как	2	2
114	вместе с	10	2
115	в различных	2	2
116	в их	4	2
117	так в	4	2
118	в связи	4	2
119	далее в	2	2
120	с этим	2	2
121	т д	9	2
122	в виде	6	2
123	мы не	6	2
124	мы наблюдаем	2	2
125	или в	2	2
126	в более	2	2
127	далеко не	3	2
128	и связанные	2	2
129	в прошлом	2	2
130	о том	8	2
131	как он	2	2
132	можно говорить	2	2
133	в области	3	2
134	в одном	3	2
