N	2gram	Vygotskiy__5	Formalny
1	и в	30	38
2	в этом	14	27
3	может быть	11	23
4	поэтический язык	2	21
5	и его	6	21
6	таким образом	20	20
7	и не	6	20
8	в самом	14	16
9	прежде всего	4	15
10	не в	8	15
11	и т	7	14
12	не может	9	14
13	в нем	7	13
14	но и	6	13
15	связи с	2	13
16	с его	2	11
17	с тем	8	11
18	в том	27	11
19	вовсе не	3	11
20	в его	4	10
21	с помощью	2	10
22	и с	2	9
23	как и	6	9
24	при этом	8	9
25	не только	16	9
26	т п	3	9
27	что и	3	8
28	все же	7	8
29	так и	3	8
30	самом деле	8	8
31	тем что	6	8
32	точки зрения	7	8
33	что в	24	7
34	не могут	3	7
35	по себе	7	7
36	для него	3	7
37	по существу	2	7
38	в своей	4	7
39	этом отношении	3	7
40	как мы	5	7
41	с точки	2	7
42	художественного произведения	3	6
43	все время	20	6
44	в результате	4	6
45	то что	37	6
46	в ней	4	6
47	в этой	5	6
48	было бы	5	6
49	вместе с	12	6
50	в их	3	6
51	то же	7	6
52	все эти	2	6
53	а не	8	6
54	как раз	13	6
55	могут быть	8	6
56	он не	3	6
57	только в	5	6
58	а в	4	6
59	хотя бы	3	6
60	должна быть	2	5
61	если бы	11	5
62	что он	17	5
63	именно в	6	5
64	это и	2	5
65	по преимуществу	2	5
66	во всех	2	5
67	если мы	16	5
68	с этим	2	5
69	и только	3	5
70	т д	3	5
71	и для	6	5
72	сводится к	5	5
73	говорит он	2	5
74	в основе	7	5
75	в то	2	5
76	бы в	5	5
77	материала и	5	4
78	не как	3	4
79	к этому	3	4
80	к тому	8	4
81	что они	5	4
82	совершенно не	6	4
83	в сущности	12	4
84	как они	2	4
85	как бы	19	4
86	и к	4	4
87	каждый элемент	2	4
88	из них	2	4
89	как в	3	4
90	другой стороны	5	4
91	что оно	6	4
92	и наконец	3	4
93	и даже	2	4
94	даже и	2	4
95	там где	4	4
96	ничего не	2	4
97	так как	9	4
98	но в	5	4
99	же как	2	3
100	была бы	3	3
101	с другой	9	3
102	из этих	3	3
103	а как	2	3
104	мы знаем	2	3
105	и здесь	6	3
106	и как	7	3
107	но все	2	3
108	чтобы показать	2	3
109	зависимости от	7	3
110	исходили из	2	3
111	в зависимости	6	3
112	не является	2	3
113	его с	2	3
114	то это	4	3
115	не есть	4	3
116	в целом	5	3
117	жизни и	6	3
118	быть и	2	3
119	и до	2	3
120	только на	4	3
121	все это	2	3
122	так в	3	3
123	на самом	2	3
124	именно на	5	3
125	того что	8	3
126	того чтобы	20	3
127	для того	20	3
128	тем же	3	3
129	мы не	3	3
130	или в	6	3
131	и на	3	3
132	сам по	3	3
133	и все	4	3
134	что это	8	3
135	искусство как	2	3
136	времени и	3	2
137	уже в	6	2
138	самого начала	3	2
139	и другие	3	2
140	никогда не	9	2
141	по этому	5	2
142	состоит в	3	2
143	в этих	3	2
144	что искусство	4	2
145	в качестве	2	2
146	тому что	8	2
147	для этого	9	2
148	перед нами	2	2
149	это не	3	2
150	в одной	2	2
151	произведение искусства	6	2
152	в конце	4	2
153	в основу	4	2
154	этих двух	7	2
155	между ними	2	2
156	первый план	3	2
157	в учении	3	2
158	что именно	5	2
159	в ее	3	2
160	до конца	2	2
161	с самого	3	2
162	том что	21	2
163	именно из	2	2
164	от него	4	2
165	но не	7	2
166	совсем не	2	2
167	очевидно что	2	2
168	и другое	2	2
169	что на	3	2
170	на первый	2	2
171	к другому	2	2
172	едва ли	2	2
173	и о	3	2
174	конце концов	2	2
175	в котором	2	2
176	сами по	2	2
177	он был	2	2
178	один из	5	2
179	и тем	6	2
180	с теми	3	2
181	есть только	2	2
182	этом смысле	2	2
183	ни в	3	2
184	со стороны	3	2
185	художественное произведение	5	2
186	приводит к	2	2
187	как она	4	2
188	в ритме	2	2
189	на этом	6	2
190	в последних	2	2
191	находится в	2	2
192	в той	3	2
193	должно быть	2	2
194	отличие от	2	2
195	в таком	3	2
196	этот вопрос	4	2
197	и то	9	2
198	формы и	3	2
199	и совершенно	4	2
200	от одного	2	2
201	сказать что	9	2
202	является в	2	2
203	он в	2	2
204	в отличие	2	2
205	как например	2	2
206	в искусстве	6	2
207	вопроса о	2	2
208	если же	2	2
209	произведения искусства	2	2
210	и это	8	2
211	из этого	2	2
212	что эта	4	2
213	должен был	4	2
214	потому что	23	2
215	как это	7	2
216	в которой	3	2
217	не могли	4	2
218	в виду	4	2
